Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/21/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58794,0.99,3815,0,481,4296,
12/21/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59358,0.99,3810,0,521,4332,
12/21/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58772,1,3838,0,560,4398,
12/21/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58849,1.01,3707,1,566,4276,
12/21/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59263,1.03,3832,5,656,4492,
12/21/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59644,1.03,3974,18,635,4626,
12/21/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58620,1.03,3969,28,626,4622,
12/21/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,574,59155,1.04,4543,250,558,5418,
12/21/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3171,62947,1.13,6180,1434,445,8311,
12/21/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10044,72233,1.29,9923,4764,478,15446,
12/21/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16209,78994,1.43,12001,7232,473,21112,
12/21/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17096,76675,1.42,11398,7315,265,21255,
12/21/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15465,73800,1.37,10380,6608,144,19284,
12/21/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13168,69222,1.29,8943,5516,65,16640,
12/21/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11187,66738,1.27,7832,4710,48,14347,
12/21/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9184,64398,1.23,6771,3780,21,12193,
12/21/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7197,61533,1.18,5890,2971,24,10135,
12/21/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6135,59589,1.15,5273,2484,12,8936,
12/21/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5016,58821,1.12,4893,2145,11,7775,
12/21/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4214,57938,1.12,4538,1860,11,6900,
12/21/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3817,57887,1.12,4362,1603,8,6583,
12/21/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3804,58386,1.13,4255,1550,11,6519,
12/21/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4502,59718,1.15,4552,1995,5,7061,
12/21/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5740,61787,1.21,5525,2707,10,8567,
12/21/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7141,63018,1.24,6174,3443,13,9882,
12/21/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8171,64073,1.27,6741,3949,10,10968,
12/21/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8253,64047,1.26,6825,4060,13,11024,
12/21/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7796,63457,1.24,6784,3963,9,10623,
12/21/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,7188,63287,1.25,6481,3659,5,10012,
12/21/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,6312,62098,1.23,5936,3196,12,9061,
12/21/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5648,60448,1.18,5494,2859,11,8289,
12/21/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4864,59098,1.16,5101,2449,9,7521,
12/21/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,4422,58008,1.12,4805,2213,7,7019,
12/21/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,4060,57863,1.12,4590,1966,5,6689,
12/21/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,4080,58693,1.13,4755,2019,4,6819,
12/21/2020,10/03/2020,10/03/2020,By week,United States,Week-ending,4005,57659,1.1,4596,1922,8,6687,
12/21/2020,10/10/2020,10/10/2020,By week,United States,Week-ending,4532,59152,1.13,4897,2226,13,7213,
12/21/2020,10/17/2020,10/17/2020,By week,United States,Week-ending,4855,57527,1.08,4921,2306,16,7479,
12/21/2020,10/24/2020,10/24/2020,By week,United States,Week-ending,5577,58818,1.09,5292,2560,16,8318,
12/21/2020,10/31/2020,10/31/2020,By week,United States,Week-ending,6428,59563,1.1,5681,2995,19,9128,
12/21/2020,11/07/2020,11/07/2020,By week,United States,Week-ending,7968,62489,1.15,6493,3728,21,10746,
12/21/2020,11/14/2020,11/14/2020,By week,United States,Week-ending,9570,62901,1.14,7270,4537,18,12315,
12/21/2020,11/21/2020,11/21/2020,By week,United States,Week-ending,11539,63106,1.13,8191,5471,28,14277,
12/21/2020,11/28/2020,11/28/2020,By week,United States,Week-ending,11901,60211,1.08,8165,5734,18,14340,
12/21/2020,12/05/2020,12/05/2020,By week,United States,Week-ending,10216,53070,0.93,7015,4780,19,12462,
12/21/2020,12/12/2020,12/12/2020,By week,United States,Week-ending,3742,33550,0.58,3268,1821,3,5192,
12/21/2020,12/19/2020,12/19/2020,By week,United States,Week-ending,651,7773,0.13,685,325,4,1015,
12/21/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1025,0.94,56,0,14,70,
12/21/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1117,1.01,61,0,10,71,
12/21/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1094,1.01,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/21/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1097,1.01,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/21/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
12/21/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
