Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/20/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58616,0.99,3799,0,479,4278,
10/20/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59327,0.99,3805,0,521,4327,
10/20/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58736,1,3831,0,560,4391,
10/20/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58765,1.01,3698,1,565,4267,
10/20/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59204,1.03,3823,5,655,4483,
10/20/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59609,1.03,3963,17,635,4615,
10/20/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,55,58589,1.03,3965,28,625,4616,
10/20/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,572,59119,1.04,4539,250,558,5412,
10/20/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3165,62905,1.13,6170,1432,442,8295,
10/20/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10032,72168,1.29,9912,4760,478,15427,
10/20/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16190,78929,1.42,11988,7228,473,21084,
10/20/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17076,76598,1.42,11387,7306,265,21233,
10/20/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15441,73686,1.37,10363,6599,144,19252,
10/20/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13153,69097,1.29,8934,5513,65,16619,
10/20/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11174,66685,1.26,7825,4707,47,14329,
10/20/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9171,64341,1.23,6759,3775,21,12173,
10/20/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7181,61464,1.18,5881,2967,24,10114,
10/20/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6115,59488,1.15,5261,2478,12,8910,
10/20/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4991,58717,1.12,4875,2136,11,7741,
10/20/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4200,57831,1.12,4517,1857,11,6868,
10/20/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3802,57745,1.12,4346,1596,8,6559,
10/20/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3783,58223,1.13,4237,1546,11,6484,
10/20/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4477,59516,1.15,4528,1986,4,7020,
10/20/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5700,61526,1.2,5493,2692,10,8510,
