Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/28/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58796,0.99,3815,0,481,4296,
12/28/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59361,0.99,3810,0,521,4332,
12/28/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58773,1,3839,0,560,4399,
12/28/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58850,1.01,3707,1,566,4276,
12/28/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59262,1.03,3832,5,656,4492,
12/28/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59649,1.03,3975,18,635,4627,
12/28/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58620,1.03,3969,28,626,4622,
12/28/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,574,59157,1.04,4543,250,559,5419,
12/28/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3171,62949,1.13,6180,1434,445,8311,
12/28/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10045,72234,1.29,9923,4764,478,15447,
12/28/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16208,78992,1.43,12000,7231,473,21111,
12/28/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17094,76674,1.42,11397,7314,265,21253,
12/28/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15465,73803,1.37,10381,6608,144,19285,
12/28/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13168,69223,1.29,8945,5516,65,16642,
12/28/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11189,66739,1.27,7833,4710,48,14350,
12/28/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9184,64406,1.23,6773,3780,21,12195,
12/28/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7198,61539,1.18,5890,2971,24,10136,
12/28/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6136,59594,1.15,5274,2484,12,8938,
12/28/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5016,58822,1.12,4893,2145,11,7775,
12/28/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4215,57941,1.12,4538,1859,11,6902,
12/28/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3817,57891,1.12,4363,1603,8,6584,
12/28/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3805,58385,1.13,4256,1551,11,6520,
12/28/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4503,59729,1.15,4554,1996,5,7063,
12/28/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5741,61792,1.21,5527,2707,10,8570,
12/28/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7142,63021,1.24,6175,3444,13,9883,
12/28/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8172,64079,1.27,6742,3949,10,10970,
12/28/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8252,64057,1.26,6824,4059,13,11023,
12/28/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7799,63472,1.24,6786,3963,9,10628,
12/28/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,7189,63321,1.25,6482,3659,5,10014,
12/28/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,6314,62133,1.23,5939,3198,12,9064,
12/28/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5651,60527,1.19,5501,2861,11,8297,
12/28/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4874,59253,1.16,5110,2455,9,7534,
12/28/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,4436,58220,1.13,4826,2219,7,7048,
12/28/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,4074,58135,1.12,4616,1977,5,6718,
12/28/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,4092,58911,1.13,4772,2025,4,6842,
12/28/2020,10/03/2020,10/03/2020,By week,United States,Week-ending,4014,57780,1.1,4612,1926,8,6708,
12/28/2020,10/10/2020,10/10/2020,By week,United States,Week-ending,4538,59231,1.13,4904,2227,13,7225,
12/28/2020,10/17/2020,10/17/2020,By week,United States,Week-ending,4869,57646,1.08,4933,2312,17,7500,
12/28/2020,10/24/2020,10/24/2020,By week,United States,Week-ending,5600,58973,1.1,5310,2575,16,8344,
12/28/2020,10/31/2020,10/31/2020,By week,United States,Week-ending,6470,59820,1.11,5713,3012,19,9185,
12/28/2020,11/07/2020,11/07/2020,By week,United States,Week-ending,8035,62981,1.16,6548,3759,21,10837,
12/28/2020,11/14/2020,11/14/2020,By week,United States,Week-ending,9720,63690,1.16,7380,4615,19,12498,
12/28/2020,11/21/2020,11/21/2020,By week,United States,Week-ending,11925,64582,1.16,8449,5665,28,14727,
12/28/2020,11/28/2020,11/28/2020,By week,United States,Week-ending,12875,63247,1.14,8757,6225,18,15415,
12/28/2020,12/05/2020,12/05/2020,By week,United States,Week-ending,12849,60370,1.06,8639,6115,23,15388,
12/28/2020,12/12/2020,12/12/2020,By week,United States,Week-ending,7478,46845,0.81,5423,3495,12,9416,
12/28/2020,12/19/2020,12/19/2020,By week,United States,Week-ending,2287,25881,0.44,2274,1139,7,3429,
12/28/2020,12/26/2020,12/26/2020,By week,United States,Week-ending,389,4417,0.07,371,167,1,594,
12/28/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1025,0.94,56,0,14,70,
12/28/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1118,1.01,61,0,10,71,
12/28/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1094,1.01,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/28/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1097,1.01,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/28/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
12/28/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
12/28/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1091,1.01,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/28/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1057,1.03,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/28/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1072,1.05,68,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/28/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1155,1.12,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/28/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1133,1.11,85,27,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
