Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/25/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58580,0.99,3796,0,479,4275,
09/25/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59299,0.99,3798,0,521,4320,
09/25/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58703,1,3827,0,559,4386,
09/25/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58738,1.01,3699,1,565,4268,
09/25/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59176,1.03,3822,5,654,4480,
09/25/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59565,1.03,3959,17,632,4608,
09/25/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,53,58531,1.03,3961,28,625,4610,
09/25/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,571,59094,1.04,4538,252,560,5410,
09/25/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3154,62893,1.13,6168,1425,442,8289,
09/25/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10014,72149,1.29,9906,4752,478,15411,
09/25/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16173,78900,1.42,11984,7223,474,21068,
09/25/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17055,76565,1.42,11381,7299,266,21214,
09/25/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15423,73645,1.37,10355,6592,144,19233,
09/25/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13134,69050,1.29,8925,5506,65,16598,
09/25/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11161,66613,1.26,7820,4703,47,14315,
09/25/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9156,64256,1.22,6747,3769,21,12152,
09/25/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7151,61358,1.18,5858,2954,24,10074,
09/25/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6101,59404,1.15,5248,2472,12,8889,
09/25/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4983,58587,1.12,4864,2134,11,7724,
09/25/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4185,57698,1.11,4508,1853,11,6848,
09/25/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3794,57562,1.11,4334,1593,7,6541,
09/25/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3758,58051,1.13,4217,1542,11,6443,
09/25/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4435,59233,1.14,4499,1968,4,6967,
09/25/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5635,61088,1.19,5446,2667,9,8423,
09/25/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,6996,61987,1.22,6053,3383,12,9675,
09/25/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,7960,62432,1.23,6557,3858,10,10664,
09/25/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,7953,61525,1.21,6543,3905,13,10597,
09/25/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7437,61359,1.2,6489,3779,9,10153,
09/25/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,6729,60185,1.18,6102,3446,5,9387,
09/25/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,5678,57259,1.13,5414,2889,9,8209,
09/25/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,4847,53947,1.05,4787,2465,11,7175,
09/25/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,3641,49180,0.96,4021,1834,7,5832,
09/25/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,2243,41248,0.79,2946,1099,4,4093,
09/25/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,606,23326,0.45,1273,288,0,1591,
09/25/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1024,0.94,56,0,14,70,
09/25/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1117,1.01,61,0,10,71,
09/25/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1093,1.01,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1096,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
09/25/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
09/25/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1086,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1056,1.03,71,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1070,1.05,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1151,1.12,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1130,1.1,86,27,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1137,1.16,94,26,0,157,
09/25/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1132,1.13,77,19,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1147,1.16,87,26,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,115,1161,1.15,94,34,,175,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,93,1141,1.14,88,29,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,78,1141,1.16,82,23,0,137,
09/25/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1097,1.13,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,88,1157,1.15,87,32,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/25/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1130,1.19,74,29,0,126,
09/25/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1074,1.1,78,25,0,141,
09/25/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,100,1135,1.22,81,30,0,151,
09/25/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,120,1183,1.2,92,47,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
