Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/28/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58582,0.99,3796,0,479,4275,
09/28/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59299,0.99,3798,0,521,4320,
09/28/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58706,1,3829,0,559,4388,
09/28/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58740,1.01,3699,1,565,4268,
09/28/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59174,1.03,3823,5,654,4481,
09/28/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59573,1.03,3960,17,632,4609,
09/28/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,53,58538,1.03,3961,28,625,4610,
09/28/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,571,59098,1.04,4539,252,560,5411,
09/28/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3154,62894,1.13,6168,1425,442,8289,
09/28/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10014,72149,1.29,9906,4752,478,15411,
09/28/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16175,78906,1.42,11984,7223,474,21070,
09/28/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17055,76567,1.42,11381,7300,266,21213,
09/28/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15423,73650,1.37,10355,6592,144,19233,
09/28/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13136,69054,1.29,8926,5508,65,16599,
09/28/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11161,66623,1.26,7820,4703,47,14315,
09/28/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9157,64266,1.23,6749,3769,21,12155,
09/28/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7152,61371,1.18,5860,2955,24,10076,
09/28/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6101,59409,1.15,5248,2472,12,8889,
09/28/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4982,58595,1.12,4864,2133,11,7724,
09/28/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4185,57705,1.11,4512,1853,11,6852,
09/28/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3794,57572,1.11,4335,1593,7,6542,
09/28/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3760,58060,1.13,4218,1542,11,6446,
09/28/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4443,59245,1.14,4503,1973,4,6974,
09/28/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5641,61109,1.19,5451,2672,9,8429,
09/28/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7009,62024,1.22,6063,3389,12,9692,
09/28/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,7972,62486,1.23,6566,3864,10,10679,
09/28/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,7974,61607,1.21,6560,3917,13,10623,
09/28/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7458,61561,1.2,6511,3792,9,10183,
09/28/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,6756,60421,1.19,6124,3458,5,9424,
09/28/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,5738,57565,1.14,5450,2915,9,8279,
09/28/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,4930,54486,1.06,4846,2505,11,7277,
09/28/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,3816,50416,0.98,4181,1936,7,6065,
09/28/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,2647,44324,0.85,3306,1325,4,4631,
09/28/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,1045,30359,0.58,1851,531,1,2366,
09/28/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,99,7011,0.13,343,63,0,379,
09/28/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1024,0.94,56,0,14,70,
09/28/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1117,1.01,61,0,10,71,
09/28/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1093,1.01,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1096,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
09/28/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
09/28/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1086,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1056,1.03,71,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1070,1.05,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1151,1.12,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1130,1.1,86,27,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1138,1.16,94,26,0,157,
09/28/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1132,1.13,77,19,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1147,1.16,87,26,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,115,1161,1.15,94,34,,175,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,93,1141,1.14,88,29,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,78,1142,1.17,82,23,0,137,
09/28/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1098,1.13,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,88,1157,1.15,87,32,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1130,1.19,74,29,0,126,
09/28/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1075,1.1,78,25,0,141,
09/28/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,100,1135,1.22,81,30,0,151,
09/28/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,120,1183,1.2,92,47,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,133,1241,1.25,94,36,0,191,
09/28/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,186,1261,1.31,100,45,0,241,
09/28/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,244,1300,1.39,133,87,0,290,
09/28/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,260,1330,1.38,156,94,,323,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,251,1313,1.36,129,84,,297,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,214,1236,1.3,135,80,0,269,
09/28/2020,08/22/2020,08/22/2020,By week,Alabama,Week-ending,192,1197,1.28,107,57,0,242,
09/28/2020,08/29/2020,08/29/2020,By week,Alabama,Week-ending,158,1053,1.1,116,65,0,209,
09/28/2020,09/05/2020,09/05/2020,By week,Alabama,Week-ending,115,973,1,87,43,0,159,
09/28/2020,09/12/2020,09/12/2020,By week,Alabama,Week-ending,73,785,0.82,68,24,0,117,
09/28/2020,09/19/2020,09/19/2020,By week,Alabama,Week-ending,27,432,0.45,24,,0,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,09/26/2020,09/26/2020,By week,Alabama,Week-ending,,63,0.06,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,85,0.95,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,89,1.02,0,0,0,0,
09/28/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,84,1,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,79,0.92,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,92,1.09,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,69,0.87,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,86,1,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,98,1.13,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,83,0.96,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,80,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,62,0.79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,87,0.98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,89,1.14,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,82,1.06,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,80,1.04,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/28/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,97,1.34,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
