Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/29/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,57632,0.97,3721,0,475,4196,
05/29/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58283,0.98,3716,0,511,4228,
05/29/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57623,0.98,3750,0,543,4293,
05/29/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,2,57699,0.99,3619,0,554,4175,
05/29/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58038,1.01,3740,3,631,4373,
05/29/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,57850,1,3835,16,615,4465,
05/29/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,51,56646,0.99,3833,26,601,4458,
05/29/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,540,57120,1.01,4380,244,531,5201,
05/29/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3000,60845,1.09,5939,1354,431,7967,
05/29/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9362,69037,1.24,9440,4492,454,14541,
05/29/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15347,74632,1.35,11383,6882,459,19971,
05/29/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,15787,71292,1.32,10555,6775,252,19637,
05/29/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,13208,66480,1.24,9129,5708,139,16672,
05/29/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,10327,60483,1.12,7490,4455,54,13398,
05/29/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,8930,55698,1.05,6368,3782,41,11548,
05/29/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,5370,44208,0.84,4195,2209,14,7370,
05/29/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,1180,20987,0.4,1386,460,8,2114,
05/29/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1019,0.93,56,0,14,70,
05/29/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1108,1,61,0,10,71,
05/29/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1080,0.99,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1082,1,68,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1144,1.1,63,0,14,77,
05/29/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1035,0.99,57,0,13,70,
05/29/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1064,0.98,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1037,1.01,72,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,22,1038,1.02,68,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1121,1.09,65,11,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,80,1096,1.07,84,27,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,87,1083,1.1,91,25,0,153,
05/29/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,73,1047,1.04,72,17,,129,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,68,1018,1.03,76,20,,125,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,83,941,0.93,79,23,0,139,
05/29/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,40,693,0.69,44,12,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/29/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,,331,0.34,18,,0,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
