Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/15/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58327,0.98,3774,0,478,4252,
07/15/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59071,0.99,3778,0,519,4298,
07/15/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58321,0.99,3799,0,554,4353,
07/15/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58318,1,3655,1,561,4220,
07/15/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58508,1.02,3775,3,640,4417,
07/15/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,34,58645,1.01,3905,16,622,4544,
07/15/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57679,1.01,3898,27,611,4533,
07/15/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,561,58521,1.03,4496,249,547,5348,
07/15/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3128,62493,1.12,6118,1413,440,8223,
07/15/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9909,71663,1.29,9834,4717,477,15267,
07/15/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16014,78342,1.42,11893,7175,471,20863,
07/15/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16909,76040,1.4,11297,7256,262,21025,
07/15/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15225,72937,1.36,10252,6532,143,18992,
07/15/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,12979,68196,1.27,8830,5460,64,16393,
07/15/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10963,65457,1.23,7682,4634,46,14048,
07/15/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8944,62732,1.19,6582,3691,19,11851,
07/15/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6947,59400,1.13,5689,2894,22,9760,
07/15/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,5868,56571,1.08,5017,2380,10,8515,
07/15/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4646,54904,1.04,4577,2008,11,7226,
07/15/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,3702,52508,1,4013,1651,10,6071,
07/15/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,2892,49536,0.95,3566,1232,5,5231,
07/15/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,1675,42450,0.82,2535,643,6,3573,
07/15/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,643,31214,0.6,1579,310,0,1912,
07/15/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,272,15492,0.3,788,139,1,922,
07/15/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
07/15/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
07/15/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1088,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1091,1,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1156,1.11,63,0,14,77,
07/15/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1051,1.01,58,0,13,71,
07/15/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1081,1,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1047,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1057,1.03,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1140,1.11,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1120,1.09,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1127,1.15,94,26,0,157,
07/15/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1122,1.12,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,78,1118,1.13,86,25,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,109,1142,1.13,91,33,0,167,
07/15/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,88,1108,1.11,85,28,,146,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,74,1120,1.14,79,22,0,131,
07/15/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,98,1049,1.08,93,29,,163,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,80,1082,1.07,81,28,,134,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,67,1013,1.07,66,25,0,108,
07/15/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,59,901,0.92,65,16,0,108,
07/15/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,35,793,0.85,44,,0,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,24,566,0.57,36,,0,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,,236,0.24,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,84,0.94,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,88,1.01,0,0,0,0,
07/15/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,83,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,78,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
