Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/15/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58575,0.99,3796,0,479,4275,
09/15/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59285,0.99,3799,0,520,4320,
09/15/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58695,1,3824,0,558,4382,
09/15/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58731,1.01,3698,1,564,4266,
09/15/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59163,1.03,3822,5,654,4480,
09/15/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59545,1.03,3957,17,632,4606,
09/15/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,53,58469,1.02,3958,28,625,4607,
09/15/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,571,59036,1.04,4534,252,560,5406,
09/15/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3152,62872,1.13,6165,1424,442,8285,
09/15/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10008,72125,1.29,9904,4748,479,15407,
09/15/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16166,78857,1.42,11980,7221,474,21059,
09/15/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17050,76528,1.41,11377,7298,266,21206,
09/15/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15411,73601,1.37,10350,6590,143,19218,
09/15/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13124,68991,1.28,8918,5500,65,16587,
09/15/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11150,66553,1.26,7815,4700,47,14302,
09/15/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9145,64189,1.22,6733,3761,21,12135,
09/15/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7140,61299,1.18,5850,2950,24,10059,
09/15/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6093,59331,1.14,5241,2469,12,8877,
09/15/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4972,58483,1.12,4861,2132,11,7712,
09/15/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4175,57582,1.11,4495,1850,11,6828,
09/15/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3782,57427,1.11,4325,1589,7,6524,
09/15/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3742,57849,1.12,4197,1535,10,6413,
09/15/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4410,58814,1.13,4468,1955,4,6924,
09/15/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5581,60216,1.17,5387,2647,9,8330,
09/15/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,6919,60952,1.2,5968,3345,12,9551,
09/15/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,7834,61431,1.21,6455,3802,10,10492,
09/15/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,7687,60533,1.19,6377,3768,12,10302,
09/15/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7153,59755,1.16,6247,3609,8,9796,
09/15/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,6221,57376,1.13,5695,3160,5,8758,
09/15/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,4910,53237,1.05,4845,2493,8,7268,
09/15/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,3204,45243,0.88,3529,1597,9,5142,
09/15/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,1035,30219,0.59,1841,529,1,2348,
09/15/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,144,9671,0.19,504,78,1,571,
09/15/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1024,0.94,56,0,14,70,
09/15/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1115,1,61,0,10,71,
09/15/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1093,1.01,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1096,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1160,1.12,63,0,14,77,
09/15/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
09/15/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1085,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1055,1.03,71,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1069,1.05,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1150,1.12,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1130,1.1,86,27,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1136,1.16,94,26,0,157,
09/15/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1132,1.13,77,19,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1143,1.15,87,26,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,115,1159,1.15,94,34,,175,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,92,1140,1.14,88,29,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,78,1140,1.16,82,23,0,137,
09/15/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1096,1.12,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,88,1151,1.14,87,32,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1125,1.19,74,29,0,126,
09/15/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1072,1.1,78,25,0,141,
09/15/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,100,1131,1.22,81,30,0,151,
09/15/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,120,1177,1.2,92,47,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,132,1235,1.24,94,36,0,190,
09/15/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,183,1249,1.3,99,44,0,238,
09/15/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,240,1286,1.38,131,85,0,286,
09/15/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,257,1314,1.36,156,94,,320,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,248,1282,1.32,127,84,,292,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,205,1171,1.23,127,73,0,259,
09/15/2020,08/22/2020,08/22/2020,By week,Alabama,Week-ending,173,1094,1.17,98,54,0,217,
09/15/2020,08/29/2020,08/29/2020,By week,Alabama,Week-ending,118,843,0.88,87,50,0,155,
09/15/2020,09/05/2020,09/05/2020,By week,Alabama,Week-ending,41,512,0.53,34,15,0,60,
09/15/2020,09/12/2020,09/12/2020,By week,Alabama,Week-ending,,95,0.1,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,85,0.95,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/15/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,89,1.02,0,0,0,0,
09/15/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
