Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/21/2020,02/03/0020,02/03/0020,By week,United States,Week-ending,0,58504,0.99,3788,0,479,4267,
08/21/2020,02/10/0020,02/10/0020,By week,United States,Week-ending,1,59250,0.99,3794,0,520,4315,
08/21/2020,02/17/0020,02/17/0020,By week,United States,Week-ending,0,58645,1,3819,0,554,4373,
08/21/2020,02/24/0020,02/24/0020,By week,United States,Week-ending,5,58692,1.01,3690,1,564,4258,
08/21/2020,03/02/0020,03/02/0020,By week,United States,Week-ending,10,59116,1.03,3816,5,654,4475,
08/21/2020,03/09/0020,03/09/0020,By week,United States,Week-ending,35,59430,1.03,3949,17,631,4597,
08/21/2020,03/16/0020,03/16/0020,By week,United States,Week-ending,52,58144,1.02,3939,27,617,4580,
08/21/2020,03/23/0020,03/23/0020,By week,United States,Week-ending,570,58791,1.04,4520,252,556,5387,
08/21/2020,03/30/0020,03/30/0020,By week,United States,Week-ending,3150,62758,1.12,6159,1425,440,8274,
08/21/2020,04/06/0020,04/06/0020,By week,United States,Week-ending,9993,72009,1.29,9889,4745,478,15379,
08/21/2020,04/13/0020,04/13/0020,By week,United States,Week-ending,16146,78734,1.42,11956,7211,473,21023,
08/21/2020,04/20/0020,04/20/0020,By week,United States,Week-ending,17030,76405,1.41,11362,7291,265,21177,
08/21/2020,04/27/0020,04/27/0020,By week,United States,Week-ending,15380,73451,1.36,10331,6583,143,19175,
08/21/2020,05/04/0020,05/04/0020,By week,United States,Week-ending,13103,68883,1.28,8909,5496,65,16561,
08/21/2020,05/11/0020,05/11/0020,By week,United States,Week-ending,11123,66431,1.26,7795,4690,47,14265,
08/21/2020,05/18/0020,05/18/0020,By week,United States,Week-ending,9123,64068,1.22,6714,3757,20,12097,
08/21/2020,05/25/0020,05/25/0020,By week,United States,Week-ending,7117,61144,1.17,5829,2943,24,10022,
08/21/2020,06/01/0020,06/01/0020,By week,United States,Week-ending,6070,59122,1.14,5211,2456,12,8837,
08/21/2020,06/08/0020,06/08/0020,By week,United States,Week-ending,4942,58194,1.11,4839,2126,11,7666,
08/21/2020,06/15/0020,06/15/0020,By week,United States,Week-ending,4150,57232,1.1,4473,1845,11,6786,
08/21/2020,06/22/0020,06/22/0020,By week,United States,Week-ending,3746,56893,1.1,4284,1578,7,6458,
08/21/2020,06/29/0020,06/29/0020,By week,United States,Week-ending,3693,56977,1.11,4123,1515,10,6310,
08/21/2020,07/06/0020,07/06/0020,By week,United States,Week-ending,4309,57350,1.1,4357,1916,4,6751,
08/21/2020,07/13/0020,07/13/0020,By week,United States,Week-ending,5364,58042,1.13,5178,2545,9,8006,
08/21/2020,07/20/0020,07/20/0020,By week,United States,Week-ending,6489,57972,1.13,5624,3115,12,9007,
08/21/2020,07/27/0020,07/27/0020,By week,United States,Week-ending,7034,57233,1.12,5835,3372,9,9502,
08/21/2020,08/03/0020,08/03/0020,By week,United States,Week-ending,6139,53810,1.05,5268,2960,9,8453,
08/21/2020,08/10/0020,08/10/0020,By week,United States,Week-ending,4053,44730,0.87,3941,1989,4,6009,
08/21/2020,08/17/0020,08/17/0020,By week,United States,Week-ending,1038,25131,0.49,1608,494,0,2152,
08/21/2020,02/03/0020,02/03/0020,By week,Alabama,Week-ending,0,1022,0.94,56,0,14,70,
08/21/2020,02/10/0020,02/10/0020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
08/21/2020,02/17/0020,02/17/0020,By week,Alabama,Week-ending,0,1091,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/21/2020,02/24/0020,02/24/0020,By week,Alabama,Week-ending,0,1095,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/21/2020,03/02/0020,03/02/0020,By week,Alabama,Week-ending,0,1158,1.11,63,0,14,77,
08/21/2020,03/09/0020,03/09/0020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
08/21/2020,03/16/0020,03/16/0020,By week,Alabama,Week-ending,0,1084,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
