Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/30/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58228,0.98,3768,0,478,4246,
06/30/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58839,0.98,3761,0,517,4279,
06/30/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57998,0.98,3777,0,549,4326,
06/30/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,57923,1,3642,1,558,4204,
06/30/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58263,1.01,3765,3,639,4406,
06/30/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,33,58530,1.01,3902,16,621,4539,
06/30/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57448,1.01,3885,27,611,4520,
06/30/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,552,58077,1.02,4469,246,543,5311,
06/30/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3058,62114,1.11,6055,1377,440,8126,
06/30/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9514,70888,1.27,9637,4547,461,14842,
06/30/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15716,77586,1.4,11728,7041,468,20533,
06/30/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16368,74974,1.39,11000,6993,260,20449,
06/30/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,14127,71231,1.32,9727,6046,143,17855,
06/30/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,11697,66157,1.23,8267,4955,62,15051,
06/30/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10782,64081,1.21,7542,4570,46,13791,
06/30/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8835,60836,1.16,6449,3657,19,11643,
06/30/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6779,57093,1.09,5506,2835,20,9468,
06/30/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,5637,54039,1.03,4790,2285,10,8152,
06/30/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4240,51470,0.97,4236,1849,10,6637,
06/30/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,2932,45990,0.83,3333,1294,10,4978,
06/30/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,1270,32813,0.52,2049,545,4,2778,
06/30/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,157,11361,0.16,574,61,1,671,
06/30/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
06/30/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1112,1,61,0,10,71,
06/30/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1086,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/30/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1090,1,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/30/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1155,1.11,63,0,14,77,
06/30/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1049,1,58,0,13,71,
06/30/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1078,0.99,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/30/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1046,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
