Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/16/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58791,0.99,3813,0,481,4294,
12/16/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59357,0.99,3809,0,521,4331,
12/16/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58772,1,3838,0,560,4398,
12/16/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58846,1.01,3707,1,566,4276,
12/16/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59263,1.03,3832,5,656,4493,
12/16/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59644,1.03,3974,18,635,4626,
12/16/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58619,1.03,3969,28,626,4622,
12/16/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,573,59151,1.04,4543,250,558,5417,
12/16/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3172,62946,1.13,6179,1434,444,8310,
12/16/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10045,72231,1.29,9923,4764,478,15447,
12/16/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16205,78991,1.42,12001,7232,473,21108,
12/16/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17095,76673,1.42,11397,7314,265,21254,
12/16/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15460,73798,1.37,10381,6608,144,19280,
12/16/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13165,69215,1.29,8944,5515,65,16639,
12/16/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11187,66736,1.27,7832,4710,48,14347,
12/16/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9183,64395,1.23,6770,3780,21,12191,
12/16/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7197,61532,1.18,5890,2971,24,10135,
12/16/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6134,59583,1.15,5273,2484,12,8935,
12/16/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5014,58811,1.12,4888,2143,11,7770,
12/16/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4213,57933,1.12,4537,1860,11,6898,
12/16/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3817,57881,1.12,4362,1603,8,6583,
12/16/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3805,58381,1.13,4255,1551,11,6519,
12/16/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4500,59715,1.15,4552,1994,5,7060,
12/16/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5739,61782,1.21,5524,2706,10,8566,
12/16/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7135,63006,1.24,6174,3443,13,9876,
12/16/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8163,64057,1.27,6737,3944,10,10961,
12/16/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8244,64027,1.26,6819,4056,13,11013,
12/16/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7794,63448,1.24,6783,3963,9,10620,
12/16/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,7186,63269,1.25,6478,3658,5,10008,
12/16/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,6308,62078,1.23,5936,3195,12,9058,
12/16/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5638,60416,1.18,5490,2853,11,8281,
12/16/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4860,59012,1.15,5098,2448,9,7515,
12/16/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,4410,57847,1.12,4796,2210,7,7001,
12/16/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,4050,57655,1.12,4572,1961,5,6666,
12/16/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,4070,58518,1.13,4742,2016,4,6799,
12/16/2020,10/03/2020,10/03/2020,By week,United States,Week-ending,3991,57486,1.09,4582,1915,8,6666,
12/16/2020,10/10/2020,10/10/2020,By week,United States,Week-ending,4514,58984,1.13,4880,2218,12,7185,
12/16/2020,10/17/2020,10/17/2020,By week,United States,Week-ending,4845,57397,1.08,4910,2300,16,7464,
12/16/2020,10/24/2020,10/24/2020,By week,United States,Week-ending,5556,58646,1.09,5274,2551,16,8288,
12/16/2020,10/31/2020,10/31/2020,By week,United States,Week-ending,6400,59274,1.1,5646,2983,18,9077,
12/16/2020,11/07/2020,11/07/2020,By week,United States,Week-ending,7876,61901,1.14,6424,3689,21,10624,
12/16/2020,11/14/2020,11/14/2020,By week,United States,Week-ending,9380,61899,1.12,7134,4453,18,12073,
12/16/2020,11/21/2020,11/21/2020,By week,United States,Week-ending,10944,60932,1.1,7817,5192,26,13586,
12/16/2020,11/28/2020,11/28/2020,By week,United States,Week-ending,10260,55182,0.99,7107,4889,16,12486,
12/16/2020,12/05/2020,12/05/2020,By week,United States,Week-ending,6301,41678,0.73,4766,2953,13,8121,
12/16/2020,12/12/2020,12/12/2020,By week,United States,Week-ending,1525,17814,0.31,1543,725,2,2345,
12/16/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1025,0.94,56,0,14,70,
12/16/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1117,1.01,61,0,10,71,
12/16/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1094,1.01,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1097,1.01,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
12/16/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
12/16/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1091,1.01,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1057,1.03,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1072,1.05,68,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1155,1.12,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1133,1.11,85,27,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1143,1.16,94,26,0,157,
12/16/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1137,1.13,77,19,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1147,1.16,87,26,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,116,1168,1.16,94,34,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,94,1146,1.15,89,30,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,79,1150,1.17,82,23,0,138,
12/16/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1105,1.13,95,30,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,90,1166,1.16,86,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1134,1.2,76,29,0,128,
12/16/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1087,1.12,79,25,0,142,
12/16/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,102,1148,1.23,83,30,0,155,
12/16/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,120,1196,1.21,93,47,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,133,1253,1.26,95,36,0,192,
12/16/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,191,1287,1.34,102,45,0,248,
12/16/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,247,1325,1.42,134,87,0,294,
12/16/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,261,1356,1.41,157,94,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,261,1367,1.41,133,86,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,229,1295,1.36,140,83,0,286,
12/16/2020,08/22/2020,08/22/2020,By week,Alabama,Week-ending,207,1289,1.38,118,64,0,261,
12/16/2020,08/29/2020,08/29/2020,By week,Alabama,Week-ending,181,1206,1.26,129,70,0,240,
12/16/2020,09/05/2020,09/05/2020,By week,Alabama,Week-ending,153,1205,1.24,110,58,0,205,
12/16/2020,09/12/2020,09/12/2020,By week,Alabama,Week-ending,137,1223,1.27,109,50,0,196,
12/16/2020,09/19/2020,09/19/2020,By week,Alabama,Week-ending,136,1178,1.23,96,45,0,187,
12/16/2020,09/26/2020,09/26/2020,By week,Alabama,Week-ending,104,1168,1.18,77,30,0,151,
12/16/2020,10/03/2020,10/03/2020,By week,Alabama,Week-ending,107,1082,1.14,90,36,0,161,
12/16/2020,10/10/2020,10/10/2020,By week,Alabama,Week-ending,133,1179,1.25,103,50,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,10/17/2020,10/17/2020,By week,Alabama,Week-ending,124,1162,1.18,87,41,0,170,
12/16/2020,10/24/2020,10/24/2020,By week,Alabama,Week-ending,114,1113,1.15,101,35,,181,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,10/31/2020,10/31/2020,By week,Alabama,Week-ending,128,1114,1.17,103,46,0,185,
12/16/2020,11/07/2020,11/07/2020,By week,Alabama,Week-ending,140,1184,1.18,96,46,0,190,
