Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/20/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58790,0.99,3812,0,480,4292,
11/20/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59350,0.99,3808,0,521,4330,
11/20/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58770,1,3837,0,560,4397,
11/20/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58837,1.01,3705,1,566,4274,
11/20/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59253,1.03,3830,5,656,4491,
11/20/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59634,1.03,3973,18,634,4624,
11/20/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58609,1.03,3966,28,626,4619,
11/20/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,573,59141,1.04,4543,250,558,5417,
11/20/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3169,62930,1.13,6175,1433,443,8304,
11/20/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10043,72211,1.29,9920,4763,478,15443,
11/20/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16203,78965,1.42,11998,7231,473,21104,
11/20/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17087,76642,1.42,11392,7310,265,21245,
11/20/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15454,73778,1.37,10372,6605,144,19268,
11/20/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13163,69199,1.29,8943,5516,65,16635,
11/20/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11183,66715,1.27,7830,4709,48,14342,
11/20/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9175,64374,1.23,6765,3775,21,12183,
11/20/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7196,61514,1.18,5889,2971,24,10133,
11/20/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6128,59552,1.15,5269,2484,12,8925,
11/20/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5009,58775,1.12,4885,2141,11,7764,
11/20/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4208,57901,1.12,4531,1859,11,6888,
11/20/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3817,57832,1.12,4358,1603,8,6579,
11/20/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3795,58340,1.13,4249,1548,11,6506,
11/20/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4493,59651,1.15,4545,1991,4,7048,
11/20/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5734,61704,1.2,5515,2704,10,8554,
11/20/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7121,62929,1.23,6164,3439,12,9855,
11/20/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8151,63981,1.26,6719,3943,10,10932,
11/20/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8221,63926,1.26,6795,4039,13,10983,
11/20/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7780,63322,1.24,6764,3954,9,10596,
11/20/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,7165,63119,1.25,6462,3651,5,9978,
11/20/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,6261,61778,1.23,5892,3172,12,8990,
11/20/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5584,59918,1.17,5442,2830,11,8202,
11/20/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4785,58448,1.14,5032,2408,9,7414,
11/20/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,4362,57228,1.11,4749,2189,7,6927,
11/20/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,3972,56828,1.1,4489,1916,5,6550,
11/20/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,4003,57634,1.11,4661,1977,3,6689,
11/20/2020,10/03/2020,10/03/2020,By week,United States,Week-ending,3902,56457,1.07,4475,1863,8,6522,
11/20/2020,10/10/2020,10/10/2020,By week,United States,Week-ending,4401,57690,1.1,4748,2166,12,6992,
11/20/2020,10/17/2020,10/17/2020,By week,United States,Week-ending,4649,55679,1.04,4732,2212,16,7178,
11/20/2020,10/24/2020,10/24/2020,By week,United States,Week-ending,5182,55624,1.03,4961,2390,16,7762,
11/20/2020,10/31/2020,10/31/2020,By week,United States,Week-ending,5409,53148,0.98,4880,2505,16,7797,
11/20/2020,11/07/2020,11/07/2020,By week,United States,Week-ending,4903,46746,0.86,4334,2252,17,6996,
11/20/2020,11/14/2020,11/14/2020,By week,United States,Week-ending,1876,26292,0.48,2027,835,3,3070,
11/20/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1025,0.94,56,0,14,70,
11/20/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1117,1.01,61,0,10,71,
11/20/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1094,1.01,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1096,1.01,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
11/20/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
11/20/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1090,1.01,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1057,1.03,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1072,1.05,68,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1153,1.12,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1132,1.1,86,27,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1141,1.16,94,26,0,157,
11/20/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1137,1.13,77,19,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1147,1.16,87,26,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,115,1167,1.16,94,34,,175,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,94,1146,1.15,89,30,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,79,1150,1.17,82,23,0,138,
11/20/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1105,1.13,95,30,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,90,1166,1.16,86,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1134,1.2,76,29,0,128,
11/20/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1083,1.11,78,25,0,141,
11/20/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,102,1147,1.23,83,30,0,155,
11/20/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,119,1195,1.21,92,46,,165,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,133,1251,1.26,94,36,0,191,
11/20/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,191,1284,1.34,102,45,0,248,
11/20/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,247,1323,1.42,133,87,0,293,
11/20/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,261,1354,1.4,157,94,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,261,1361,1.41,133,86,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,228,1292,1.36,140,83,0,285,
11/20/2020,08/22/2020,08/22/2020,By week,Alabama,Week-ending,206,1284,1.38,116,63,0,259,
11/20/2020,08/29/2020,08/29/2020,By week,Alabama,Week-ending,181,1199,1.26,129,70,0,240,
11/20/2020,09/05/2020,09/05/2020,By week,Alabama,Week-ending,153,1197,1.23,110,58,0,205,
11/20/2020,09/12/2020,09/12/2020,By week,Alabama,Week-ending,136,1217,1.27,107,49,0,194,
11/20/2020,09/19/2020,09/19/2020,By week,Alabama,Week-ending,136,1164,1.21,96,45,0,187,
11/20/2020,09/26/2020,09/26/2020,By week,Alabama,Week-ending,103,1153,1.16,76,30,0,149,
11/20/2020,10/03/2020,10/03/2020,By week,Alabama,Week-ending,106,1068,1.12,90,36,0,160,
11/20/2020,10/10/2020,10/10/2020,By week,Alabama,Week-ending,127,1140,1.21,97,47,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,10/17/2020,10/17/2020,By week,Alabama,Week-ending,113,1108,1.13,86,41,0,158,
11/20/2020,10/24/2020,10/24/2020,By week,Alabama,Week-ending,105,1036,1.07,93,32,,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,10/31/2020,10/31/2020,By week,Alabama,Week-ending,113,960,1.01,93,40,0,166,
11/20/2020,11/07/2020,11/07/2020,By week,Alabama,Week-ending,100,815,0.82,72,33,0,139,
11/20/2020,11/14/2020,11/14/2020,By week,Alabama,Week-ending,62,468,0.45,50,22,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,85,0.95,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,92,1.23,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,89,1.02,0,0,0,0,
11/20/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,84,1,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,79,0.92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,92,1.09,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,69,0.87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,85,0.99,10,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,98,1.13,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,83,0.96,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,80,1.03,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,61,0.78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,87,0.98,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,89,1.14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,83,1.08,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,82,1.06,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,97,1.34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,06/06/2020,06/06/2020,By week,Alaska,Week-ending,0,78,0.92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,06/13/2020,06/13/2020,By week,Alaska,Week-ending,,88,1.07,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/20/2020,06/20/2020,06/20/2020,By week,Alaska,Week-ending,0,92,1.08,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
