Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/08/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58283,0.98,3770,0,478,4248,
07/08/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58998,0.99,3768,0,518,4287,
07/08/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58203,0.99,3787,0,552,4339,
07/08/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58134,1,3648,1,559,4211,
07/08/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58400,1.02,3771,3,640,4413,
07/08/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,33,58621,1.01,3904,16,623,4543,
07/08/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57646,1.01,3893,27,611,4528,
07/08/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,555,58469,1.03,4492,248,546,5338,
07/08/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3061,62372,1.12,6080,1380,440,8151,
07/08/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9530,71211,1.27,9661,4552,464,14880,
07/08/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15734,77982,1.41,11763,7050,469,20578,
07/08/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16394,75383,1.39,11031,7003,261,20497,
07/08/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,14168,71677,1.33,9765,6058,143,17922,
07/08/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,11753,66589,1.24,8319,4977,64,15139,
07/08/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10857,64694,1.22,7592,4596,46,13890,
07/08/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8889,61686,1.17,6505,3672,19,11738,
07/08/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6863,58141,1.11,5583,2857,21,9607,
07/08/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,5758,55143,1.06,4898,2338,10,8328,
07/08/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4443,53397,1.01,4431,1937,10,6947,
07/08/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,3433,50554,0.96,3801,1527,10,5714,
07/08/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,2287,44367,0.82,3068,979,5,4381,
07/08/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,743,31694,0.5,1694,311,3,2129,
07/08/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,177,13314,0.16,644,91,0,730,
07/08/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
07/08/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1112,1,61,0,10,71,
07/08/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1087,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1091,1,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1155,1.11,63,0,14,77,
07/08/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1050,1.01,58,0,13,71,
07/08/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1080,1,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1046,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1054,1.03,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1139,1.1,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1119,1.09,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1124,1.14,93,26,0,156,
07/08/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1118,1.11,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,78,1116,1.12,86,25,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,109,1138,1.13,91,33,0,167,
07/08/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,87,1100,1.09,85,28,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,74,1112,1.12,79,22,0,131,
07/08/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,96,1027,1.03,90,29,,158,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,76,1058,1,77,25,,129,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,61,959,0.93,62,22,0,101,
07/08/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,39,757,0.56,54,10,0,83,
07/08/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,17,523,0.15,29,,0,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,,175,0,,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,84,0.94,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,88,1.01,0,0,0,0,
07/08/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,83,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,78,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,92,1.09,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,68,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,85,0.99,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,97,1.12,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,82,0.95,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,79,1.01,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,60,0.76,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,84,0.95,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,85,1.08,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,78,1.01,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,75,0.97,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,82,1.13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/08/2020,06/06/2020,06/06/2020,By week,Alaska,Week-ending,0,66,0.78,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
