Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/02/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58596,0.99,3797,0,479,4276,
10/02/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59303,0.99,3799,0,521,4321,
10/02/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58718,1,3830,0,559,4389,
10/02/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58757,1.01,3699,1,565,4268,
10/02/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59191,1.03,3824,5,654,4482,
10/02/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59596,1.03,3961,17,635,4613,
10/02/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,53,58562,1.03,3963,28,625,4612,
10/02/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,571,59104,1.04,4538,252,559,5409,
10/02/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3152,62892,1.13,6167,1424,442,8287,
10/02/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10019,72147,1.29,9906,4755,478,15413,
10/02/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16177,78909,1.42,11982,7223,474,21070,
10/02/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17058,76564,1.42,11382,7302,266,21215,
10/02/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15425,73656,1.37,10356,6594,144,19234,
10/02/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13141,69067,1.29,8927,5510,65,16603,
10/02/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11164,66642,1.26,7821,4705,47,14317,
10/02/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9159,64299,1.23,6752,3769,21,12160,
10/02/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7156,61404,1.18,5865,2955,24,10085,
10/02/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6105,59435,1.15,5254,2474,12,8897,
10/02/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4984,58627,1.12,4866,2134,11,7727,
10/02/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4188,57739,1.11,4512,1853,11,6855,
10/02/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3797,57628,1.12,4338,1593,7,6548,
10/02/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3770,58108,1.13,4225,1543,11,6462,
10/02/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4454,59340,1.14,4512,1979,4,6988,
10/02/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5658,61268,1.2,5468,2681,9,8454,
10/02/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7028,62283,1.22,6094,3398,12,9733,
10/02/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8007,62948,1.24,6605,3885,10,10732,
10/02/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8027,62278,1.22,6616,3944,13,10705,
10/02/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7537,61986,1.21,6572,3834,9,10281,
10/02/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,6887,61054,1.2,6215,3515,5,9589,
10/02/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,5885,58444,1.16,5571,2993,11,8471,
10/02/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5165,55904,1.09,5036,2618,11,7589,
10/02/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4258,53061,1.03,4525,2155,7,6632,
10/02/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,3495,49707,0.96,3944,1730,7,5714,
10/02/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,2305,42839,0.82,3024,1119,2,4212,
10/02/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,637,25404,0.48,1441,332,0,1746,
10/02/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1024,0.94,56,0,14,70,
10/02/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1117,1.01,61,0,10,71,
10/02/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1093,1.01,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1096,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
10/02/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
10/02/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1086,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1056,1.03,71,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1070,1.05,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1153,1.12,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1131,1.1,86,27,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1138,1.16,94,26,0,157,
10/02/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1133,1.13,77,19,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1146,1.15,87,26,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,115,1161,1.15,94,34,,175,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,93,1141,1.14,88,29,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,79,1143,1.17,82,23,0,138,
10/02/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1099,1.13,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,88,1158,1.15,87,32,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1130,1.19,74,29,0,126,
10/02/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1078,1.11,78,25,0,141,
10/02/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,101,1136,1.22,82,30,0,153,
10/02/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,120,1185,1.2,92,47,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,133,1242,1.25,94,36,0,191,
10/02/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,186,1264,1.31,100,45,0,241,
10/02/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,245,1306,1.4,133,87,0,291,
10/02/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,260,1333,1.38,156,94,,323,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,254,1321,1.37,131,85,,301,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,218,1251,1.32,136,80,0,274,
10/02/2020,08/22/2020,08/22/2020,By week,Alabama,Week-ending,197,1224,1.31,112,59,0,250,
10/02/2020,08/29/2020,08/29/2020,By week,Alabama,Week-ending,170,1107,1.16,120,67,0,223,
10/02/2020,09/05/2020,09/05/2020,By week,Alabama,Week-ending,128,1062,1.09,97,50,0,175,
10/02/2020,09/12/2020,09/12/2020,By week,Alabama,Week-ending,108,1005,1.05,91,40,0,159,
10/02/2020,09/19/2020,09/19/2020,By week,Alabama,Week-ending,87,779,0.81,66,30,0,123,
10/02/2020,09/26/2020,09/26/2020,By week,Alabama,Week-ending,20,398,0.4,19,,0,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,85,0.95,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,89,1.02,0,0,0,0,
10/02/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,84,1,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,79,0.92,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,92,1.09,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,69,0.87,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,86,1,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,98,1.13,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,83,0.96,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,80,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,62,0.79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,87,0.98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,89,1.14,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,82,1.06,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,80,1.04,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,97,1.34,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/06/2020,06/06/2020,By week,Alaska,Week-ending,0,78,0.92,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/13/2020,06/13/2020,By week,Alaska,Week-ending,,88,1.07,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/20/2020,06/20/2020,By week,Alaska,Week-ending,0,88,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/27/2020,06/27/2020,By week,Alaska,Week-ending,0,86,1.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/04/2020,07/04/2020,By week,Alaska,Week-ending,,82,0.98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/11/2020,07/11/2020,By week,Alaska,Week-ending,,97,1.1,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/18/2020,07/18/2020,By week,Alaska,Week-ending,,85,1.13,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/25/2020,07/25/2020,By week,Alaska,Week-ending,,85,1.19,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/01/2020,08/01/2020,By week,Alaska,Week-ending,,108,1.43,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/08/2020,08/08/2020,By week,Alaska,Week-ending,,94,1.19,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/15/2020,08/15/2020,By week,Alaska,Week-ending,,62,0.68,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/22/2020,08/22/2020,By week,Alaska,Week-ending,,89,1.05,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/29/2020,08/29/2020,By week,Alaska,Week-ending,,72,0.9,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,09/05/2020,09/05/2020,By week,Alaska,Week-ending,,71,0.88,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,09/12/2020,09/12/2020,By week,Alaska,Week-ending,,40,0.5,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,09/19/2020,09/19/2020,By week,Alaska,Week-ending,0,35,0.39,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,09/26/2020,09/26/2020,By week,Alaska,Week-ending,0,,0.06,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/01/2020,02/01/2020,By week,Arizona,Week-ending,0,1265,0.99,74,0,13,87,
10/02/2020,02/08/2020,02/08/2020,By week,Arizona,Week-ending,0,1263,1.02,79,0,11,90,
10/02/2020,02/15/2020,02/15/2020,By week,Arizona,Week-ending,0,1311,1.11,92,0,14,106,
10/02/2020,02/22/2020,02/22/2020,By week,Arizona,Week-ending,0,1341,1.11,80,0,11,91,
10/02/2020,02/29/2020,02/29/2020,By week,Arizona,Week-ending,0,1352,1.1,80,0,15,95,
10/02/2020,03/07/2020,03/07/2020,By week,Arizona,Week-ending,0,1379,1.12,77,0,14,91,
10/02/2020,03/14/2020,03/14/2020,By week,Arizona,Week-ending,0,1348,1.1,82,0,11,93,
10/02/2020,03/21/2020,03/21/2020,By week,Arizona,Week-ending,,1289,1.07,103,,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/28/2020,03/28/2020,By week,Arizona,Week-ending,31,1323,1.11,117,19,,134,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/04/2020,04/04/2020,By week,Arizona,Week-ending,58,1356,1.11,124,32,,154,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/11/2020,04/11/2020,By week,Arizona,Week-ending,91,1402,1.15,149,52,,192,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/18/2020,04/18/2020,By week,Arizona,Week-ending,96,1316,1.14,117,43,,171,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/25/2020,04/25/2020,By week,Arizona,Week-ending,106,1382,1.18,120,42,,185,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/02/2020,05/02/2020,By week,Arizona,Week-ending,104,1398,1.2,124,47,0,181,
10/02/2020,05/09/2020,05/09/2020,By week,Arizona,Week-ending,127,1427,1.24,138,71,0,194,
10/02/2020,05/16/2020,05/16/2020,By week,Arizona,Week-ending,118,1305,1.21,128,69,0,177,
10/02/2020,05/23/2020,05/23/2020,By week,Arizona,Week-ending,96,1289,1.19,116,52,0,160,
10/02/2020,05/30/2020,05/30/2020,By week,Arizona,Week-ending,113,1310,1.17,120,50,,184,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/06/2020,06/06/2020,By week,Arizona,Week-ending,132,1398,1.27,137,72,0,197,
10/02/2020,06/13/2020,06/13/2020,By week,Arizona,Week-ending,171,1461,1.29,158,99,0,230,
10/02/2020,06/20/2020,06/20/2020,By week,Arizona,Week-ending,205,1546,1.44,169,108,,267,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/27/2020,06/27/2020,By week,Arizona,Week-ending,254,1613,1.45,200,137,,318,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/04/2020,07/04/2020,By week,Arizona,Week-ending,377,1771,1.59,274,208,0,443,
10/02/2020,07/11/2020,07/11/2020,By week,Arizona,Week-ending,491,1947,1.78,408,307,0,592,
10/02/2020,07/18/2020,07/18/2020,By week,Arizona,Week-ending,539,1983,1.78,410,338,0,611,
10/02/2020,07/25/2020,07/25/2020,By week,Arizona,Week-ending,469,1844,1.75,344,282,0,531,
10/02/2020,08/01/2020,08/01/2020,By week,Arizona,Week-ending,383,1783,1.66,287,222,0,448,
10/02/2020,08/08/2020,08/08/2020,By week,Arizona,Week-ending,300,1576,1.48,228,179,,350,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/15/2020,08/15/2020,By week,Arizona,Week-ending,246,1511,1.48,204,143,0,307,
10/02/2020,08/22/2020,08/22/2020,By week,Arizona,Week-ending,167,1477,1.41,142,89,0,220,
10/02/2020,08/29/2020,08/29/2020,By week,Arizona,Week-ending,124,1429,1.31,124,70,0,178,
10/02/2020,09/05/2020,09/05/2020,By week,Arizona,Week-ending,90,1258,1.15,121,59,0,152,
10/02/2020,09/12/2020,09/12/2020,By week,Arizona,Week-ending,56,1226,1.16,83,34,0,105,
10/02/2020,09/19/2020,09/19/2020,By week,Arizona,Week-ending,52,1130,1.07,65,24,0,93,
10/02/2020,09/26/2020,09/26/2020,By week,Arizona,Week-ending,19,733,0.68,35,,0,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/01/2020,02/01/2020,By week,Arkansas,Week-ending,0,681,1.05,56,0,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/08/2020,02/08/2020,By week,Arkansas,Week-ending,0,672,1.02,50,0,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/15/2020,02/15/2020,By week,Arkansas,Week-ending,0,688,1.02,38,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/22/2020,02/22/2020,By week,Arkansas,Week-ending,0,695,1.02,53,0,12,65,
10/02/2020,02/29/2020,02/29/2020,By week,Arkansas,Week-ending,0,656,1.03,32,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/07/2020,03/07/2020,By week,Arkansas,Week-ending,0,696,1.06,42,0,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/14/2020,03/14/2020,By week,Arkansas,Week-ending,0,628,0.98,37,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/21/2020,03/21/2020,By week,Arkansas,Week-ending,0,636,1.01,54,0,11,65,
10/02/2020,03/28/2020,03/28/2020,By week,Arkansas,Week-ending,,640,1.01,41,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/04/2020,04/04/2020,By week,Arkansas,Week-ending,11,606,0.99,52,,0,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/11/2020,04/11/2020,By week,Arkansas,Week-ending,14,634,1,59,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/18/2020,04/18/2020,By week,Arkansas,Week-ending,12,635,1.09,49,,0,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/25/2020,04/25/2020,By week,Arkansas,Week-ending,14,614,1.04,46,,0,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/02/2020,05/02/2020,By week,Arkansas,Week-ending,22,630,1.05,40,,0,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/09/2020,05/09/2020,By week,Arkansas,Week-ending,24,661,1.11,45,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/16/2020,05/16/2020,By week,Arkansas,Week-ending,,582,0.98,34,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/23/2020,05/23/2020,By week,Arkansas,Week-ending,20,641,1.08,43,,0,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/30/2020,05/30/2020,By week,Arkansas,Week-ending,19,610,1.05,37,12,0,44,
10/02/2020,06/06/2020,06/06/2020,By week,Arkansas,Week-ending,26,647,1.13,40,12,0,54,
10/02/2020,06/13/2020,06/13/2020,By week,Arkansas,Week-ending,34,650,1.06,50,17,0,67,
10/02/2020,06/20/2020,06/20/2020,By week,Arkansas,Week-ending,45,704,1.24,46,16,0,75,
10/02/2020,06/27/2020,06/27/2020,By week,Arkansas,Week-ending,46,663,1.16,54,21,0,79,
10/02/2020,07/04/2020,07/04/2020,By week,Arkansas,Week-ending,39,684,1.17,45,16,0,68,
10/02/2020,07/11/2020,07/11/2020,By week,Arkansas,Week-ending,47,659,1.13,53,23,0,77,
10/02/2020,07/18/2020,07/18/2020,By week,Arkansas,Week-ending,56,691,1.19,58,25,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,07/25/2020,07/25/2020,By week,Arkansas,Week-ending,74,710,1.29,73,36,0,111,
10/02/2020,08/01/2020,08/01/2020,By week,Arkansas,Week-ending,83,738,1.36,81,42,0,122,
10/02/2020,08/08/2020,08/08/2020,By week,Arkansas,Week-ending,89,721,1.25,79,41,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,08/15/2020,08/15/2020,By week,Arkansas,Week-ending,87,757,1.33,77,32,0,132,
10/02/2020,08/22/2020,08/22/2020,By week,Arkansas,Week-ending,92,727,1.28,88,46,0,134,
10/02/2020,08/29/2020,08/29/2020,By week,Arkansas,Week-ending,93,720,1.29,80,41,0,132,
10/02/2020,09/05/2020,09/05/2020,By week,Arkansas,Week-ending,81,679,1.21,68,38,0,111,
10/02/2020,09/12/2020,09/12/2020,By week,Arkansas,Week-ending,92,675,1.1,79,44,0,127,
10/02/2020,09/19/2020,09/19/2020,By week,Arkansas,Week-ending,62,605,1.03,60,29,0,93,
10/02/2020,09/26/2020,09/26/2020,By week,Arkansas,Week-ending,27,438,0.74,35,16,0,46,
10/02/2020,02/01/2020,02/01/2020,By week,California,Week-ending,0,5682,0.98,427,0,60,487,
10/02/2020,02/08/2020,02/08/2020,By week,California,Week-ending,,5911,1.05,450,0,68,519,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/15/2020,02/15/2020,By week,California,Week-ending,0,5584,0.99,427,0,78,505,
10/02/2020,02/22/2020,02/22/2020,By week,California,Week-ending,,5795,1.03,462,0,72,535,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,02/29/2020,02/29/2020,By week,California,Week-ending,0,5678,0.99,433,0,71,504,
10/02/2020,03/07/2020,03/07/2020,By week,California,Week-ending,,5730,1.01,481,0,56,539,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/14/2020,03/14/2020,By week,California,Week-ending,,5460,0.98,426,,54,484,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,03/21/2020,03/21/2020,By week,California,Week-ending,44,5675,1.05,481,19,43,549,
10/02/2020,03/28/2020,03/28/2020,By week,California,Week-ending,131,5687,1.06,580,70,27,668,
10/02/2020,04/04/2020,04/04/2020,By week,California,Week-ending,289,5977,1.12,630,158,24,785,
10/02/2020,04/11/2020,04/11/2020,By week,California,Week-ending,381,6043,1.18,644,222,,808,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/18/2020,04/18/2020,By week,California,Week-ending,534,6126,1.2,739,325,,955,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,04/25/2020,04/25/2020,By week,California,Week-ending,526,5932,1.15,677,294,,912,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/02/2020,05/02/2020,By week,California,Week-ending,542,5735,1.13,625,293,0,874,
10/02/2020,05/09/2020,05/09/2020,By week,California,Week-ending,550,5658,1.14,623,297,,876,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/16/2020,05/16/2020,By week,California,Week-ending,499,5677,1.15,572,270,,802,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/23/2020,05/23/2020,By week,California,Week-ending,485,5521,1.12,560,268,,780,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,05/30/2020,05/30/2020,By week,California,Week-ending,461,5581,1.13,572,261,,773,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
10/02/2020,06/06/2020,06/06/2020,By week,California,Week-ending,444,5500,1.1,530,251,,724,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
