Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/03/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58567,0.99,3794,0,479,4273,
09/03/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59277,0.99,3797,0,520,4318,
09/03/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58676,1,3822,0,557,4379,
09/03/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58716,1.01,3697,1,564,4265,
09/03/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59143,1.03,3818,5,654,4476,
09/03/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59491,1.03,3952,17,631,4600,
09/03/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,58224,1.02,3944,27,619,4587,
09/03/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,572,58890,1.04,4527,253,560,5399,
09/03/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3152,62833,1.13,6164,1425,441,8282,
09/03/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10004,72090,1.29,9900,4747,478,15399,
09/03/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16155,78820,1.42,11971,7215,474,21045,
09/03/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17036,76485,1.41,11369,7292,266,21190,
09/03/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15397,73545,1.37,10343,6587,143,19200,
09/03/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13114,68939,1.28,8918,5500,65,16577,
09/03/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11140,66507,1.26,7807,4694,47,14290,
09/03/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9138,64144,1.22,6726,3760,21,12122,
09/03/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7130,61238,1.18,5843,2949,24,10043,
09/03/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6086,59250,1.14,5228,2464,12,8862,
