Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/02/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,57642,0.97,3722,0,475,4197,
06/02/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58288,0.98,3717,0,512,4230,
06/02/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57631,0.98,3751,0,543,4294,
06/02/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,2,57705,0.99,3621,0,554,4177,
06/02/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58050,1.01,3742,3,631,4375,
06/02/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,57879,1,3838,16,615,4468,
06/02/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,51,56695,0.99,3836,26,602,4462,
06/02/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,541,57164,1.01,4381,245,531,5202,
06/02/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3002,60888,1.09,5943,1355,431,7972,
06/02/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9370,69099,1.24,9444,4494,454,14551,
06/02/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15381,74740,1.35,11405,6899,459,20010,
06/02/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,15823,71426,1.32,10580,6786,253,19687,
06/02/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,13263,66685,1.24,9161,5728,139,16739,
06/02/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,10467,60938,1.13,7572,4510,55,13565,
06/02/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,9101,56631,1.07,6482,3851,41,11764,
06/02/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,5786,46801,0.89,4486,2372,15,7914,
06/02/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,1688,26813,0.51,1885,657,10,2926,
06/02/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,222,6084,0.12,314,78,0,458,
06/02/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1019,1,56,0,14,70,
06/02/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1108,0.99,61,0,10,71,
06/02/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1080,1,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1082,1.1,68,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1144,0.99,63,0,14,77,
