Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/21/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58616,0.99,3799,0,479,4278,
10/21/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59326,0.99,3805,0,521,4327,
10/21/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58737,1,3832,0,560,4392,
10/21/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58765,1.01,3698,1,565,4267,
10/21/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59206,1.03,3824,5,655,4484,
10/21/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59611,1.03,3963,17,635,4615,
10/21/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58592,1.03,3965,28,625,4617,
10/21/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,572,59121,1.04,4539,250,558,5412,
10/21/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3165,62909,1.13,6171,1432,442,8296,
10/21/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10034,72172,1.29,9914,4762,478,15429,
10/21/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16190,78931,1.42,11988,7228,473,21084,
10/21/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17075,76600,1.42,11387,7306,265,21232,
10/21/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15441,73689,1.37,10363,6599,144,19252,
10/21/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13153,69101,1.29,8934,5513,65,16619,
10/21/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11175,66686,1.26,7825,4707,47,14330,
10/21/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9171,64343,1.23,6759,3775,21,12173,
10/21/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7182,61468,1.18,5881,2967,24,10115,
10/21/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6116,59495,1.15,5261,2479,12,8910,
10/21/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4992,58720,1.12,4877,2137,11,7743,
10/21/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4200,57838,1.12,4517,1857,11,6868,
10/21/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3802,57757,1.12,4347,1596,8,6560,
