Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/04/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58456,0.99,3785,0,479,4264,
08/04/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59206,0.99,3789,0,520,4310,
08/04/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58522,0.99,3812,0,555,4367,
08/04/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58597,1.01,3680,1,563,4247,
08/04/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,7,58941,1.03,3806,4,651,4460,
08/04/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59104,1.02,3931,17,628,4576,
08/04/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57894,1.01,3918,27,612,4554,
08/04/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,565,58643,1.03,4510,251,551,5368,
08/04/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3147,62641,1.12,6149,1423,440,8263,
08/04/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9946,71881,1.29,9866,4728,477,15325,
08/04/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16090,78642,1.42,11932,7193,472,20961,
08/04/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16987,76313,1.41,11348,7281,265,21130,
08/04/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15333,73329,1.36,10310,6571,143,19119,
08/04/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13046,68716,1.28,8884,5482,65,16493,
08/04/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11059,66208,1.26,7759,4668,47,14187,
08/04/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9060,63810,1.22,6670,3733,20,12014,
08/04/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7072,60842,1.17,5794,2935,23,9950,
08/04/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6030,58736,1.13,5171,2442,11,8770,
08/04/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4899,57641,1.1,4785,2103,11,7592,
08/04/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4103,56261,1.09,4398,1828,11,6681,
08/04/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3676,55336,1.07,4175,1554,6,6303,
08/04/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3553,54340,1.06,3945,1461,10,6046,
08/04/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4005,53842,1.04,4061,1772,4,6295,
08/04/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,4629,53489,1.04,4625,2197,7,7064,
08/04/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,4608,49076,0.96,4326,2198,11,6744,
08/04/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,2405,35571,0.7,2708,1130,6,3986,
08/04/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,258,10888,0.21,595,133,1,721,
08/04/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1022,0.94,56,0,14,70,
08/04/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
08/04/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1090,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1094,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1158,1.11,63,0,14,77,
08/04/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
08/04/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1084,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1050,1.03,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1064,1.04,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1144,1.11,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1127,1.1,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1134,1.15,94,26,0,157,
08/04/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1125,1.12,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,79,1131,1.14,86,25,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,114,1154,1.15,93,34,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,91,1128,1.13,88,29,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,77,1132,1.16,81,22,0,136,
08/04/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1085,1.11,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,86,1131,1.12,85,31,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,78,1096,1.16,72,28,0,122,
08/04/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,84,1048,1.08,77,25,0,136,
08/04/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,95,1067,1.15,75,28,0,142,
08/04/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,110,1103,1.12,84,41,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,101,1084,1.09,80,30,0,151,
08/04/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,121,914,0.95,69,25,0,165,
08/04/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,81,613,0.66,47,29,0,99,
08/04/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,,112,0.12,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,85,0.95,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,89,1.02,0,0,0,0,
08/04/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,84,1,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,78,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,92,1.09,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,68,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,85,0.99,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,97,1.12,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,83,0.96,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,80,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,61,0.78,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,85,0.96,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,86,1.1,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,81,1.05,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,79,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,95,1.31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,06/06/2020,06/06/2020,By week,Alaska,Week-ending,0,73,0.86,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,06/13/2020,06/13/2020,By week,Alaska,Week-ending,,81,0.98,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,06/20/2020,06/20/2020,By week,Alaska,Week-ending,0,76,0.89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/04/2020,06/27/2020,06/27/2020,By week,Alaska,Week-ending,0,69,0.89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
