Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/13/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58317,0.98,3774,0,478,4252,
07/13/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59060,0.99,3776,0,518,4295,
07/13/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58300,0.99,3796,0,553,4349,
07/13/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58259,1,3654,1,561,4219,
07/13/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58479,1.02,3773,3,640,4415,
07/13/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,34,58638,1.01,3905,16,622,4544,
07/13/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57669,1.01,3896,27,611,4531,
07/13/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,561,58505,1.03,4494,249,546,5345,
07/13/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3126,62474,1.12,6115,1411,440,8220,
07/13/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9906,71637,1.28,9830,4716,477,15261,
07/13/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16011,78322,1.41,11887,7173,471,20856,
07/13/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16895,75988,1.41,11288,7251,262,21007,
07/13/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15206,72866,1.35,10236,6518,143,18971,
07/13/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,12965,68068,1.26,8812,5452,64,16369,
07/13/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10948,65237,1.23,7655,4625,46,14015,
07/13/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8930,62407,1.18,6562,3689,19,11819,
07/13/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6929,59061,1.12,5660,2889,22,9718,
07/13/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,5838,56299,1.08,4981,2367,10,8462,
07/13/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4596,54642,1.03,4550,1991,11,7166,
07/13/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,3640,52008,0.99,3955,1617,10,5985,
07/13/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,2733,48150,0.92,3428,1168,5,4998,
07/13/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,1363,39349,0.76,2258,520,5,3106,
07/13/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,469,26102,0.5,1323,236,0,1556,
07/13/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,137,7299,0.14,386,73,0,450,
07/13/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
07/13/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
07/13/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1088,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1091,1,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1156,1.11,63,0,14,77,
07/13/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1051,1.01,58,0,13,71,
07/13/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1080,1,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1046,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1056,1.03,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1140,1.11,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1120,1.09,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1125,1.14,93,26,0,156,
07/13/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1120,1.12,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,78,1117,1.13,86,25,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/13/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,109,1141,1.13,91,33,0,167,
