Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/20/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58500,0.99,3788,0,479,4267,
08/20/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59241,0.99,3794,0,520,4315,
08/20/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58632,1,3819,0,554,4373,
08/20/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58683,1.01,3689,1,564,4257,
08/20/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59111,1.03,3814,4,654,4473,
08/20/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59421,1.03,3949,17,631,4597,
08/20/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,58139,1.02,3938,27,617,4579,
08/20/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,570,58787,1.04,4520,252,556,5387,
08/20/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3150,62752,1.12,6158,1425,440,8273,
08/20/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9990,71998,1.29,9888,4744,478,15376,
08/20/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16135,78724,1.42,11957,7211,473,21013,
08/20/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17028,76401,1.41,11364,7293,265,21175,
08/20/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15376,73446,1.36,10333,6584,143,19172,
08/20/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13102,68881,1.28,8909,5496,65,16560,
08/20/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11119,66423,1.26,7795,4689,47,14262,
08/20/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9121,64059,1.22,6713,3757,20,12094,
08/20/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7114,61136,1.17,5829,2943,23,10019,
08/20/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6068,59111,1.14,5211,2457,12,8834,
08/20/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4941,58181,1.11,4838,2126,11,7664,
08/20/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4149,57207,1.1,4471,1845,11,6783,
08/20/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3745,56857,1.1,4283,1578,7,6456,
08/20/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3689,56931,1.11,4120,1514,10,6304,
08/20/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4290,57256,1.1,4342,1908,4,6725,
08/20/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5336,57840,1.12,5156,2532,9,7969,
08/20/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,6417,57649,1.13,5584,3081,12,8929,
08/20/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,6878,56579,1.11,5734,3287,9,9330,
08/20/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,5796,52490,1.03,5027,2779,8,8050,
08/20/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,3474,42072,0.82,3493,1681,3,5289,
08/20/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,672,20569,0.4,1253,327,0,1598,
08/20/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1022,0.94,56,0,14,70,
08/20/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
08/20/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1091,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1095,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1158,1.11,63,0,14,77,
08/20/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
08/20/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1084,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1055,1.03,71,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1068,1.05,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1149,1.11,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,82,1130,1.1,86,27,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1135,1.15,94,26,0,157,
08/20/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1130,1.13,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,80,1138,1.15,86,25,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,115,1157,1.15,93,34,,174,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,92,1133,1.13,88,29,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,77,1137,1.16,81,22,0,136,
08/20/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1090,1.12,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,88,1145,1.14,87,32,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,79,1114,1.18,74,29,0,124,
08/20/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,87,1066,1.09,78,25,0,140,
08/20/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,99,1113,1.2,77,29,0,147,
08/20/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,115,1154,1.17,88,45,,158,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,124,1197,1.21,90,34,0,180,
08/20/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,170,1166,1.21,92,39,0,223,
08/20/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,222,1186,1.27,113,73,0,262,
08/20/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,211,1081,1.12,121,71,,262,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,149,844,0.87,78,50,,178,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,38,328,0.35,26,,0,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,85,0.95,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,95,1.27,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,89,1.02,0,0,0,0,
08/20/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,84,1,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,79,0.92,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,92,1.09,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,68,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,86,1,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,98,1.13,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,83,0.96,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,80,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,61,0.78,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,85,0.96,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,87,1.12,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,82,1.06,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,80,1.04,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,96,1.33,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,06/06/2020,06/06/2020,By week,Alaska,Week-ending,0,76,0.89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,06/13/2020,06/13/2020,By week,Alaska,Week-ending,,84,1.02,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,06/20/2020,06/20/2020,By week,Alaska,Week-ending,0,86,1.01,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/20/2020,06/27/2020,06/27/2020,By week,Alaska,Week-ending,0,82,1.06,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
