Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/17/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58347,0.98,3778,0,479,4257,
07/17/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59106,0.99,3780,0,519,4300,
07/17/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58386,0.99,3807,0,554,4361,
07/17/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58403,1,3666,1,562,4232,
07/17/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,6,58566,1.02,3779,3,643,4425,
07/17/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,34,58680,1.01,3911,16,624,4552,
07/17/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57723,1.01,3903,27,612,4539,
07/17/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,563,58581,1.03,4499,250,549,5354,
07/17/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3136,62570,1.12,6131,1415,440,8242,
07/17/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9917,71780,1.28,9848,4721,477,15285,
07/17/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16040,78480,1.42,11909,7182,472,20899,
07/17/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16935,76165,1.41,11315,7266,263,21060,
07/17/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15285,73114,1.36,10279,6553,143,19058,
07/17/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13008,68362,1.27,8848,5471,65,16430,
07/17/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11001,65626,1.24,7710,4649,46,14099,
07/17/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8990,62963,1.2,6609,3710,19,11905,
07/17/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7012,59717,1.15,5721,2917,22,9834,
07/17/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,5966,57009,1.1,5077,2417,10,8636,
07/17/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4806,55526,1.05,4656,2067,11,7406,
07/17/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,3972,53681,1.03,4208,1768,11,6420,
07/17/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3418,51898,0.99,3902,1447,5,5878,
07/17/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,2939,49033,0.94,3436,1210,9,5174,
07/17/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,2462,42219,0.81,2825,1071,2,4217,
07/17/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,1099,24723,0.48,1561,488,2,2174,
07/17/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
07/17/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
07/17/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1088,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1093,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1156,1.11,63,0,14,77,
07/17/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1052,1.01,58,0,13,71,
07/17/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1081,1,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1047,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1060,1.04,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1142,1.11,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1124,1.1,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1128,1.15,94,26,0,157,
07/17/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1122,1.12,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,78,1120,1.13,86,25,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,110,1146,1.14,92,34,0,168,
07/17/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,89,1113,1.11,86,29,,147,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,75,1126,1.15,80,22,0,133,
07/17/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,100,1060,1.09,93,29,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,84,1098,1.09,82,29,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/17/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,68,1041,1.1,69,25,0,112,
07/17/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,79,971,1,75,25,0,129,
07/17/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,67,922,0.99,65,22,0,110,
07/17/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,59,760,0.77,57,23,0,93,
