Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/09/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58790,0.99,3813,0,480,4293,
12/09/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59356,0.99,3808,0,521,4330,
12/09/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58770,1,3837,0,560,4397,
12/09/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58846,1.01,3707,1,566,4276,
12/09/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59262,1.03,3831,5,656,4492,
12/09/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59639,1.03,3974,18,634,4625,
12/09/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58617,1.03,3968,28,626,4621,
12/09/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,573,59149,1.04,4543,250,558,5417,
12/09/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3171,62940,1.13,6177,1433,444,8308,
12/09/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10044,72227,1.29,9923,4764,478,15446,
12/09/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16205,78985,1.42,12001,7232,473,21108,
12/09/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17093,76666,1.42,11396,7313,265,21252,
12/09/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15460,73794,1.37,10378,6607,144,19278,
12/09/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13164,69211,1.29,8944,5514,65,16639,
12/09/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11184,66730,1.27,7831,4708,48,14345,
12/09/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9181,64385,1.23,6769,3779,21,12189,
12/09/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7195,61524,1.18,5889,2971,24,10132,
12/09/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6133,59580,1.15,5272,2484,12,8933,
12/09/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5013,58801,1.12,4887,2142,11,7769,
12/09/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4211,57923,1.12,4535,1860,11,6894,
12/09/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3816,57869,1.12,4361,1603,8,6581,
12/09/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3801,58368,1.13,4253,1550,11,6514,
12/09/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4498,59698,1.15,4550,1993,5,7057,
12/09/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5735,61767,1.21,5520,2704,10,8560,
12/09/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7135,62996,1.24,6173,3443,13,9875,
12/09/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8158,64036,1.26,6733,3944,10,10952,
12/09/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8242,64011,1.26,6816,4055,13,11009,
12/09/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7791,63413,1.24,6778,3961,9,10614,
12/09/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,7182,63247,1.25,6474,3658,5,10000,
12/09/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,6301,62034,1.23,5930,3191,12,9049,
12/09/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5633,60362,1.18,5485,2854,11,8270,
12/09/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4848,58931,1.15,5087,2443,9,7497,
12/09/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,4401,57728,1.12,4789,2207,7,6988,
12/09/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,4034,57472,1.11,4553,1951,5,6641,
12/09/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,4048,58262,1.12,4722,2005,3,6767,
12/09/2020,10/03/2020,10/03/2020,By week,United States,Week-ending,3953,57134,1.09,4546,1890,8,6617,
12/09/2020,10/10/2020,10/10/2020,By week,United States,Week-ending,4479,58638,1.12,4848,2205,12,7131,
12/09/2020,10/17/2020,10/17/2020,By week,United States,Week-ending,4805,57046,1.07,4874,2282,16,7406,
12/09/2020,10/24/2020,10/24/2020,By week,United States,Week-ending,5507,58174,1.08,5222,2527,16,8211,
12/09/2020,10/31/2020,10/31/2020,By week,United States,Week-ending,6290,58491,1.08,5547,2918,18,8933,
12/09/2020,11/07/2020,11/07/2020,By week,United States,Week-ending,7572,60319,1.11,6201,3531,21,10255,
12/09/2020,11/14/2020,11/14/2020,By week,United States,Week-ending,8682,58821,1.06,6630,4086,17,11238,
12/09/2020,11/21/2020,11/21/2020,By week,United States,Week-ending,8955,53833,0.97,6559,4217,19,11312,
