Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/27/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,57589,0.98,3717,0,475,4192,
05/27/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58255,0.97,3716,0,508,4225,
05/27/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57594,0.98,3749,0,542,4291,
05/27/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,2,57649,0.99,3613,0,554,4169,
05/27/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,57970,1,3732,3,630,4364,
05/27/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,57738,1,3820,16,614,4449,
05/27/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,51,56464,0.99,3822,26,599,4445,
05/27/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,536,56893,0.99,4362,242,529,5179,
05/27/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,2992,60515,1.05,5917,1353,429,7936,
05/27/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9296,68620,1.16,9384,4467,452,14442,
05/27/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15184,74069,1.33,11282,6815,457,19774,
05/27/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,15443,70406,1.32,10392,6646,251,19259,
05/27/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,12663,64917,1.24,8868,5502,137,16070,
05/27/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,9706,57785,1.11,7063,4156,52,12647,
05/27/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,7602,49245,0.99,5440,3154,34,9914,
05/27/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,3206,25941,0.63,2407,1269,8,4352,
05/27/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,155,1610,0.08,121,59,0,217,
05/27/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1019,0.93,56,0,14,70,
05/27/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1107,1,61,0,10,71,
