Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/31/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58796,0.99,3815,0,481,4296,
12/31/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59361,0.99,3811,0,521,4333,
12/31/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58774,1,3838,0,560,4398,
12/31/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58854,1.01,3708,1,566,4277,
12/31/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59262,1.03,3833,5,656,4493,
12/31/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59649,1.03,3975,18,634,4626,
12/31/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58620,1.03,3969,28,626,4622,
12/31/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,574,59158,1.04,4543,250,559,5419,
12/31/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3171,62949,1.13,6180,1434,445,8311,
12/31/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10045,72234,1.29,9923,4764,478,15447,
12/31/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16209,78993,1.43,12000,7231,473,21112,
12/31/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17095,76675,1.42,11397,7314,265,21254,
12/31/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15465,73806,1.37,10381,6608,144,19285,
12/31/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13169,69225,1.29,8945,5516,65,16643,
12/31/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11190,66741,1.27,7833,4710,48,14351,
12/31/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9184,64408,1.23,6773,3780,21,12195,
12/31/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7198,61539,1.18,5890,2971,24,10136,
12/31/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6137,59599,1.15,5275,2485,12,8939,
12/31/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5018,58824,1.12,4894,2147,11,7776,
12/31/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4216,57944,1.12,4538,1859,11,6903,
12/31/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3818,57895,1.12,4363,1603,8,6585,
12/31/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3807,58388,1.14,4257,1552,11,6522,
12/31/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4503,59729,1.15,4554,1996,5,7063,
12/31/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5741,61794,1.21,5527,2707,10,8570,
12/31/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,7143,63026,1.24,6177,3444,13,9886,
12/31/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,8172,64083,1.27,6742,3949,10,10970,
12/31/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,8253,64061,1.26,6825,4059,13,11025,
12/31/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,7800,63485,1.24,6787,3963,9,10630,
12/31/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,7192,63343,1.25,6486,3661,5,10019,
12/31/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,6317,62169,1.23,5942,3199,12,9069,
12/31/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,5653,60591,1.19,5505,2862,11,8302,
12/31/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,4891,59404,1.16,5124,2462,9,7558,
12/31/2020,09/12/2020,09/12/2020,By week,United States,Week-ending,4459,58413,1.13,4835,2225,7,7074,
12/31/2020,09/19/2020,09/19/2020,By week,United States,Week-ending,4099,58382,1.13,4639,1987,5,6756,
12/31/2020,09/26/2020,09/26/2020,By week,United States,Week-ending,4108,59081,1.14,4789,2035,4,6865,
12/31/2020,10/03/2020,10/03/2020,By week,United States,Week-ending,4019,57871,1.1,4624,1929,8,6722,
12/31/2020,10/10/2020,10/10/2020,By week,United States,Week-ending,4548,59318,1.13,4910,2231,13,7237,
12/31/2020,10/17/2020,10/17/2020,By week,United States,Week-ending,4875,57734,1.08,4939,2315,17,7509,
12/31/2020,10/24/2020,10/24/2020,By week,United States,Week-ending,5609,59082,1.1,5326,2580,16,8364,
12/31/2020,10/31/2020,10/31/2020,By week,United States,Week-ending,6479,59974,1.11,5724,3013,19,9204,
12/31/2020,11/07/2020,11/07/2020,By week,United States,Week-ending,8066,63277,1.16,6576,3777,21,10878,
12/31/2020,11/14/2020,11/14/2020,By week,United States,Week-ending,9798,64166,1.17,7442,4650,19,12603,
12/31/2020,11/21/2020,11/21/2020,By week,United States,Week-ending,12098,65367,1.18,8565,5744,28,14937,
12/31/2020,11/28/2020,11/28/2020,By week,United States,Week-ending,13374,64711,1.16,9054,6470,20,15967,
12/31/2020,12/05/2020,12/05/2020,By week,United States,Week-ending,14220,63864,1.12,9417,6800,28,16855,
12/31/2020,12/12/2020,12/12/2020,By week,United States,Week-ending,10590,54986,0.95,7176,4955,16,12822,
12/31/2020,12/19/2020,12/19/2020,By week,United States,Week-ending,3800,35870,0.61,3398,1877,9,5329,
12/31/2020,12/26/2020,12/26/2020,By week,United States,Week-ending,1614,17669,0.3,1642,816,3,2443,
12/31/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1025,0.94,56,0,14,70,
12/31/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1118,1.01,61,0,10,71,
12/31/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1094,1.01,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1097,1.01,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1161,1.12,63,0,14,77,
12/31/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1053,1.01,58,0,13,71,
12/31/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1091,1.01,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1057,1.03,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1072,1.05,68,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1155,1.12,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1134,1.11,85,27,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1143,1.16,94,26,0,157,
12/31/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1137,1.13,77,19,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,81,1147,1.16,87,26,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,116,1168,1.16,94,34,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,94,1146,1.15,89,30,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,79,1150,1.17,82,23,0,138,
12/31/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1105,1.13,95,30,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,90,1167,1.16,86,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,81,1134,1.2,76,29,0,128,
12/31/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,88,1087,1.12,79,25,0,142,
12/31/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,102,1148,1.23,83,30,0,155,
12/31/2020,07/04/2020,07/04/2020,By week,Alabama,Week-ending,120,1196,1.21,93,47,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,07/11/2020,07/11/2020,By week,Alabama,Week-ending,133,1254,1.26,95,36,0,192,
12/31/2020,07/18/2020,07/18/2020,By week,Alabama,Week-ending,191,1288,1.34,102,45,0,248,
12/31/2020,07/25/2020,07/25/2020,By week,Alabama,Week-ending,247,1326,1.42,134,87,0,294,
12/31/2020,08/01/2020,08/01/2020,By week,Alabama,Week-ending,261,1357,1.41,157,94,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,08/08/2020,08/08/2020,By week,Alabama,Week-ending,261,1367,1.41,133,86,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/31/2020,08/15/2020,08/15/2020,By week,Alabama,Week-ending,229,1299,1.37,140,83,0,286,
12/31/2020,08/22/2020,08/22/2020,By week,Alabama,Week-ending,207,1290,1.38,118,64,0,261,
12/31/2020,08/29/2020,08/29/2020,By week,Alabama,Week-ending,182,1210,1.27,130,71,0,241,
12/31/2020,09/05/2020,09/05/2020,By week,Alabama,Week-ending,153,1205,1.24,110,58,0,205,
12/31/2020,09/12/2020,09/12/2020,By week,Alabama,Week-ending,137,1226,1.28,110,50,0,197,
12/31/2020,09/19/2020,09/19/2020,By week,Alabama,Week-ending,137,1182,1.23,97,46,0,188,
12/31/2020,09/26/2020,09/26/2020,By week,Alabama,Week-ending,104,1174,1.18,78,30,0,152,
12/31/2020,10/03/2020,10/03/2020,By week,Alabama,Week-ending,107,1084,1.14,90,36,0,161,
