Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/05/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,57720,0.97,3732,0,476,4208,
06/05/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58324,0.98,3722,0,514,4237,
06/05/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57667,0.98,3753,0,543,4296,
06/05/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,3,57746,0.99,3624,1,556,4182,
06/05/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58110,1.01,3749,3,633,4384,
06/05/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,58259,1.01,3873,16,618,4506,
06/05/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57127,1,3868,27,607,4499,
06/05/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,545,57679,1.02,4421,245,536,5251,
06/05/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3018,61552,1.1,5992,1364,437,8033,
06/05/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9412,69905,1.25,9522,4514,460,14657,
06/05/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15505,76068,1.37,11549,6960,462,20219,
06/05/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16042,72970,1.35,10754,6871,256,19998,
06/05/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,13685,68410,1.27,9403,5882,141,17251,
06/05/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,10969,62593,1.17,7842,4711,56,14137,
06/05/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,9779,59310,1.12,6912,4159,44,12567,
06/05/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,7322,53805,1.02,5505,3041,18,9802,
06/05/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,4025,42438,0.81,3627,1688,14,5978,
06/05/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,1163,24218,0.46,1519,471,1,2212,
06/05/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1020,1,56,0,14,70,
06/05/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1109,1,61,0,10,71,
06/05/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1083,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1082,1.1,68,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1146,1,63,0,14,77,
06/05/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1040,0.99,58,0,13,71,
06/05/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1066,1.02,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1042,1.02,72,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,22,1042,1.09,68,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1123,1.08,65,11,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,80,1104,1.12,85,27,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,87,1097,1.08,92,25,0,154,
06/05/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,79,1084,1.06,74,18,,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,73,1055,1.03,79,22,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,96,1040,0.91,84,28,0,152,
06/05/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,67,911,0.74,70,22,,116,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,34,725,0.93,44,11,0,67,
06/05/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,12,352,1,26,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,84,1.01,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,93,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,88,0.97,0,0,0,0,
06/05/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,81,1.08,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,78,0.83,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,91,0.97,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,66,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/05/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,83,0.89,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
