Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/18/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,1,57956,0.98,3752,0,476,4229,
06/18/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58470,0.98,3734,0,514,4249,
06/18/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57757,0.98,3758,0,545,4303,
06/18/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,57828,0.99,3636,1,557,4196,
06/18/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58211,1.01,3759,3,637,4398,
06/18/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,58464,1.01,3891,16,619,4525,
06/18/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57359,1,3878,27,608,4510,
06/18/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,548,57991,1.02,4457,245,540,5294,
06/18/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3040,61962,1.11,6033,1372,438,8089,
06/18/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9487,70568,1.26,9598,4541,460,14781,
06/18/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15661,77034,1.39,11674,7015,466,20448,
06/18/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16293,74354,1.37,10931,6967,260,20331,
06/18/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,14039,70327,1.31,9641,6016,142,17710,
06/18/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,11563,65153,1.21,8144,4898,59,14848,
06/18/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10567,62673,1.19,7362,4473,46,13493,
06/18/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8515,58859,1.12,6231,3530,18,11232,
06/18/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6314,54389,1.04,5189,2667,18,8854,
06/18/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,4878,49624,0.96,4282,1983,10,7187,
