Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/09/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58778,0.99,3811,0,480,4291,
11/09/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59339,0.99,3806,0,521,4328,
11/09/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58755,1,3834,0,561,4395,
11/09/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58820,1.01,3702,1,565,4271,
11/09/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59241,1.03,3830,5,655,4490,
11/09/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59624,1.03,3970,17,634,4621,
11/09/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58603,1.03,3965,28,626,4618,
11/09/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,573,59133,1.04,4541,250,558,5415,
11/09/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3168,62926,1.13,6174,1433,443,8302,
11/09/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10036,72196,1.29,9918,4762,478,15435,
11/09/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16197,78955,1.42,11995,7230,473,21096,
11/09/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17084,76621,1.42,11389,7309,265,21240,
11/09/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15447,73746,1.37,10369,6603,144,19260,
11/09/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13156,69174,1.29,8943,5516,65,16628,
11/09/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11176,66701,1.27,7826,4707,48,14333,
11/09/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9173,64360,1.23,6763,3775,21,12179,
11/09/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7192,61494,1.18,5887,2970,24,10128,
11/09/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6122,59533,1.15,5267,2483,12,8918,
11/09/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5006,58759,1.12,4883,2141,11,7759,
11/09/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4203,57882,1.12,4522,1857,11,6876,
11/09/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3813,57803,1.12,4353,1599,8,6574,
11/09/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3792,58311,1.13,4248,1548,11,6502,
