Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/09/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,1,57743,0.97,3733,0,476,4210,
06/09/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58337,0.98,3722,0,514,4237,
06/09/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57679,0.98,3754,0,543,4297,
06/09/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,3,57769,0.99,3628,1,557,4187,
06/09/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58152,1.01,3751,3,635,4388,
06/09/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,58303,1.01,3876,16,619,4510,
06/09/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57169,1,3870,27,608,4502,
06/09/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,546,57741,1.02,4426,245,537,5258,
06/09/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3026,61633,1.1,6003,1368,437,8048,
06/09/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9432,70060,1.25,9544,4520,460,14693,
06/09/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15559,76327,1.38,11595,6980,464,20301,
06/09/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16127,73326,1.36,10802,6897,258,20106,
06/09/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,13824,68804,1.28,9466,5930,141,17405,
06/09/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,11170,63095,1.17,7926,4772,57,14362,
06/09/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,9938,60049,1.14,7016,4229,44,12760,
06/09/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,7630,55470,1.06,5739,3180,17,10204,
06/09/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,4751,47010,0.9,4167,1992,14,6940,
06/09/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,1975,33045,0.63,2236,781,3,3433,
06/09/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,299,10953,0.06,594,127,3,769,
06/09/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1020,0.93,56,0,14,70,
06/09/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1111,1,61,0,10,71,
06/09/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1084,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1082,1,68,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1148,1.11,63,0,14,77,
06/09/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1042,1,58,0,13,71,
06/09/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1067,0.99,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1043,1.02,72,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,22,1043,1.02,68,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1125,1.09,65,11,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,80,1106,1.08,85,27,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,87,1099,1.12,92,25,0,154,
06/09/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,79,1088,1.08,74,18,,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,73,1065,1.07,80,22,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,97,1052,1.04,85,28,0,154,
06/09/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,68,945,0.95,73,23,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,34,798,0.81,52,11,0,75,
06/09/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,17,478,0.49,33,,0,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,,110,0.04,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,84,0.94,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,94,1.26,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,88,1.01,0,0,0,0,
06/09/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,81,0.97,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/07/2020,03/07/2020,By week,Alaska,Week-ending,0,78,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/14/2020,03/14/2020,By week,Alaska,Week-ending,0,91,1.08,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/21/2020,03/21/2020,By week,Alaska,Week-ending,0,66,0.83,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/28/2020,03/28/2020,By week,Alaska,Week-ending,,83,0.97,10,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/04/2020,04/04/2020,By week,Alaska,Week-ending,,96,1.11,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/11/2020,04/11/2020,By week,Alaska,Week-ending,,79,0.92,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/18/2020,04/18/2020,By week,Alaska,Week-ending,,76,0.97,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/25/2020,04/25/2020,By week,Alaska,Week-ending,0,57,0.72,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/02/2020,05/02/2020,By week,Alaska,Week-ending,0,83,0.94,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/09/2020,05/09/2020,By week,Alaska,Week-ending,,71,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/16/2020,05/16/2020,By week,Alaska,Week-ending,0,60,0.78,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/23/2020,05/23/2020,By week,Alaska,Week-ending,0,51,0.66,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/30/2020,05/30/2020,By week,Alaska,Week-ending,0,30,0.41,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,06/06/2020,06/06/2020,By week,Alaska,Week-ending,0,,0.01,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/01/2020,02/01/2020,By week,Arizona,Week-ending,0,1263,0.99,74,0,13,87,
06/09/2020,02/08/2020,02/08/2020,By week,Arizona,Week-ending,0,1260,1.01,79,0,11,90,
06/09/2020,02/15/2020,02/15/2020,By week,Arizona,Week-ending,0,1309,1.1,92,0,13,105,
06/09/2020,02/22/2020,02/22/2020,By week,Arizona,Week-ending,0,1336,1.11,80,0,11,91,
06/09/2020,02/29/2020,02/29/2020,By week,Arizona,Week-ending,0,1349,1.1,80,0,15,95,
06/09/2020,03/07/2020,03/07/2020,By week,Arizona,Week-ending,0,1376,1.11,75,0,14,89,
06/09/2020,03/14/2020,03/14/2020,By week,Arizona,Week-ending,0,1345,1.1,82,0,11,93,
06/09/2020,03/21/2020,03/21/2020,By week,Arizona,Week-ending,,1284,1.07,100,,,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,03/28/2020,03/28/2020,By week,Arizona,Week-ending,29,1317,1.11,115,17,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/04/2020,04/04/2020,By week,Arizona,Week-ending,56,1349,1.1,121,29,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/11/2020,04/11/2020,By week,Arizona,Week-ending,88,1394,1.15,145,50,,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/18/2020,04/18/2020,By week,Arizona,Week-ending,92,1305,1.13,113,41,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,04/25/2020,04/25/2020,By week,Arizona,Week-ending,100,1363,1.17,117,42,,176,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,05/02/2020,05/02/2020,By week,Arizona,Week-ending,98,1372,1.18,121,45,0,174,
06/09/2020,05/09/2020,05/09/2020,By week,Arizona,Week-ending,119,1399,1.22,130,65,0,184,
06/09/2020,05/16/2020,05/16/2020,By week,Arizona,Week-ending,110,1249,1.15,121,64,0,167,
06/09/2020,05/23/2020,05/23/2020,By week,Arizona,Week-ending,73,1125,1.04,97,38,0,132,
06/09/2020,05/30/2020,05/30/2020,By week,Arizona,Week-ending,35,789,0.71,60,19,0,76,
06/09/2020,06/06/2020,06/06/2020,By week,Arizona,Week-ending,,179,0.07,,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/01/2020,02/01/2020,By week,Arkansas,Week-ending,0,678,1.04,55,0,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/08/2020,02/08/2020,By week,Arkansas,Week-ending,0,671,1.02,50,0,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/15/2020,02/15/2020,By week,Arkansas,Week-ending,0,687,1.02,38,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2020,02/22/2020,02/22/2020,By week,Arkansas,Week-ending,0,694,1.02,49,0,12,61,
