Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/07/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58462,0.99,3786,0,479,4265,
08/07/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59217,0.99,3791,0,520,4312,
08/07/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58530,0.99,3812,0,555,4367,
08/07/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58614,1.01,3683,1,563,4250,
08/07/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,7,58986,1.03,3810,4,652,4465,
08/07/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59210,1.02,3934,17,629,4580,
08/07/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57930,1.01,3919,27,612,4555,
08/07/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,565,58660,1.03,4512,251,551,5370,
08/07/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3148,62658,1.12,6151,1423,440,8266,
08/07/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9954,71906,1.29,9872,4731,477,15336,
08/07/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16106,78663,1.42,11940,7199,472,20979,
08/07/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17005,76345,1.41,11353,7284,265,21150,
08/07/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15354,73368,1.36,10318,6579,143,19140,
08/07/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13078,68786,1.28,8897,5494,65,16526,
08/07/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11095,66303,1.26,7778,4681,47,14229,
08/07/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9095,63921,1.22,6693,3745,20,12060,
08/07/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7087,60932,1.17,5805,2937,23,9974,
08/07/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6038,58847,1.14,5182,2445,12,8787,
08/07/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4920,57776,1.1,4802,2111,11,7622,
08/07/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4118,56494,1.09,4419,1836,11,6709,
08/07/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3696,55609,1.08,4192,1560,6,6334,
08/07/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3604,54818,1.07,3980,1480,10,6113,
08/07/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4095,54667,1.05,4137,1817,4,6416,
08/07/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,4839,54904,1.07,4785,2292,7,7339,
08/07/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,5230,52467,1.02,4772,2486,11,7524,
08/07/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,3846,44290,0.87,3748,1798,7,5800,
08/07/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,1100,24318,0.47,1525,521,4,2108,
08/07/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1022,0.94,56,0,14,70,
08/07/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1114,1,61,0,10,71,
08/07/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1091,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1094,1.01,68,0,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1158,1.11,63,0,14,77,
08/07/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1052,1.01,58,0,13,71,
08/07/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1084,1,61,0,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1050,1.03,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1064,1.04,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1146,1.11,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1127,1.1,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1134,1.15,94,26,0,157,
08/07/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,83,1127,1.12,76,19,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,79,1132,1.14,86,25,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,114,1154,1.15,93,34,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,91,1130,1.13,88,29,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,77,1132,1.16,81,22,0,136,
08/07/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,103,1085,1.11,95,30,,169,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,86,1135,1.13,85,31,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/07/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,79,1101,1.16,74,29,0,124,
08/07/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,85,1053,1.08,77,25,0,137,
08/07/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,98,1084,1.16,76,29,0,145,
