Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/19/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,1,57965,0.98,3753,0,476,4230,
06/19/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58480,0.98,3736,0,514,4251,
06/19/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57757,0.98,3758,0,546,4304,
06/19/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,57833,1,3636,1,557,4196,
06/19/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58218,1.01,3760,3,637,4399,
06/19/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,32,58477,1.01,3891,16,619,4525,
06/19/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57364,1.01,3879,27,608,4511,
06/19/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,548,58001,1.02,4457,245,542,5296,
06/19/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3041,61967,1.11,6037,1372,438,8094,
06/19/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9490,70584,1.26,9600,4541,460,14786,
06/19/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15670,77053,1.39,11679,7020,466,20457,
06/19/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16309,74374,1.37,10940,6973,260,20350,
06/19/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,14051,70362,1.31,9645,6018,142,17724,
06/19/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,11575,65182,1.21,8149,4901,60,14863,
06/19/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10591,62740,1.19,7373,4479,46,13522,
06/19/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8543,58969,1.12,6247,3541,19,11265,
06/19/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6388,54640,1.05,5232,2691,18,8947,
06/19/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,4996,50199,0.97,4350,2032,10,7324,
06/19/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,3114,42198,0.8,3215,1321,7,5015,
06/19/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,804,21910,0.42,1294,343,1,1756,
06/19/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
06/19/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1110,1,61,0,10,71,
06/19/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1085,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1086,1,68,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1154,1.11,63,0,14,77,
06/19/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1045,1,58,0,13,71,
06/19/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1072,0.99,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1044,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1050,1.03,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1130,1.1,65,11,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,80,1112,1.09,85,27,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1118,1.14,93,26,0,156,
06/19/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,82,1105,1.1,76,19,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,77,1100,1.11,84,24,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/19/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,103,1113,1.1,88,31,0,160,
