Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/29/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58188,0.98,3766,0,477,4243,
06/29/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,58807,0.98,3756,0,516,4273,
06/29/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,57976,0.98,3777,0,549,4326,
06/29/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,57911,1,3642,1,557,4203,
06/29/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,5,58259,1.02,3763,3,639,4404,
06/29/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,33,58527,1.01,3902,16,621,4539,
06/29/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,52,57441,1.01,3885,27,611,4520,
06/29/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,552,58075,1.02,4469,246,543,5311,
06/29/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3057,62094,1.11,6054,1377,439,8123,
06/29/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,9515,70877,1.27,9635,4548,461,14840,
06/29/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,15711,77559,1.4,11721,7036,468,20526,
06/29/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,16357,74953,1.39,10999,6993,260,20437,
06/29/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,14121,71199,1.32,9727,6045,143,17850,
06/29/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,11691,66126,1.23,8261,4951,62,15043,
06/29/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,10774,64007,1.21,7533,4567,46,13777,
06/29/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,8814,60714,1.16,6430,3648,19,11612,
06/29/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,6752,56889,1.09,5483,2823,20,9430,
06/29/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,5577,53678,1.03,4749,2263,10,8073,
06/29/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4138,50696,0.95,4159,1803,10,6504,
06/29/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,2666,44012,0.8,3137,1185,9,4624,
06/29/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,906,29131,0.45,1732,409,3,2232,
06/29/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,97,7812,0.1,374,43,0,428,
06/29/2020,02/01/2020,02/01/2020,By week,Alabama,Week-ending,0,1021,0.93,56,0,14,70,
06/29/2020,02/08/2020,02/08/2020,By week,Alabama,Week-ending,0,1112,1,61,0,10,71,
06/29/2020,02/15/2020,02/15/2020,By week,Alabama,Week-ending,0,1086,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,02/22/2020,02/22/2020,By week,Alabama,Week-ending,0,1090,1,68,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,02/29/2020,02/29/2020,By week,Alabama,Week-ending,0,1155,1.11,63,0,14,77,
06/29/2020,03/07/2020,03/07/2020,By week,Alabama,Week-ending,0,1049,1,58,0,13,71,
06/29/2020,03/14/2020,03/14/2020,By week,Alabama,Week-ending,0,1078,0.99,60,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,03/21/2020,03/21/2020,By week,Alabama,Week-ending,,1045,1.02,71,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,03/28/2020,03/28/2020,By week,Alabama,Week-ending,23,1054,1.03,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,04/04/2020,04/04/2020,By week,Alabama,Week-ending,49,1136,1.1,65,11,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,04/11/2020,04/11/2020,By week,Alabama,Week-ending,81,1116,1.09,86,27,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,04/18/2020,04/18/2020,By week,Alabama,Week-ending,89,1121,1.14,93,26,0,156,
06/29/2020,04/25/2020,04/25/2020,By week,Alabama,Week-ending,82,1113,1.11,76,19,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,05/02/2020,05/02/2020,By week,Alabama,Week-ending,78,1111,1.11,86,25,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,05/09/2020,05/09/2020,By week,Alabama,Week-ending,109,1131,1.12,91,33,0,167,
06/29/2020,05/16/2020,05/16/2020,By week,Alabama,Week-ending,86,1084,1.07,84,28,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,05/23/2020,05/23/2020,By week,Alabama,Week-ending,71,1079,1.08,78,22,0,127,
06/29/2020,05/30/2020,05/30/2020,By week,Alabama,Week-ending,93,982,0.97,86,28,,152,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,06/06/2020,06/06/2020,By week,Alabama,Week-ending,64,961,0.9,71,21,,115,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,06/13/2020,06/13/2020,By week,Alabama,Week-ending,41,818,0.73,45,14,0,72,
06/29/2020,06/20/2020,06/20/2020,By week,Alabama,Week-ending,10,434,0.22,33,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,06/27/2020,06/27/2020,By week,Alabama,Week-ending,,77,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,02/01/2020,02/01/2020,By week,Alaska,Week-ending,0,84,0.94,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,02/08/2020,02/08/2020,By week,Alaska,Week-ending,0,94,1.26,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,02/15/2020,02/15/2020,By week,Alaska,Week-ending,0,88,1.01,0,0,0,0,
06/29/2020,02/22/2020,02/22/2020,By week,Alaska,Week-ending,0,83,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/29/2020,02/29/2020,02/29/2020,By week,Alaska,Week-ending,0,83,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
