Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/07/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58791,0.99,3813,0,480,4293,
12/07/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59354,0.99,3808,0,521,4330,
12/07/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58769,1,3837,0,560,4397,
12/07/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,4,58844,1.01,3707,1,566,4276,
12/07/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,10,59256,1.03,3830,5,656,4491,
12/07/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,36,59637,1.03,3974,18,634,4625,
12/07/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,56,58616,1.03,3967,28,626,4620,
12/07/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,573,59148,1.04,4542,250,558,5416,
12/07/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3171,62938,1.13,6177,1433,444,8308,
12/07/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10044,72227,1.29,9923,4764,478,15446,
12/07/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16206,78983,1.42,12001,7233,473,21108,
12/07/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17092,76666,1.42,11395,7312,265,21251,
12/07/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15459,73793,1.37,10377,6606,144,19277,
12/07/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13163,69210,1.29,8944,5514,65,16638,
12/07/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11184,66728,1.27,7831,4708,48,14345,
12/07/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9181,64384,1.23,6769,3779,21,12189,
12/07/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7195,61524,1.18,5889,2971,24,10132,
12/07/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6133,59572,1.15,5271,2484,12,8932,
12/07/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,5013,58792,1.12,4887,2142,11,7769,
12/07/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4210,57917,1.12,4535,1860,11,6893,
12/07/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3816,57860,1.12,4361,1603,8,6581,
12/07/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3801,58364,1.13,4253,1550,11,6514,
12/07/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4498,59689,1.15,4550,1993,5,7057,
12/07/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5735,61746,1.2,5519,2704,10,8559,
