Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/09/2020,02/01/2020,02/01/2020,By week,United States,Week-ending,0,58570,0.99,3796,0,479,4275,
09/09/2020,02/08/2020,02/08/2020,By week,United States,Week-ending,1,59286,0.99,3798,0,520,4319,
09/09/2020,02/15/2020,02/15/2020,By week,United States,Week-ending,0,58691,1,3824,0,558,4382,
09/09/2020,02/22/2020,02/22/2020,By week,United States,Week-ending,5,58725,1.01,3698,1,564,4266,
09/09/2020,02/29/2020,02/29/2020,By week,United States,Week-ending,9,59153,1.03,3822,5,654,4480,
09/09/2020,03/07/2020,03/07/2020,By week,United States,Week-ending,35,59514,1.03,3953,17,632,4602,
09/09/2020,03/14/2020,03/14/2020,By week,United States,Week-ending,53,58333,1.02,3949,28,620,4593,
09/09/2020,03/21/2020,03/21/2020,By week,United States,Week-ending,571,58985,1.04,4528,252,560,5400,
09/09/2020,03/28/2020,03/28/2020,By week,United States,Week-ending,3151,62856,1.13,6164,1424,442,8283,
09/09/2020,04/04/2020,04/04/2020,By week,United States,Week-ending,10009,72118,1.29,9904,4750,479,15406,
09/09/2020,04/11/2020,04/11/2020,By week,United States,Week-ending,16164,78847,1.42,11978,7219,474,21057,
09/09/2020,04/18/2020,04/18/2020,By week,United States,Week-ending,17047,76516,1.41,11374,7295,266,21203,
09/09/2020,04/25/2020,04/25/2020,By week,United States,Week-ending,15407,73582,1.37,10347,6589,143,19212,
09/09/2020,05/02/2020,05/02/2020,By week,United States,Week-ending,13120,68972,1.28,8918,5500,65,16583,
09/09/2020,05/09/2020,05/09/2020,By week,United States,Week-ending,11145,66532,1.26,7812,4697,47,14297,
09/09/2020,05/16/2020,05/16/2020,By week,United States,Week-ending,9144,64170,1.22,6731,3761,21,12132,
09/09/2020,05/23/2020,05/23/2020,By week,United States,Week-ending,7136,61273,1.18,5848,2949,24,10054,
09/09/2020,05/30/2020,05/30/2020,By week,United States,Week-ending,6089,59293,1.14,5233,2466,12,8868,
09/09/2020,06/06/2020,06/06/2020,By week,United States,Week-ending,4967,58441,1.12,4858,2131,11,7705,
09/09/2020,06/13/2020,06/13/2020,By week,United States,Week-ending,4169,57528,1.11,4487,1849,11,6815,
09/09/2020,06/20/2020,06/20/2020,By week,United States,Week-ending,3776,57348,1.11,4316,1586,7,6512,
09/09/2020,06/27/2020,06/27/2020,By week,United States,Week-ending,3733,57717,1.12,4181,1532,10,6391,
09/09/2020,07/04/2020,07/04/2020,By week,United States,Week-ending,4384,58623,1.13,4452,1950,4,6887,
09/09/2020,07/11/2020,07/11/2020,By week,United States,Week-ending,5527,59948,1.17,5347,2623,9,8260,
09/09/2020,07/18/2020,07/18/2020,By week,United States,Week-ending,6838,60582,1.19,5911,3296,12,9462,
09/09/2020,07/25/2020,07/25/2020,By week,United States,Week-ending,7704,60917,1.2,6364,3726,9,10347,
09/09/2020,08/01/2020,08/01/2020,By week,United States,Week-ending,7468,59744,1.17,6230,3652,12,10052,
09/09/2020,08/08/2020,08/08/2020,By week,United States,Week-ending,6873,58430,1.14,6037,3456,8,9459,
09/09/2020,08/15/2020,08/15/2020,By week,United States,Week-ending,5685,55138,1.08,5288,2858,5,8117,
09/09/2020,08/22/2020,08/22/2020,By week,United States,Week-ending,3861,48402,0.95,4043,1908,7,6002,
09/09/2020,08/29/2020,08/29/2020,By week,United States,Week-ending,1594,34319,0.67,2276,816,5,3058,
09/09/2020,09/05/2020,09/05/2020,By week,United States,Week-ending,201,11894,0.23,628,110,1,720,
