OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,149,6824,2183.47,148,1,2,2,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,50,2229,2243.16,46,4,1,1,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,15,1825,821.92,15,0,,,,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,27,5059,533.7,24,3,,,,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,401,56272,712.61,396,5,2,2,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,11,726,1515.15,11,0,,,,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,302,17756,1700.83,298,4,2,2,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,113,18844,599.66,107,6,1,1,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,361,16181,2231.01,361,0,9,9,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,212,12122,1748.89,206,6,4,4,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,77,13252,581.04,78,-1,1,1,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,10018,583081,1718.11,9779,239,327,319,8,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,826,30983,2665.98,799,27,4,4,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,2635,168110,1567.43,2509,126,48,47,1,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,6155,327164,1881.32,6060,95,92,88,4,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,20621,729239,2827.74,20312,309,452,452,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,497,42765,1162.17,496,1,13,13,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.599092173290956,4.59010271530844
18,Eagle County,08037,Eagle,08,EAGLE,037,1561,55070,2834.57,1525,36,10,10,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.459671486366005,3.15805055528872
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,112,8174,1370.2,111,1,,,,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.34238906379619,3.44955895760726
20,Costilla County,08023,Costilla,08,COSTILLA,023,42,3872,1084.71,42,0,1,1,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.323925261744535,2.63276788664489
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,1137,70762,1606.79,1120,17,42,42,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.00915797640027449,1.17463684380326
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,435,20361,2136.44,435,0,20,20,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.272389218158423,3.12582249110702
23,Crowley County,08025,Crowley,08,CROWLEY,025,165,6032,2735.41,112,53,1,1,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.213559245320994,1.95538842532836
24,Fremont County,08043,Fremont,08,FREMONT,043,913,47645,1916.26,882,31,2,2,0,114709,5763976,1990.1,2311,2134,9180,1259853,2082151,64,1268,Colorado Department of Public Health and Environment,"Data through November 2, 2020",0.410131013649561,3.08744487725261
