OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
1,8,109,8109,SAGUACHE,Saguache,Saguache County,1,6837,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,13273871024,529491.079
2,8,115,8115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,2491281577,208249.5687
3,8,17,8017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,7613550870,373455.8318
4,8,27,8027,CUSTER,Custer,Custer County,0,4928,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,3100361575,290994.589
5,8,67,8067,LA PLATA,La Plata,La Plata County,23,56403,40.78,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,6966607867,371001.0277
6,8,111,8111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,1611963627,209303.3468
7,8,97,8097,PITKIN,Pitkin,Pitkin County,30,17879,167.79,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,4204962607,360368.0505
8,8,93,8093,PARK,Park,Park County,3,18557,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,9525822458,477017.5205
9,8,3,8003,ALAMOSA,Alamosa,Alamosa County,1,16184,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,2987314188,224661.4372
10,8,99,8099,PROWERS,Prowers,Prowers County,0,12078,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,6861386118,333326.7522
11,8,81,8081,MOFFAT,Moffat,Moffat County,4,13181,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,21378597682,615436.3637
12,8,59,8059,JEFFERSON,Jefferson,Jefferson County,304,579491,52.46,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,3379799619,374132.1175
13,8,117,8117,SUMMIT,Summit,Summit County,20,30973,64.57,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,2707648430,325660.7754
14,8,101,8101,PUEBLO,Pueblo,Pueblo County,21,167116,12.57,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,10064732291,426421.3459
15,8,13,8013,BOULDER,Boulder,Boulder County,107,325476,32.87,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,3280791024,290982.5021
16,8,31,8031,DENVER,Denver,Denver County,539,717797,75.09,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,680063925.7,341638.1275
17,8,85,8085,MONTROSE,Montrose,Montrose County,13,42260,30.76,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,9473395349,544456.7418
18,8,37,8037,EAGLE,Eagle,Eagle County,227,54863,413.76,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,7395854605,390147.7781
19,8,113,8113,SAN MIGUEL,San Miguel,San Miguel County,4,8177,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,5384599735,409162.4398
20,8,23,8023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,5044736712,326902.58
21,8,14,8014,BROOMFIELD,Broomfield,Broomfield County,20,69453,28.8,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,148046030.4,146355.8305
22,8,15,8015,CHAFFEE,Chaffee,Chaffee County,17,20028,84.88,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,4328004367,386588.2056
23,8,25,8025,CROWLEY,Crowley,Crowley County,1,5857,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,3373467236,243673.4216
24,8,43,8043,FREMONT,Fremont,Fremont County,2,47912,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,6491723773,368122.6367
25,8,55,8055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,6600175788,473895.539
26,8,29,8029,DELTA,Delta,Delta County,1,30936,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,4913548288,340015.0705
27,8,45,8045,GARFIELD,Garfield,Garfield County,33,59807,55.18,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,12911081556,662380.0473
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,0,6305,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,14232867248,615863.6668
29,8,87,8087,MORGAN,Morgan,Morgan County,4,28503,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,5761403666,305025.0675
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,11104214488,501503.38
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,1,26159,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,8372827721,400009.0561
32,8,1,8001,ADAMS,Adams,Adams County,181,511473,35.39,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through March 30, 2020",16849,509,69,50,52.09,5210141150,511835.4009
33,8,79,8079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,3634702483,263045.3888
34,8,89,8089,OTERO,Otero,Otero County,3,18364,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,5290668251,335426.3309
35,8,95,8095,PHILLIPS,Phillips,Phillips County,1,4266,-1,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,3093819024,227633.7382
36,8,91,8091,OURAY,Ouray,Ouray County,0,4798,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,2274816289,272615.6231
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,129,2966,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 30, 2020",16849,509,69,50,52.09,6430590599,323583.7276
