OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,8,109,8109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,13273871024,529491.079,119
2,8,115,8115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,2491281577,208249.5687,119
3,8,17,8017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,7613550870,373455.8318,119
4,8,27,8027,CUSTER,Custer,Custer County,2,4928,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,3100361575,290994.589,119
5,8,67,8067,LA PLATA,La Plata,La Plata County,51,56403,90.42,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,6966607867,371001.0277,119
6,8,111,8111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,1611963627,209303.3468,119
7,8,97,8097,PITKIN,Pitkin,Pitkin County,58,17879,324.4,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,4204962607,360368.0505,119
8,8,93,8093,PARK,Park,Park County,6,18557,32.33,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,9525822458,477017.5205,119
9,8,3,8003,ALAMOSA,Alamosa,Alamosa County,9,16184,55.61,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,2987314188,224661.4372,119
10,8,99,8099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,6861386118,333326.7522,119
11,8,81,8081,MOFFAT,Moffat,Moffat County,6,13181,45.52,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,21378597682,615436.3637,119
12,8,59,8059,JEFFERSON,Jefferson,Jefferson County,1011,579491,174.46,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,3379799619,374132.1175,119
13,8,117,8117,SUMMIT,Summit,Summit County,88,30973,284.12,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,2707648430,325660.7754,119
14,8,101,8101,PUEBLO,Pueblo,Pueblo County,92,167116,55.05,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,10064732291,426421.3459,119
15,8,13,8013,BOULDER,Boulder,Boulder County,390,325476,119.82,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,3280791024,290982.5021,119
16,8,31,8031,DENVER,Denver,Denver County,2004,717797,279.19,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,680063925.7,341638.1275,119
17,8,85,8085,MONTROSE,Montrose,Montrose County,80,42260,189.3,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,9473395349,544456.7418,119
18,8,37,8037,EAGLE,Eagle,Eagle County,487,54863,887.67,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,7395854605,390147.7781,119
19,8,113,8113,SAN MIGUEL,San Miguel,San Miguel County,17,8177,207.9,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,5384599735,409162.4398,119
20,8,23,8023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,5044736712,326902.58,119
21,8,14,8014,BROOMFIELD,Broomfield,Broomfield County,106,69453,152.62,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,148046030.4,146355.8305,119
22,8,15,8015,CHAFFEE,Chaffee,Chaffee County,38,20028,189.73,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,4328004367,386588.2056,119
23,8,25,8025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,3373467236,243673.4216,119
24,8,43,8043,FREMONT,Fremont,Fremont County,11,47912,22.96,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,6491723773,368122.6367,119
25,8,55,8055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,6600175788,473895.539,119
26,8,29,8029,DELTA,Delta,Delta County,25,30936,80.81,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,4913548288,340015.0705,119
27,8,45,8045,GARFIELD,Garfield,Garfield County,71,59807,118.72,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,12911081556,662380.0473,119
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,14232867248,615863.6668,119
29,8,87,8087,MORGAN,Morgan,Morgan County,180,28503,631.51,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,5761403666,305025.0675,119
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,3,5584,-1,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,11104214488,501503.38,119
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,13,26159,49.7,5695430,105,10447,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 20, 2020",48704,2003,486,56,183.46,8372827721,400009.0561,119
