OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,245,6824,3590.27,241,4,4,4,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,118,2229,5293.85,118,0,2,2,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,86,1825,4712.33,85,1,3,3,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,142,5059,2806.88,134,8,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,1988,56272,3532.84,1950,38,21,19,2,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,25,726,3443.53,25,0,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,779,17756,4387.25,731,48,2,2,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,339,18844,1798.98,335,4,4,4,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,868,16181,5364.32,860,8,21,22,-1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,912,12122,7523.51,904,8,19,19,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,483,13252,3644.73,478,5,18,18,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,27074,583081,4643.27,26831,243,581,593,-12,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,1915,30983,6180.81,1890,25,4,4,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,12150,168110,7227.41,11990,160,256,249,7,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,13508,327164,4128.82,13360,148,157,158,-1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,44197,729239,6060.7,43765,432,637,630,7,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,1773,42765,4145.91,1746,27,27,26,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.599092173290956,4.59010271530844
18,Eagle County,08037,Eagle,08,EAGLE,037,3030,55070,5502.09,2982,48,12,12,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.459671486366005,3.15805055528872
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,337,8174,4122.83,317,20,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.34238906379619,3.44955895760726
20,Costilla County,08023,Costilla,08,COSTILLA,023,147,3872,3796.49,146,1,2,2,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.323925261744535,2.63276788664489
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,2564,70762,3623.41,2544,20,61,61,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.00915797640027449,1.17463684380326
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,898,20361,4410.39,881,17,21,20,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.272389218158423,3.12582249110702
23,Crowley County,08025,Crowley,08,CROWLEY,025,1565,6032,25944.96,1498,67,12,10,2,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.213559245320994,1.95538842532836
24,Fremont County,08043,Fremont,08,FREMONT,043,3952,47645,8294.68,3903,49,13,12,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.410131013649561,3.08744487725261
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,247,6854,3603.74,244,3,12,12,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.421501116506988,3.86938754513048
26,Delta County,08029,Delta,08,DELTA,029,1230,31173,3945.72,1200,30,20,19,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.308746291500029,2.74902209908906
27,Garfield County,08045,Garfield,08,GARFIELD,045,3349,60168,5566.08,3242,107,24,25,-1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.802786983200804,5.50838968438734
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,247,6307,3916.28,245,2,2,2,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.880092618354411,5.18126958764129
29,Morgan County,08087,Morgan,08,MORGAN,087,1980,28984,6831.36,1962,18,65,65,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.354778438383164,2.4152700222455
30,Lincoln County,08073,Lincoln,08,LINCOLN,073,744,5692,13070.98,742,2,2,1,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.696476992948874,3.90098185833429
31,Montezuma County,08083,Montezuma,08,MONTEZUMA,083,1088,26160,4159.02,1060,28,14,14,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.537190899236975,3.2924330468367
32,Adams County,08001,Adams,08,ADAMS,001,36782,517885,7102.35,36396,386,453,451,2,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.322672523779602,4.3210831973844
33,Mineral County,08079,Mineral,08,MINERAL,079,38,764,4973.82,38,0,1,1,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.232168624270344,2.04506683988138
34,Otero County,08089,Otero,08,OTERO,089,1456,18281,7964.55,1427,29,25,22,3,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.336877498493777,2.65281032058161
35,Phillips County,08095,Phillips,08,PHILLIPS,095,218,4278,5095.84,216,2,4,4,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.189577963613374,1.84809838653474
36,Ouray County,08091,Ouray,08,OURAY,091,140,4934,2837.45,139,1,3,3,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.144347976659674,2.22546024391623
37,Bent County,08011,Bent,08,BENT,011,846,5798,14591.24,800,46,10,7,3,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.409167926002738,2.57239140514481
38,Archuleta County,08007,Archuleta,08,ARCHULETA,007,426,14002,3042.42,423,3,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.356264414261886,2.77748645536479
39,Routt County,08107,Routt,08,ROUTT,107,945,25652,3683.92,941,4,18,18,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.651459520021035,4.10509579084708
40,Hinsdale County,08053,Hinsdale,08,HINSDALE,053,12,819,1465.2,12,0,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.29767108910778,2.84695016312372
41,Weld County,08123,Weld,08,WELD,123,18088,323763,5586.8,17946,142,255,248,7,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",1.10610954447702,5.09979297775078
42,Larimer County,08069,Larimer,08,LARIMER,069,13782,356938,3861.17,13639,143,109,105,4,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.726530757031469,3.89982681544696
43,Lake County,08065,Lake,08,LAKE,065,385,8081,4764.26,383,2,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.103687200717559,1.72745358078377
44,Rio Grande County,08105,Rio Grande,08,RIO GRANDE,105,342,11238,3043.25,316,26,5,5,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.241033137835757,2.21073822643431
45,Gilpin County,08047,Gilpin,08,GILPIN,047,112,6215,1802.09,106,6,1,1,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.0409605716740771,0.973252095597924
46,Yuma County,08125,Yuma,08,YUMA,125,488,10063,4849.45,484,4,6,5,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.647060268172481,3.24382405750967
47,Jackson County,08057,Jackson,08,JACKSON,057,29,1383,2096.89,29,0,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.447106418412659,3.77163984101511
48,Kit Carson County,08063,Kit Carson,08,KIT CARSON,063,410,7128,5751.96,405,5,8,8,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.584674359648034,3.28545636703058
49,Clear Creek County,08019,Clear Creek,08,CLEAR CREEK,019,241,9740,2474.33,237,4,2,2,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.107815475126699,1.7200936574538
50,Logan County,08075,Logan,08,LOGAN,075,3002,21914,13699.01,2966,36,51,50,1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.509315868637259,2.98709243190606
51,Washington County,08121,Washington,08,WASHINGTON,121,327,4742,6895.82,326,1,10,10,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.689156198508726,3.59641099493637
52,Douglas County,08035,Douglas,08,DOUGLAS,035,14180,351528,4033.82,14035,145,161,153,8,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.228049517556883,2.24626729887819
53,Conejos County,08021,Conejos,08,CONEJOS,021,282,8161,3455.46,272,10,3,3,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.339368543220644,2.79157037289597
54,El Paso County,08041,El Paso,08,EL PASO,041,37225,722493,5152.3,36752,473,467,465,2,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.57220360663473,3.26110555570835
55,Kiowa County,08061,Kiowa,08,KIOWA,061,61,1395,4372.76,58,3,1,1,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.477252055292865,3.61712328220314
56,Teller County,08119,Teller,08,TELLER,119,906,25355,3573.26,888,18,7,7,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.150289940799894,1.82234496665049
57,Gunnison County,08051,Gunnison,08,GUNNISON,051,583,17495,3332.38,569,14,5,7,-2,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.873850227878847,5.3534077502362
58,Baca County,08009,Baca,08,BACA,009,162,3556,4555.68,162,0,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.673306733663821,3.38201391171949
59,Elbert County,08039,Elbert,08,ELBERT,039,857,26686,3211.42,849,8,6,6,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.500512699317142,3.29599722898002
60,Mesa County,08077,Mesa,08,MESA,077,8101,154933,5228.71,7928,173,117,115,2,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.900045880504877,5.03656160808276
61,Dolores County,08033,Dolores,08,DOLORES,033,47,2037,2307.31,45,2,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.282849017190074,3.16637669425976
62,Arapahoe County,08005,Arapahoe,08,ARAPAHOE,005,34651,656822,5275.55,34227,424,508,513,-5,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.218915734368238,3.71431429249478
63,Las Animas County,08071,Las Animas,08,LAS ANIMAS,071,402,14493,2773.75,399,3,3,3,0,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",1.25727666851049,5.53775154815317
64,Grand County,08049,Grand,08,GRAND,049,576,15718,3664.59,567,9,4,5,-1,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",0.511446195800545,4.13096504799278
65,OUT OF STATE,,OUT OF STATE,08,OUT OF STATE,,,,,,,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",,
66,UNKNOWN,,UNKNOWN,08,UNKNOWN,,,,,,,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",,
67,INTERNATIONAL,,INTERNATIONAL,08,INTERNATIONAL,,25,,,25,0,,,,304107,5763976,5275.99,4259,3427,17020,2012614,3971864,64,2804,Colorado Department of Public Health and Environment,"Data through December 17, 2020",,
