OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,8,109,8109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,13273871024,529491.079,68
2,8,115,8115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2491281577,208249.5687,68
3,8,17,8017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,7613550870,373455.8318,68
4,8,27,8027,CUSTER,Custer,Custer County,2,4928,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3100361575,290994.589,68
5,8,67,8067,LA PLATA,La Plata,La Plata County,44,56403,78.01,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6966607867,371001.0277,68
6,8,111,8111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,1611963627,209303.3468,68
7,8,97,8097,PITKIN,Pitkin,Pitkin County,49,17879,274.06,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,4204962607,360368.0505,68
8,8,93,8093,PARK,Park,Park County,6,18557,32.33,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,9525822458,477017.5205,68
9,8,3,8003,ALAMOSA,Alamosa,Alamosa County,7,16184,43.25,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2987314188,224661.4372,68
10,8,99,8099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6861386118,333326.7522,68
11,8,81,8081,MOFFAT,Moffat,Moffat County,3,13181,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,21378597682,615436.3637,68
12,8,59,8059,JEFFERSON,Jefferson,Jefferson County,763,579491,131.67,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3379799619,374132.1175,68
13,8,117,8117,SUMMIT,Summit,Summit County,68,30973,219.55,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2707648430,325660.7754,68
