OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,102,6837,1491.88,102,0,2,2,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",13273871024.1289,529491.079018544
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,0,2275,0,0,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",2491281577.11719,208249.56871408
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,5,1862,268.53,5,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",7613550869.75391,373455.831824096
4,Custer County,08027,Custer,08,CUSTER,027,2,4928,-1,2,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",3100361575.17578,290994.589030107
5,La Plata County,08067,La Plata,08,LA PLATA,067,121,56403,214.53,117,4,1,1,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",6966607866.58203,371001.027724019
6,San Juan County,08111,San Juan,08,SAN JUAN,111,2,762,-1,2,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",1611963627.42969,209303.346789561
7,Pitkin County,08097,Pitkin,08,PITKIN,097,104,17879,581.69,102,2,2,2,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",4204962607.14063,360368.050497512
8,Park County,08093,Park,08,PARK,093,27,18557,145.5,27,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",9525822458.41406,477017.520520283
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,200,16184,1235.79,199,1,4,4,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",2987314188.43359,224661.437209443
10,Prowers County,08099,Prowers,08,PROWERS,099,24,12078,198.71,24,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",6861386117.78516,333326.752196427
11,Moffat County,08081,Moffat,08,MOFFAT,081,13,13181,98.63,13,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",21378597682.3633,615436.363722786
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,2776,579491,479.04,2764,12,212,212,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",3379799618.59766,374132.11754513
13,Summit County,08117,Summit,08,SUMMIT,117,278,30973,897.56,277,1,4,4,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",2707648429.75781,325660.775440309
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,404,167116,241.75,396,8,30,30,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",10064732291.2969,426421.345889861
15,Boulder County,08013,Boulder,08,BOULDER,013,1428,325476,438.74,1424,4,72,72,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",3280791024.07031,290982.502053684
16,Denver County,08031,Denver,08,DENVER,031,7319,717797,1019.65,7282,37,382,382,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",680063925.65625,341638.127461467
17,Montrose County,08085,Montrose,08,MONTROSE,085,208,42260,492.19,209,-1,12,12,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",9473395348.78906,544456.741798932
18,Eagle County,08037,Eagle,08,EAGLE,037,701,54863,1277.73,700,1,8,8,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",7395854605.48047,390147.77807481
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,39,8177,476.95,39,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",5384599734.96484,409162.439815051
20,Costilla County,08023,Costilla,08,COSTILLA,023,22,3809,577.58,22,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",5044736712.28125,326902.580049715
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,312,69453,449.22,307,5,30,30,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",148046030.359375,146355.830495437
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,77,20028,384.46,77,0,19,19,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",4328004367.16797,386588.205582361
23,Crowley County,08025,Crowley,08,CROWLEY,025,71,5857,1212.22,70,1,1,1,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",3373467236.0625,243673.421602718
24,Fremont County,08043,Fremont,08,FREMONT,043,40,47912,83.49,38,2,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",6491723772.80859,368122.636694602
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,4,6854,-1,4,0,1,1,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",6600175788.24219,473895.539017731
26,Delta County,08029,Delta,08,DELTA,029,84,30936,271.53,83,1,1,1,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",4913548287.83594,340015.070505667
27,Garfield County,08045,Garfield,08,GARFIELD,045,318,59807,531.71,313,5,2,2,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",12911081555.8047,662380.047263359
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,4,6305,-1,4,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",14232867247.625,615863.666810983
29,Morgan County,08087,Morgan,08,MORGAN,087,655,28503,2298,654,1,46,46,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",5761403665.51953,305025.067510655
30,Lincoln County,08073,Lincoln,08,LINCOLN,073,4,5584,-1,4,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",11104214487.6953,501503.379966312
31,Montezuma County,08083,Montezuma,08,MONTEZUMA,083,73,26159,279.06,72,1,3,3,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",8372827720.81641,400009.056123532
32,Adams County,08001,Adams,08,ADAMS,001,4322,511473,845.01,4293,29,156,156,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",5210141150.01953,511835.400891218
33,Mineral County,08079,Mineral,08,MINERAL,079,9,777,1158.3,9,0,,,,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",3634702483.06641,263045.388781546
34,Otero County,08089,Otero,08,OTERO,089,22,18364,119.8,22,0,1,1,0,33866,5694287,594.74,1701,5550,347821,61,366,Colorado Department of Public Health and Environment,"Data through July 3, 2020",5290668251.41406,335426.330930159
