OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,8,109,8109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,13273871024,529491.079,37
2,8,115,8115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,2491281577,208249.5687,37
3,8,17,8017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,7613550870,373455.8318,37
4,8,27,8027,CUSTER,Custer,Custer County,2,4928,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,3100361575,290994.589,37
5,8,67,8067,LA PLATA,La Plata,La Plata County,29,56403,51.42,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,6966607867,371001.0277,37
6,8,111,8111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,1611963627,209303.3468,37
7,8,97,8097,PITKIN,Pitkin,Pitkin County,38,17879,212.54,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,4204962607,360368.0505,37
8,8,93,8093,PARK,Park,Park County,5,18557,26.94,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,9525822458,477017.5205,37
9,8,3,8003,ALAMOSA,Alamosa,Alamosa County,4,16184,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,2987314188,224661.4372,37
10,8,99,8099,PROWERS,Prowers,Prowers County,0,12078,0,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,6861386118,333326.7522,37
11,8,81,8081,MOFFAT,Moffat,Moffat County,3,13181,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,21378597682,615436.3637,37
12,8,59,8059,JEFFERSON,Jefferson,Jefferson County,519,579491,89.56,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,3379799619,374132.1175,37
13,8,117,8117,SUMMIT,Summit,Summit County,45,30973,145.29,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,2707648430,325660.7754,37
14,8,101,8101,PUEBLO,Pueblo,Pueblo County,40,167116,23.94,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,10064732291,426421.3459,37
15,8,13,8013,BOULDER,Boulder,Boulder County,177,325476,54.38,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,3280791024,290982.5021,37
16,8,31,8031,DENVER,Denver,Denver County,825,717797,114.94,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,680063925.7,341638.1275,37
17,8,85,8085,MONTROSE,Montrose,Montrose County,32,42260,75.72,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,9473395349,544456.7418,37
18,8,37,8037,EAGLE,Eagle,Eagle County,339,54863,617.9,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,7395854605,390147.7781,37
19,8,113,8113,SAN MIGUEL,San Miguel,San Miguel County,10,8177,122.29,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,5384599735,409162.4398,37
20,8,23,8023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,5044736712,326902.58,37
21,8,14,8014,BROOMFIELD,Broomfield,Broomfield County,50,69453,71.99,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,148046030.4,146355.8305,37
22,8,15,8015,CHAFFEE,Chaffee,Chaffee County,22,20028,109.85,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,4328004367,386588.2056,37
23,8,25,8025,CROWLEY,Crowley,Crowley County,1,5857,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,3373467236,243673.4216,37
24,8,43,8043,FREMONT,Fremont,Fremont County,3,47912,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,6491723773,368122.6367,37
25,8,55,8055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,6600175788,473895.539,37
26,8,29,8029,DELTA,Delta,Delta County,4,30936,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,4913548288,340015.0705,37
27,8,45,8045,GARFIELD,Garfield,Garfield County,46,59807,76.91,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,12911081556,662380.0473,37
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,14232867248,615863.6668,37
29,8,87,8087,MORGAN,Morgan,Morgan County,17,28503,59.64,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,5761403666,305025.0675,37
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,11104214488,501503.38,37
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,8,26159,30.58,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,8372827721,400009.0561,37
32,8,1,8001,ADAMS,Adams,Adams County,354,511473,69.21,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 4, 2020",25773,924,140,54,86.93,5210141150,511835.4009,37
33,8,79,8079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,3634702483,263045.3888,37
34,8,89,8089,OTERO,Otero,Otero County,3,18364,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,5290668251,335426.3309,37
35,8,95,8095,PHILLIPS,Phillips,Phillips County,3,4266,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,3093819024,227633.7382,37
36,8,91,8091,OURAY,Ouray,Ouray County,2,4798,-1,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,2274816289,272615.6231,37
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,258,4950,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 4, 2020",25773,924,140,54,86.93,6430590599,323583.7276,37
