OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,8,109,8109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,13273871024,529491.079,78
2,8,115,8115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,2491281577,208249.5687,78
3,8,17,8017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,7613550870,373455.8318,78
4,8,27,8027,CUSTER,Custer,Custer County,2,4928,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3100361575,290994.589,78
5,8,67,8067,LA PLATA,La Plata,La Plata County,44,56403,78.01,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,6966607867,371001.0277,78
6,8,111,8111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,1611963627,209303.3468,78
7,8,97,8097,PITKIN,Pitkin,Pitkin County,49,17879,274.06,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,4204962607,360368.0505,78
8,8,93,8093,PARK,Park,Park County,6,18557,32.33,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,9525822458,477017.5205,78
9,8,3,8003,ALAMOSA,Alamosa,Alamosa County,7,16184,43.25,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,2987314188,224661.4372,78
10,8,99,8099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,6861386118,333326.7522,78
11,8,81,8081,MOFFAT,Moffat,Moffat County,3,13181,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,21378597682,615436.3637,78
12,8,59,8059,JEFFERSON,Jefferson,Jefferson County,809,579491,139.61,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3379799619,374132.1175,78
13,8,117,8117,SUMMIT,Summit,Summit County,74,30973,238.92,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,2707648430,325660.7754,78
14,8,101,8101,PUEBLO,Pueblo,Pueblo County,64,167116,38.3,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,10064732291,426421.3459,78
15,8,13,8013,BOULDER,Boulder,Boulder County,293,325476,90.02,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3280791024,290982.5021,78
16,8,31,8031,DENVER,Denver,Denver County,1402,717797,195.32,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,680063925.7,341638.1275,78
17,8,85,8085,MONTROSE,Montrose,Montrose County,63,42260,149.08,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,9473395349,544456.7418,78
18,8,37,8037,EAGLE,Eagle,Eagle County,468,54863,853.03,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,7395854605,390147.7781,78
19,8,113,8113,SAN MIGUEL,San Miguel,San Miguel County,12,8177,146.75,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5384599735,409162.4398,78
20,8,23,8023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,5044736712,326902.58,78
21,8,14,8014,BROOMFIELD,Broomfield,Broomfield County,88,69453,126.7,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,148046030.4,146355.8305,78
22,8,15,8015,CHAFFEE,Chaffee,Chaffee County,28,20028,139.8,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,4328004367,386588.2056,78
23,8,25,8025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,110,7941,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 13, 2020",39580,1556,329,56,139.46,3373467236,243673.4216,78
