COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,22,,03/22/2020,1
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.4,03/19/2020,2
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.6,03/17/2020,3
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,03/20/2020,4
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,03/23/2020,5
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.4,03/21/2020,6
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,39,,03/18/2020,7
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,43,,03/24/2020,8
HINSDALE,Hinsdale,Hinsdale County,53,804,Colorado Case Counts by County,Cases,1,,03/22/2020,9
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8.8,03/22/2020,10
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,51,,03/22/2020,11
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.1,03/22/2020,12
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,32,,03/22/2020,13
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,03/22/2020,14
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,03/22/2020,15
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,03/22/2020,16
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,03/22/2020,17
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,89.3,03/22/2020,18
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,16,,03/22/2020,19
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,03/22/2020,20
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,3,,03/22/2020,21
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,03/22/2020,22
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,22.6,03/22/2020,23
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,7,,03/22/2020,24
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,1,,03/22/2020,25
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,11.8,03/22/2020,26
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,37,,03/22/2020,27
YUMA,Yuma,Yuma County,125,10029,Colorado Case Counts by County,Cases,1,,03/22/2020,28
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,4.9,03/23/2020,29
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,03/24/2020,30
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.3,03/24/2020,31
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,25,,03/23/2020,32
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.1,03/18/2020,33
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,5,,03/19/2020,34
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,8,,03/17/2020,35
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7,03/20/2020,36
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,03/23/2020,37
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,43,,03/21/2020,38
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,5,,03/24/2020,39
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,03/23/2020,40
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,03/20/2020,41
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.8,03/17/2020,42
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,03/19/2020,43
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8.9,03/23/2020,44
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,8,,03/18/2020,45
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,58,,03/23/2020,46
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,03/21/2020,47
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,03/19/2020,48
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,18,,03/17/2020,49
PARK,Park,Park County,93,18557,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,03/20/2020,50
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,03/23/2020,51
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,3,,03/24/2020,52
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,03/24/2020,53
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,03/24/2020,54
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,100.4,03/24/2020,55
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,18,,03/24/2020,56
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,03/24/2020,57
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,4,,03/24/2020,58
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,03/24/2020,59
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,32.3,03/24/2020,60
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,10,,03/24/2020,61
TELLER,Teller,Teller County,119,25060,Colorado Case Counts by County,Cases,3,,03/24/2020,62
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,18,,03/24/2020,63
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,24.2,03/24/2020,64
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,76,,03/24/2020,65
YUMA,Yuma,Yuma County,125,10029,Colorado Case Counts by County,Cases,1,,03/24/2020,66
