COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,03/23/2020,1
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,03/23/2020,2
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,03/23/2020,3
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,03/23/2020,4
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,03/23/2020,5
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,100.4,03/23/2020,6
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,18,,03/23/2020,7
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,03/23/2020,8
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,3,,03/23/2020,9
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,03/23/2020,10
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,25.8,03/23/2020,11
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,8,,03/23/2020,12
TELLER,Teller,Teller County,119,25060,Colorado Case Counts by County,Cases,3,,03/23/2020,13
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,5,,03/23/2020,14
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,15.9,03/23/2020,15
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,50,,03/23/2020,16
YUMA,Yuma,Yuma County,125,10029,Colorado Case Counts by County,Cases,1,,03/23/2020,17
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.3,03/24/2020,18
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,27,,03/24/2020,19
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,10.6,03/24/2020,20
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,69,,03/24/2020,21
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,15.1,03/24/2020,22
