COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,3/23/2020,1
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.6,3/17/2020,2
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,22,,3/22/2020,3
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.4,3/21/2020,4
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/20/2020,5
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.4,3/19/2020,6
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,3/23/2020,7
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,5,,3/19/2020,8
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,43,,3/21/2020,9
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,8,,3/17/2020,10
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7,3/20/2020,11
HINSDALE,Hinsdale,Hinsdale County,53,804,Colorado Case Counts by County,Cases,1,,3/22/2020,12
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,3/23/2020,13
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,43,,3/24/2020,14
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,39,,3/18/2020,15
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,3/19/2020,16
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,3/21/2020,17
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8.8,3/22/2020,18
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,3/20/2020,19
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.8,3/17/2020,20
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.1,3/18/2020,21
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,3/24/2020,22
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/19/2020,23
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,3/23/2020,24
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,19,,3/21/2020,25
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,8,,3/18/2020,26
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,51,,3/22/2020,27
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,18,,3/17/2020,28
PARK,Park,Park County,93,18557,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,3/20/2020,29
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.3,3/24/2020,30
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.1,3/22/2020,31
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,3/21/2020,32
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.5,3/17/2020,33
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.5,3/19/2020,34
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.3,3/18/2020,35
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/23/2020,36
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/20/2020,37
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,5,,3/24/2020,38
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,32,,3/22/2020,39
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,100.4,3/23/2020,40
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,2,,3/18/2020,41
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,78.1,3/20/2020,42
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/21/2020,43
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,3,,3/24/2020,44
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,8,,3/17/2020,45
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,1,,3/19/2020,46
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,66.9,3/19/2020,47
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,12,,3/19/2020,48
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,20.7,3/17/2020,49
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,3/24/2020,50
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,3/22/2020,51
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,2,,3/17/2020,52
PUEBLO,Pueblo,Pueblo County,101,167116,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.6,3/19/2020,53
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/24/2020,54
MONTROSE,Montrose,Montrose County,85,42260,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.4,3/21/2020,55
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,14,,3/20/2020,56
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,18,,3/23/2020,57
GRAND,Grand,Grand County,49,15474,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.5,3/18/2020,58
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,3/22/2020,59
GRAND,Grand,Grand County,49,15474,Colorado Case Counts by County,Cases,1,,3/18/2020,60
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,3/22/2020,61
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/22/2020,62
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,89.3,3/22/2020,63
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,16,,3/22/2020,64
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/22/2020,65
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,3,,3/22/2020,66
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,3/22/2020,67
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,22.6,3/22/2020,68
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,7,,3/22/2020,69
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,1,,3/22/2020,70
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,11.8,3/22/2020,71
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,37,,3/22/2020,72
YUMA,Yuma,Yuma County,125,10029,Colorado Case Counts by County,Cases,1,,3/22/2020,73
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,4.9,3/23/2020,74
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,25,,3/23/2020,75
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8.9,3/23/2020,76
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,58,,3/23/2020,77
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,12,3/23/2020,78
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,39,,3/23/2020,79
BROOMFIELD,Broomfield,Broomfield County,14,69453,Colorado Case Counts by County,Cases,2,,3/23/2020,80
CHAFFEE,Chaffee,Chaffee County,15,20028,Colorado Case Counts by County,Cases,3,,3/23/2020,81
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,3,,3/23/2020,82
CROWLEY,Crowley,Crowley County,25,5857,Colorado Case Counts by County,Cases,1,,3/23/2020,83
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,20.6,3/23/2020,84
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,148,,3/23/2020,85
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,14,3/23/2020,86
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,48,,3/23/2020,87
EAGLE,Eagle,Eagle County,37,54863,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,167.6,3/23/2020,88
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,92,,3/23/2020,89
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.7,3/23/2020,90
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,69,,3/23/2020,91
ELBERT,Elbert,Elbert County,39,26218,Colorado Case Counts by County,Cases,3,,3/23/2020,92
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,13.4,3/23/2020,93
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,8,,3/23/2020,94
GRAND,Grand,Grand County,49,15474,Colorado Case Counts by County,Cases,2,,3/23/2020,95
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/23/2020,96
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,100.4,3/24/2020,97
PUEBLO,Pueblo,Pueblo County,101,167116,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.2,3/20/2020,98
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,1,,3/19/2020,99
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.3,3/17/2020,100
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,3/21/2020,101
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,163,3/23/2020,102
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,28,,3/23/2020,103
HINSDALE,Hinsdale,Hinsdale County,53,804,Colorado Case Counts by County,Cases,1,,3/23/2020,104
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.5,3/23/2020,105
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,55,,3/23/2020,106
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.7,3/23/2020,107
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,34,,3/23/2020,108
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,3,,3/23/2020,109
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,38,,3/17/2020,110
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,2,,3/20/2020,111
ROUTT,Routt,Routt County,107,25683,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.8,3/19/2020,112
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,3/23/2020,113
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,18,,3/24/2020,114
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,64,3/18/2020,115
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,11,,3/18/2020,116
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,4.3,3/18/2020,117
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,25,,3/18/2020,118
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.1,3/18/2020,119
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,4,,3/18/2020,120
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,3/18/2020,121
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7,3/21/2020,122
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/18/2020,123
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/24/2020,124
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,25.8,3/23/2020,125
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.9,3/17/2020,126
ROUTT,Routt,Routt County,107,25683,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.8,3/20/2020,127
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,2,,3/19/2020,128
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,3/21/2020,129
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,61.4,3/18/2020,130
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,4,,3/24/2020,131
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,8,,3/23/2020,132
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,10,,3/17/2020,133
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,2,,3/20/2020,134
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,16.1,3/19/2020,135
PARK,Park,Park County,93,18557,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,3/21/2020,136
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/21/2020,137
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,83.7,3/21/2020,138
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,15,,3/21/2020,139
PUEBLO,Pueblo,Pueblo County,101,167116,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.8,3/21/2020,140
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/21/2020,141
ROUTT,Routt,Routt County,107,25683,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.8,3/21/2020,142
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,2,,3/21/2020,143
