description,attribute,metric,value
State Data,Statewide,Cases,225283
State Data,Statewide,Hospitalizations,13369
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,1725452
State Data,Statewide,Test Encounters,3143227
State Data,Statewide,Deaths Among Cases,2983
State Data,Statewide,Deaths Due to COVID-19,2521
State Data,Statewide,Outbreaks,2135
State Data,Statewide,Rate Per 100000,3908.47
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,28784
Colorado Case Counts by County,Alamosa County,Cases,594
Colorado Case Counts by County,Arapahoe County,Cases,26391
Colorado Case Counts by County,Archuleta County,Cases,225
Colorado Case Counts by County,Baca County,Cases,102
Colorado Case Counts by County,Bent County,Cases,175
Colorado Case Counts by County,Boulder County,Cases,10793
Colorado Case Counts by County,Broomfield County,Cases,1982
Colorado Case Counts by County,Chaffee County,Cases,627
Colorado Case Counts by County,Cheyenne County,Cases,58
Colorado Case Counts by County,Clear Creek County,Cases,185
Colorado Case Counts by County,Conejos County,Cases,166
Colorado Case Counts by County,Costilla County,Cases,84
Colorado Case Counts by County,Crowley County,Cases,1222
Colorado Case Counts by County,Custer County,Cases,67
Colorado Case Counts by County,Delta County,Cases,592
Colorado Case Counts by County,Denver County,Cases,35906
Colorado Case Counts by County,Dolores County,Cases,19
Colorado Case Counts by County,Douglas County,Cases,10404
Colorado Case Counts by County,Eagle County,Cases,2338
Colorado Case Counts by County,El Paso County,Cases,26026
Colorado Case Counts by County,Elbert County,Cases,583
Colorado Case Counts by County,Fremont County,Cases,2700
Colorado Case Counts by County,Garfield County,Cases,2158
Colorado Case Counts by County,Gilpin County,Cases,84
Colorado Case Counts by County,Grand County,Cases,388
Colorado Case Counts by County,Gunnison County,Cases,466
Colorado Case Counts by County,Hinsdale County,Cases,9
Colorado Case Counts by County,Huerfano County,Cases,150
Colorado Case Counts by County,International,Cases,27
Colorado Case Counts by County,Jackson County,Cases,21
Colorado Case Counts by County,Jefferson County,Cases,20106
Colorado Case Counts by County,Kiowa County,Cases,23
Colorado Case Counts by County,Kit Carson County,Cases,300
Colorado Case Counts by County,La Plata County,Cases,1302
Colorado Case Counts by County,Lake County,Cases,272
Colorado Case Counts by County,Larimer County,Cases,9946
Colorado Case Counts by County,Las Animas County,Cases,230
Colorado Case Counts by County,Lincoln County,Cases,138
Colorado Case Counts by County,Logan County,Cases,2212
Colorado Case Counts by County,Mesa County,Cases,5704
Colorado Case Counts by County,Mineral County,Cases,35
Colorado Case Counts by County,Moffat County,Cases,279
Colorado Case Counts by County,Montezuma County,Cases,692
Colorado Case Counts by County,Montrose County,Cases,1029
Colorado Case Counts by County,Morgan County,Cases,1618
Colorado Case Counts by County,Otero County,Cases,594
Colorado Case Counts by County,Ouray County,Cases,117
Colorado Case Counts by County,Park County,Cases,229
Colorado Case Counts by County,Phillips County,Cases,184
Colorado Case Counts by County,Pitkin County,Cases,477
Colorado Case Counts by County,Prowers County,Cases,593
Colorado Case Counts by County,Pueblo County,Cases,8077
Colorado Case Counts by County,Rio Blanco County,Cases,144
Colorado Case Counts by County,Rio Grande County,Cases,226
Colorado Case Counts by County,Routt County,Cases,644
Colorado Case Counts by County,Saguache County,Cases,212
Colorado Case Counts by County,San Juan County,Cases,20
Colorado Case Counts by County,San Miguel County,Cases,196
Colorado Case Counts by County,Sedgwick County,Cases,108
Colorado Case Counts by County,Summit County,Cases,1469
Colorado Case Counts by County,Teller County,Cases,622
Colorado Case Counts by County,Washington County,Cases,216
Colorado Case Counts by County,Weld County,Cases,13620
Colorado Case Counts by County,Yuma County,Cases,323
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.85
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,11.04
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.26
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.14
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.45
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.08
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.38
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.44
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.31
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.05
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.03
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.64
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.84
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.95
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.5
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.14
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.5
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,53.23
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.48
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.24
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.57
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,30.91
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.29
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.28
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,33.63
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.68
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,28.92
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.57
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,2.58
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,4.93
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,22.86
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,2.31
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.23
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,61.35
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.6
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,4.56
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.68
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,47.82
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,2.48
COVID-19 in Colorado by Sex,Female,Percent of Deaths,45.99
COVID-19 in Colorado by Sex,Male,Percent of Deaths,53.37
