description,attribute,metric,value
State Data,Statewide,Cases,53176
State Data,Statewide,Hospitalizations,6735
State Data,Statewide,Counties,63
State Data,Statewide,People Tested,631008
State Data,Statewide,Test Encounters,873051
State Data,Statewide,Deaths Among Cases,1896
State Data,Statewide,Deaths Due to COVID-19,1768
State Data,Statewide,Outbreaks,542
State Data,Statewide,Rate Per 100000,933.85
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,6816
Colorado Case Counts by County,Alamosa County,Cases,233
Colorado Case Counts by County,Arapahoe County,Cases,7594
Colorado Case Counts by County,Archuleta County,Cases,40
Colorado Case Counts by County,Baca County,Cases,15
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,2136
Colorado Case Counts by County,Broomfield County,Cases,489
Colorado Case Counts by County,Chaffee County,Cases,304
Colorado Case Counts by County,Cheyenne County,Cases,9
Colorado Case Counts by County,Clear Creek County,Cases,31
Colorado Case Counts by County,Conejos County,Cases,27
Colorado Case Counts by County,Costilla County,Cases,24
Colorado Case Counts by County,Crowley County,Cases,73
Colorado Case Counts by County,Custer County,Cases,13
Colorado Case Counts by County,Delta County,Cases,133
Colorado Case Counts by County,Denver County,Cases,10572
Colorado Case Counts by County,Dolores County,Cases,1
Colorado Case Counts by County,Douglas County,Cases,1833
Colorado Case Counts by County,Eagle County,Cases,1152
Colorado Case Counts by County,El Paso County,Cases,5478
Colorado Case Counts by County,Elbert County,Cases,110
Colorado Case Counts by County,Fremont County,Cases,137
Colorado Case Counts by County,Garfield County,Cases,797
Colorado Case Counts by County,Gilpin County,Cases,17
Colorado Case Counts by County,Grand County,Cases,54
Colorado Case Counts by County,Gunnison County,Cases,279
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,8
Colorado Case Counts by County,International,Cases,19
Colorado Case Counts by County,Jackson County,Cases,9
