description,attribute,metric,value
State Data,Statewide,Cases,322189
State Data,Statewide,Hospitalizations,17839
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2096501
State Data,Statewide,Test Encounters,4251042
State Data,Statewide,Deaths Among Cases,4586
State Data,Statewide,Deaths Due to COVID-19,3605
State Data,Statewide,Outbreaks,2955
State Data,Statewide,Rate Per 100000,5589.7
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,38525
Colorado Case Counts by County,Alamosa County,Cases,907
Colorado Case Counts by County,Arapahoe County,Cases,36692
Colorado Case Counts by County,Archuleta County,Cases,459
Colorado Case Counts by County,Baca County,Cases,169
Colorado Case Counts by County,Bent County,Cases,1023
Colorado Case Counts by County,Boulder County,Cases,14125
Colorado Case Counts by County,Broomfield County,Cases,2704
Colorado Case Counts by County,Chaffee County,Cases,995
Colorado Case Counts by County,Cheyenne County,Cases,86
Colorado Case Counts by County,Clear Creek County,Cases,262
Colorado Case Counts by County,Conejos County,Cases,299
Colorado Case Counts by County,Costilla County,Cases,157
Colorado Case Counts by County,Crowley County,Cases,1625
Colorado Case Counts by County,Custer County,Cases,146
Colorado Case Counts by County,Delta County,Cases,1452
Colorado Case Counts by County,Denver County,Cases,46258
Colorado Case Counts by County,Dolores County,Cases,49
Colorado Case Counts by County,Douglas County,Cases,15039
Colorado Case Counts by County,Eagle County,Cases,3190
Colorado Case Counts by County,El Paso County,Cases,39656
Colorado Case Counts by County,Elbert County,Cases,950
Colorado Case Counts by County,Fremont County,Cases,4459
Colorado Case Counts by County,Garfield County,Cases,3667
Colorado Case Counts by County,Gilpin County,Cases,121
Colorado Case Counts by County,Grand County,Cases,619
Colorado Case Counts by County,Gunnison County,Cases,665
Colorado Case Counts by County,Hinsdale County,Cases,12
Colorado Case Counts by County,Huerfano County,Cases,270
Colorado Case Counts by County,International,Cases,25
Colorado Case Counts by County,Jackson County,Cases,31
Colorado Case Counts by County,Jefferson County,Cases,28559
Colorado Case Counts by County,Kiowa County,Cases,73
Colorado Case Counts by County,Kit Carson County,Cases,430
Colorado Case Counts by County,La Plata County,Cases,2158
Colorado Case Counts by County,Lake County,Cases,401
Colorado Case Counts by County,Larimer County,Cases,14570
Colorado Case Counts by County,Las Animas County,Cases,465
Colorado Case Counts by County,Lincoln County,Cases,776
Colorado Case Counts by County,Logan County,Cases,3191
Colorado Case Counts by County,Mesa County,Cases,8685
Colorado Case Counts by County,Mineral County,Cases,41
Colorado Case Counts by County,Moffat County,Cases,522
Colorado Case Counts by County,Montezuma County,Cases,1178
Colorado Case Counts by County,Montrose County,Cases,1944
Colorado Case Counts by County,Morgan County,Cases,2078
Colorado Case Counts by County,Otero County,Cases,1567
Colorado Case Counts by County,Ouray County,Cases,148
Colorado Case Counts by County,Park County,Cases,368
Colorado Case Counts by County,Phillips County,Cases,240
Colorado Case Counts by County,Pitkin County,Cases,924
Colorado Case Counts by County,Prowers County,Cases,965
Colorado Case Counts by County,Pueblo County,Cases,12827
Colorado Case Counts by County,Rio Blanco County,Cases,262
Colorado Case Counts by County,Rio Grande County,Cases,371
Colorado Case Counts by County,Routt County,Cases,998
Colorado Case Counts by County,Saguache County,Cases,251
Colorado Case Counts by County,San Juan County,Cases,29
Colorado Case Counts by County,San Miguel County,Cases,384
Colorado Case Counts by County,Sedgwick County,Cases,124
Colorado Case Counts by County,Summit County,Cases,2065
Colorado Case Counts by County,Teller County,Cases,943
Colorado Case Counts by County,Washington County,Cases,340
Colorado Case Counts by County,Weld County,Cases,19157
Colorado Case Counts by County,Yuma County,Cases,518
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.87
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.8
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.65
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.11
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.43
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.23
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.75
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.64
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.48
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.11
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.68
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.81
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.64
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.52
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.17
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.9
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,54.14
COVID-19 in Colorado by Age Group,Unknown,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
