description,attribute,metric,value
State Data,Statewide,Cases,57775
State Data,Statewide,Hospitalizations,7053
State Data,Statewide,Counties,63
State Data,Statewide,People Tested,714501
State Data,Statewide,Test Encounters,1014642
State Data,Statewide,Deaths Among Cases,1946
State Data,Statewide,Deaths Due to COVID-19,1853
State Data,Statewide,Outbreaks,607
State Data,Statewide,Rate Per 100000,1002.35
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,7578
Colorado Case Counts by County,Alamosa County,Cases,238
Colorado Case Counts by County,Arapahoe County,Cases,8141
Colorado Case Counts by County,Archuleta County,Cases,48
Colorado Case Counts by County,Baca County,Cases,16
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,2315
Colorado Case Counts by County,Broomfield County,Cases,540
Colorado Case Counts by County,Chaffee County,Cases,316
Colorado Case Counts by County,Cheyenne County,Cases,9
Colorado Case Counts by County,Clear Creek County,Cases,35
Colorado Case Counts by County,Conejos County,Cases,31
Colorado Case Counts by County,Costilla County,Cases,32
Colorado Case Counts by County,Crowley County,Cases,73
Colorado Case Counts by County,Custer County,Cases,17
Colorado Case Counts by County,Delta County,Cases,165
Colorado Case Counts by County,Denver County,Cases,11307
Colorado Case Counts by County,Dolores County,Cases,2
Colorado Case Counts by County,Douglas County,Cases,2023
Colorado Case Counts by County,Eagle County,Cases,1184
Colorado Case Counts by County,El Paso County,Cases,6048
Colorado Case Counts by County,Elbert County,Cases,121
Colorado Case Counts by County,Fremont County,Cases,157
Colorado Case Counts by County,Garfield County,Cases,845
Colorado Case Counts by County,Gilpin County,Cases,18
Colorado Case Counts by County,Grand County,Cases,66
Colorado Case Counts by County,Gunnison County,Cases,291
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,9
Colorado Case Counts by County,International,Cases,20
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,4834
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,75
Colorado Case Counts by County,La Plata County,Cases,241
Colorado Case Counts by County,Lake County,Cases,80
Colorado Case Counts by County,Larimer County,Cases,1976
Colorado Case Counts by County,Las Animas County,Cases,20
Colorado Case Counts by County,Lincoln County,Cases,8
Colorado Case Counts by County,Logan County,Cases,691
Colorado Case Counts by County,Mesa County,Cases,416
Colorado Case Counts by County,Mineral County,Cases,19
Colorado Case Counts by County,Moffat County,Cases,34
Colorado Case Counts by County,Montezuma County,Cases,126
Colorado Case Counts by County,Montrose County,Cases,344
Colorado Case Counts by County,Morgan County,Cases,716
Colorado Case Counts by County,Otero County,Cases,82
Colorado Case Counts by County,Ouray County,Cases,25
Colorado Case Counts by County,Park County,Cases,43
Colorado Case Counts by County,Phillips County,Cases,19
Colorado Case Counts by County,Pitkin County,Cases,198
Colorado Case Counts by County,Prowers County,Cases,85
Colorado Case Counts by County,Pueblo County,Cases,875
Colorado Case Counts by County,Rio Blanco County,Cases,23
Colorado Case Counts by County,Rio Grande County,Cases,94
Colorado Case Counts by County,Routt County,Cases,134
Colorado Case Counts by County,Saguache County,Cases,111
Colorado Case Counts by County,San Juan County,Cases,6
Colorado Case Counts by County,San Miguel County,Cases,93
Colorado Case Counts by County,Sedgwick County,Cases,12
Colorado Case Counts by County,Summit County,Cases,364
Colorado Case Counts by County,Teller County,Cases,162
Colorado Case Counts by County,Washington County,Cases,53
Colorado Case Counts by County,Weld County,Cases,4085
Colorado Case Counts by County,Yuma County,Cases,63
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.35
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,7.93
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.69
