description,attribute,metric,value
State Data,Statewide,Cases,54883
State Data,Statewide,Hospitalizations,6831
State Data,Statewide,Counties,63
State Data,Statewide,People Tested,663781
State Data,Statewide,Test Encounters,930152
State Data,Statewide,Deaths Among Cases,1918
State Data,Statewide,Deaths Due to COVID-19,1815
State Data,Statewide,Outbreaks,570
State Data,Statewide,Rate Per 100000,952.17
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,7132
Colorado Case Counts by County,Alamosa County,Cases,236
Colorado Case Counts by County,Arapahoe County,Cases,7791
Colorado Case Counts by County,Archuleta County,Cases,44
Colorado Case Counts by County,Baca County,Cases,15
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,2215
Colorado Case Counts by County,Broomfield County,Cases,511
Colorado Case Counts by County,Chaffee County,Cases,309
Colorado Case Counts by County,Cheyenne County,Cases,9
Colorado Case Counts by County,Clear Creek County,Cases,34
Colorado Case Counts by County,Conejos County,Cases,30
Colorado Case Counts by County,Costilla County,Cases,26
Colorado Case Counts by County,Crowley County,Cases,73
Colorado Case Counts by County,Custer County,Cases,13
Colorado Case Counts by County,Delta County,Cases,140
Colorado Case Counts by County,Denver County,Cases,10842
Colorado Case Counts by County,Dolores County,Cases,2
Colorado Case Counts by County,Douglas County,Cases,1894
Colorado Case Counts by County,Eagle County,Cases,1164
Colorado Case Counts by County,El Paso County,Cases,5695
Colorado Case Counts by County,Elbert County,Cases,117
Colorado Case Counts by County,Fremont County,Cases,145
Colorado Case Counts by County,Garfield County,Cases,814
Colorado Case Counts by County,Gilpin County,Cases,17
Colorado Case Counts by County,Grand County,Cases,56
