description,attribute,metric,value
State Data,Statewide,Cases,39788
State Data,Statewide,Hospitalizations,6019
State Data,Statewide,Counties,63
State Data,Statewide,People Tested,432848
State Data,Statewide,Deaths Among Cases,1752
State Data,Statewide,Deaths Due to COVID-19,1615
State Data,Statewide,Outbreaks,427
State Data,Statewide,Rate Per 100000,698.74
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,5058
Colorado Case Counts by County,Alamosa County,Cases,207
Colorado Case Counts by County,Arapahoe County,Cases,5990
Colorado Case Counts by County,Archuleta County,Cases,18
Colorado Case Counts by County,Baca County,Cases,14
Colorado Case Counts by County,Bent County,Cases,5
Colorado Case Counts by County,Boulder County,Cases,1628
Colorado Case Counts by County,Broomfield County,Cases,358
Colorado Case Counts by County,Chaffee County,Cases,210
Colorado Case Counts by County,Cheyenne County,Cases,7
Colorado Case Counts by County,Clear Creek County,Cases,23
Colorado Case Counts by County,Conejos County,Cases,20
Colorado Case Counts by County,Costilla County,Cases,22
Colorado Case Counts by County,Crowley County,Cases,72
Colorado Case Counts by County,Custer County,Cases,8
Colorado Case Counts by County,Delta County,Cases,86
Colorado Case Counts by County,Denver County,Cases,8320
Colorado Case Counts by County,Dolores County,Cases,2
Colorado Case Counts by County,Douglas County,Cases,1310
Colorado Case Counts by County,Eagle County,Cases,831
Colorado Case Counts by County,El Paso County,Cases,3477
Colorado Case Counts by County,Elbert County,Cases,68
Colorado Case Counts by County,Fremont County,Cases,72
Colorado Case Counts by County,Garfield County,Cases,505
Colorado Case Counts by County,Gilpin County,Cases,12
Colorado Case Counts by County,Grand County,Cases,35
Colorado Case Counts by County,Gunnison County,Cases,199
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,5
Colorado Case Counts by County,International,Cases,18
Colorado Case Counts by County,Jackson County,Cases,8
Colorado Case Counts by County,Jefferson County,Cases,3252
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,36
Colorado Case Counts by County,La Plata County,Cases,157
Colorado Case Counts by County,Lake County,Cases,60
Colorado Case Counts by County,Larimer County,Cases,1055
Colorado Case Counts by County,Las Animas County,Cases,11
Colorado Case Counts by County,Lincoln County,Cases,6
Colorado Case Counts by County,Logan County,Cases,642
Colorado Case Counts by County,Mesa County,Cases,180
Colorado Case Counts by County,Mineral County,Cases,17
Colorado Case Counts by County,Moffat County,Cases,18
Colorado Case Counts by County,Montezuma County,Cases,89
Colorado Case Counts by County,Montrose County,Cases,232
Colorado Case Counts by County,Morgan County,Cases,665
Colorado Case Counts by County,Otero County,Cases,24
Colorado Case Counts by County,Ouray County,Cases,12
Colorado Case Counts by County,Park County,Cases,33
Colorado Case Counts by County,Phillips County,Cases,16
Colorado Case Counts by County,Pitkin County,Cases,150
Colorado Case Counts by County,Prowers County,Cases,44
Colorado Case Counts by County,Pueblo County,Cases,482
Colorado Case Counts by County,Rio Blanco County,Cases,6
Colorado Case Counts by County,Rio Grande County,Cases,82
Colorado Case Counts by County,Routt County,Cases,87
Colorado Case Counts by County,Saguache County,Cases,105
Colorado Case Counts by County,San Juan County,Cases,2
Colorado Case Counts by County,San Miguel County,Cases,64
Colorado Case Counts by County,Sedgwick County,Cases,5
Colorado Case Counts by County,Summit County,Cases,304
Colorado Case Counts by County,Teller County,Cases,71
Colorado Case Counts by County,Washington County,Cases,46
Colorado Case Counts by County,Weld County,Cases,3189
Colorado Case Counts by County,Yuma County,Cases,55
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,2.75
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,6.38
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,20.08
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.75
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,16.21
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,14.8
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,9.82
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,6.01
COVID-19 in Colorado by Age Group,80+,Percent of Cases,6.08
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.11
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.17
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.63
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.68
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.74
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.39
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.9
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.57
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.91
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.85
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.11
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.61
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.56
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,13.04
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.67
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,10.91
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.12
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.13
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.55
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,2.24
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,4.98
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,36.4
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.01
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.33
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,33.45
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.75
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,20.29
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.57
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,3.31
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,6.74
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,21.86
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,1.26
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.34
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,62.27
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.4
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,3.25
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.35
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,47.59
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.02
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,3.03
COVID-19 in Colorado by Sex,Female,Percent of Deaths,44.81
COVID-19 in Colorado by Sex,Male,Percent of Deaths,54.91
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.29
Case Status for Cases & Deaths,Confirmed,Number of Cases,36698
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.92
Case Status for Cases & Deaths,Confirmed,Number of Deaths,1420
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.81
Case Status for Cases & Deaths,Probable,Number of Cases,3090
