description,attribute,metric,value
State Data,Statewide,Cases,374981
State Data,Statewide,Hospitalizations,20687
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2296100
State Data,Statewide,Test Encounters,5007126
State Data,Statewide,Deaths Among Cases,5379
State Data,Statewide,Deaths Due to COVID-19,4502
State Data,Statewide,Outbreaks,3286
State Data,Statewide,Rate Per 100000,6505.6
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,43876
Colorado Case Counts by County,Alamosa County,Cases,1070
Colorado Case Counts by County,Arapahoe County,Cases,42631
Colorado Case Counts by County,Archuleta County,Cases,568
Colorado Case Counts by County,Baca County,Cases,242
Colorado Case Counts by County,Bent County,Cases,1266
Colorado Case Counts by County,Boulder County,Cases,16276
Colorado Case Counts by County,Broomfield County,Cases,3164
Colorado Case Counts by County,Chaffee County,Cases,1217
Colorado Case Counts by County,Cheyenne County,Cases,106
Colorado Case Counts by County,Clear Creek County,Cases,333
Colorado Case Counts by County,Conejos County,Cases,370
Colorado Case Counts by County,Costilla County,Cases,172
Colorado Case Counts by County,Crowley County,Cases,1742
Colorado Case Counts by County,Custer County,Cases,156
Colorado Case Counts by County,Delta County,Cases,2107
Colorado Case Counts by County,Denver County,Cases,53319
Colorado Case Counts by County,Dolores County,Cases,55
Colorado Case Counts by County,Douglas County,Cases,17795
Colorado Case Counts by County,Eagle County,Cases,3976
Colorado Case Counts by County,El Paso County,Cases,45737
Colorado Case Counts by County,Elbert County,Cases,1085
Colorado Case Counts by County,Fremont County,Cases,4991
Colorado Case Counts by County,Garfield County,Cases,4509
Colorado Case Counts by County,Gilpin County,Cases,137
Colorado Case Counts by County,Grand County,Cases,795
Colorado Case Counts by County,Gunnison County,Cases,873
Colorado Case Counts by County,Hinsdale County,Cases,15
Colorado Case Counts by County,Huerfano County,Cases,287
Colorado Case Counts by County,International,Cases,32
Colorado Case Counts by County,Jackson County,Cases,44
Colorado Case Counts by County,Jefferson County,Cases,32832
Colorado Case Counts by County,Kiowa County,Cases,82
Colorado Case Counts by County,Kit Carson County,Cases,475
Colorado Case Counts by County,La Plata County,Cases,2594
Colorado Case Counts by County,Lake County,Cases,476
Colorado Case Counts by County,Larimer County,Cases,16902
Colorado Case Counts by County,Las Animas County,Cases,870
Colorado Case Counts by County,Lincoln County,Cases,832
Colorado Case Counts by County,Logan County,Cases,3491
Colorado Case Counts by County,Mesa County,Cases,10806
Colorado Case Counts by County,Mineral County,Cases,53
Colorado Case Counts by County,Moffat County,Cases,587
Colorado Case Counts by County,Montezuma County,Cases,1500
Colorado Case Counts by County,Montrose County,Cases,2702
Colorado Case Counts by County,Morgan County,Cases,2302
Colorado Case Counts by County,Otero County,Cases,1756
Colorado Case Counts by County,Ouray County,Cases,179
Colorado Case Counts by County,Park County,Cases,456
Colorado Case Counts by County,Phillips County,Cases,312
Colorado Case Counts by County,Pitkin County,Cases,1673
Colorado Case Counts by County,Prowers County,Cases,1080
Colorado Case Counts by County,Pueblo County,Cases,14009
Colorado Case Counts by County,Rio Blanco County,Cases,329
Colorado Case Counts by County,Rio Grande County,Cases,552
Colorado Case Counts by County,Routt County,Cases,1331
Colorado Case Counts by County,Saguache County,Cases,285
Colorado Case Counts by County,San Juan County,Cases,34
Colorado Case Counts by County,San Miguel County,Cases,466
Colorado Case Counts by County,Sedgwick County,Cases,177
Colorado Case Counts by County,Summit County,Cases,2400
Colorado Case Counts by County,Teller County,Cases,1106
Colorado Case Counts by County,Washington County,Cases,359
Colorado Case Counts by County,Weld County,Cases,22408
Colorado Case Counts by County,Yuma County,Cases,619
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.97
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.82
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.75
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.13
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.3
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.18
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.76
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.63
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.42
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.13
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.65
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.93
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.49
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.63
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.34
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.06
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,53.73
COVID-19 in Colorado by Age Group,Unknown,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.58
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.42
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,2.83
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,28.27
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.41
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.29
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,39.06
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.73
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,25.4
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.63
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,2.04
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,3.35
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,20.64
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,2.53
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.17
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,62.78
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.67
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,7.19
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,49.85
COVID-19 in Colorado by Sex,Female to Male,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Male,Percent of Cases,48.4
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,1.73
COVID-19 in Colorado by Sex,Female,Percent of Deaths,46.4
COVID-19 in Colorado by Sex,Male,Percent of Deaths,53.08
COVID-19 in Colorado by Sex,Male to Female,Percent of Deaths,0.02
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,0.5
Case Status for Cases & Deaths,Confirmed,Number of Cases,357594
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.95
Case Status for Cases & Deaths,Confirmed,Number of Deaths,4694
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.87
Case Status for Cases & Deaths,Probable,Number of Cases,17387
Case Status for Cases & Deaths,Probable,Percent of Cases,0.05
Case Status for Cases & Deaths,Probable,Number of Deaths,685
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.13
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Three-Day Moving Average Of Cases,3.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Three-Day Moving Average Of Cases,1.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Three-Day Moving Average Of Cases,3
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Three-Day Moving Average Of Cases,4.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Three-Day Moving Average Of Cases,10.67
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Three-Day Moving Average Of Cases,12.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Three-Day Moving Average Of Cases,19.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-14,Three-Day Moving Average Of Cases,22.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-15,Three-Day Moving Average Of Cases,30.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-16,Three-Day Moving Average Of Cases,33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-17,Three-Day Moving Average Of Cases,33.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-18,Three-Day Moving Average Of Cases,45.33
Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-19,Three-Day Moving Average Of Cases,61
