description,attribute,metric,value
State Data,Statewide,Cases,11262
State Data,Statewide,Hospitalizations,2237
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,52324
State Data,Statewide,Deaths,552
State Data,Statewide,Outbreaks,130
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results.,NA
Colorado Case Counts by County,Adams County,Cases,1082
Colorado Case Counts by County,Alamosa County,Cases,9
Colorado Case Counts by County,Arapahoe County,Cases,1824
Colorado Case Counts by County,Archuleta County,Cases,8
Colorado Case Counts by County,Baca County,Cases,10
Colorado Case Counts by County,Bent County,Cases,0
Colorado Case Counts by County,Boulder County,Cases,426
Colorado Case Counts by County,Broomfield County,Cases,113
Colorado Case Counts by County,Chaffee County,Cases,55
Colorado Case Counts by County,Cheyenne County,Cases,0
Colorado Case Counts by County,Clear Creek County,Cases,12
Colorado Case Counts by County,Conejos County,Cases,0
Colorado Case Counts by County,Costilla County,Cases,3
Colorado Case Counts by County,Crowley County,Cases,2
Colorado Case Counts by County,Custer County,Cases,2
Colorado Case Counts by County,Delta County,Cases,25
Colorado Case Counts by County,Denver County,Cases,2172
Colorado Case Counts by County,Dolores County,Cases,0
Colorado Case Counts by County,Douglas County,Cases,399
Colorado Case Counts by County,Eagle County,Cases,489
Colorado Case Counts by County,El Paso County,Cases,798
Colorado Case Counts by County,Elbert County,Cases,26
Colorado Case Counts by County,Fremont County,Cases,19
Colorado Case Counts by County,Garfield County,Cases,74
Colorado Case Counts by County,Gilpin County,Cases,1
Colorado Case Counts by County,Grand County,Cases,5
Colorado Case Counts by County,Grand Total County,Cases,11262
Colorado Case Counts by County,Gunnison County,Cases,121
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,1
Colorado Case Counts by County,Jackson County,Cases,0
Colorado Case Counts by County,Jefferson County,Cases,1075
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,18
Colorado Case Counts by County,La Plata County,Cases,55
Colorado Case Counts by County,Lake County,Cases,10
Colorado Case Counts by County,Larimer County,Cases,274
Colorado Case Counts by County,Las Animas County,Cases,3
