description,attribute,metric,value
State Data,Statewide,Cases,313552
State Data,Statewide,Hospitalizations,17481
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2056794
State Data,Statewide,Test Encounters,4110742
State Data,Statewide,Deaths Among Cases,4369
State Data,Statewide,Deaths Due to COVID-19,3601
State Data,Statewide,Outbreaks,2877
State Data,Statewide,Rate Per 100000,5439.86
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,37701
Colorado Case Counts by County,Alamosa County,Cases,886
Colorado Case Counts by County,Arapahoe County,Cases,35728
Colorado Case Counts by County,Archuleta County,Cases,442
Colorado Case Counts by County,Baca County,Cases,166
Colorado Case Counts by County,Bent County,Cases,892
Colorado Case Counts by County,Boulder County,Cases,13825
Colorado Case Counts by County,Broomfield County,Cases,2632
Colorado Case Counts by County,Chaffee County,Cases,927
Colorado Case Counts by County,Cheyenne County,Cases,86
Colorado Case Counts by County,Clear Creek County,Cases,259
Colorado Case Counts by County,Conejos County,Cases,292
Colorado Case Counts by County,Costilla County,Cases,152
Colorado Case Counts by County,Crowley County,Cases,1578
Colorado Case Counts by County,Custer County,Cases,144
Colorado Case Counts by County,Delta County,Cases,1313
Colorado Case Counts by County,Denver County,Cases,45260
Colorado Case Counts by County,Dolores County,Cases,49
Colorado Case Counts by County,Douglas County,Cases,14639
Colorado Case Counts by County,Eagle County,Cases,3124
Colorado Case Counts by County,El Paso County,Cases,38429
Colorado Case Counts by County,Elbert County,Cases,912
Colorado Case Counts by County,Fremont County,Cases,4193
Colorado Case Counts by County,Garfield County,Cases,3515
Colorado Case Counts by County,Gilpin County,Cases,114
Colorado Case Counts by County,Grand County,Cases,599
Colorado Case Counts by County,Gunnison County,Cases,623
Colorado Case Counts by County,Hinsdale County,Cases,12
Colorado Case Counts by County,Huerfano County,Cases,261
Colorado Case Counts by County,International,Cases,25
Colorado Case Counts by County,Jackson County,Cases,29
Colorado Case Counts by County,Jefferson County,Cases,27885
Colorado Case Counts by County,Kiowa County,Cases,70
Colorado Case Counts by County,Kit Carson County,Cases,425
Colorado Case Counts by County,La Plata County,Cases,2107
Colorado Case Counts by County,Lake County,Cases,397
Colorado Case Counts by County,Larimer County,Cases,14207
Colorado Case Counts by County,Las Animas County,Cases,449
Colorado Case Counts by County,Lincoln County,Cases,754
Colorado Case Counts by County,Logan County,Cases,3093
Colorado Case Counts by County,Mesa County,Cases,8420
Colorado Case Counts by County,Mineral County,Cases,38
Colorado Case Counts by County,Moffat County,Cases,505
Colorado Case Counts by County,Montezuma County,Cases,1136
Colorado Case Counts by County,Montrose County,Cases,1895
Colorado Case Counts by County,Morgan County,Cases,2037
Colorado Case Counts by County,Otero County,Cases,1522
Colorado Case Counts by County,Ouray County,Cases,149
Colorado Case Counts by County,Park County,Cases,351
Colorado Case Counts by County,Phillips County,Cases,221
Colorado Case Counts by County,Pitkin County,Cases,883
Colorado Case Counts by County,Prowers County,Cases,945
Colorado Case Counts by County,Pueblo County,Cases,12498
Colorado Case Counts by County,Rio Blanco County,Cases,257
Colorado Case Counts by County,Rio Grande County,Cases,359
Colorado Case Counts by County,Routt County,Cases,964
Colorado Case Counts by County,Saguache County,Cases,247
Colorado Case Counts by County,San Juan County,Cases,28
Colorado Case Counts by County,San Miguel County,Cases,378
Colorado Case Counts by County,Sedgwick County,Cases,123
Colorado Case Counts by County,Summit County,Cases,1990
Colorado Case Counts by County,Teller County,Cases,929
Colorado Case Counts by County,Washington County,Cases,337
Colorado Case Counts by County,Weld County,Cases,18641
Colorado Case Counts by County,Yuma County,Cases,505
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.89
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.86
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,21.67
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,18.08
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.42
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.22
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.71
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.63
COVID-19 in Colorado by Age Group,80+,Percent of Cases,3.48
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.04
COVID-19 in Colorado by Age Group,0-9,Percent of Deaths,0.02
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.11
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.66
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.78
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.68
