description,attribute,metric,value
State Data,Statewide,Cases,466901
State Data,Statewide,Hospitalizations,25757
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2746388
State Data,Statewide,Test Encounters,7076939
State Data,Statewide,Deaths Among Cases,6124
State Data,Statewide,Deaths Due to COVID-19,6253
State Data,Statewide,Outbreaks,4329
State Data,Statewide,Rate Per 100000,8100.33
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,51797
Colorado Case Counts by County,Alamosa County,Cases,1349
Colorado Case Counts by County,Arapahoe County,Cases,52447
Colorado Case Counts by County,Archuleta County,Cases,757
Colorado Case Counts by County,Baca County,Cases,278
Colorado Case Counts by County,Bent County,Cases,1483
Colorado Case Counts by County,Boulder County,Cases,20861
Colorado Case Counts by County,Broomfield County,Cases,4231
Colorado Case Counts by County,Chaffee County,Cases,1508
Colorado Case Counts by County,Cheyenne County,Cases,126
Colorado Case Counts by County,Clear Creek County,Cases,405
Colorado Case Counts by County,Conejos County,Cases,461
Colorado Case Counts by County,Costilla County,Cases,203
Colorado Case Counts by County,Crowley County,Cases,2145
Colorado Case Counts by County,Custer County,Cases,176
Colorado Case Counts by County,Delta County,Cases,2558
Colorado Case Counts by County,Denver County,Cases,64930
Colorado Case Counts by County,Dolores County,Cases,67
Colorado Case Counts by County,Douglas County,Cases,24186
Colorado Case Counts by County,Eagle County,Cases,5790
Colorado Case Counts by County,El Paso County,Cases,57413
Colorado Case Counts by County,Elbert County,Cases,1439
Colorado Case Counts by County,Fremont County,Cases,5666
Colorado Case Counts by County,Garfield County,Cases,5470
Colorado Case Counts by County,Gilpin County,Cases,191
Colorado Case Counts by County,Grand County,Cases,1343
Colorado Case Counts by County,Gunnison County,Cases,1260
Colorado Case Counts by County,Hinsdale County,Cases,18
Colorado Case Counts by County,Huerfano County,Cases,337
Colorado Case Counts by County,International,Cases,59
Colorado Case Counts by County,Jackson County,Cases,52
Colorado Case Counts by County,Jefferson County,Cases,40823
Colorado Case Counts by County,Kiowa County,Cases,92
Colorado Case Counts by County,Kit Carson County,Cases,587
