description,attribute,metric,value
State Data,Statewide,Cases,17364
State Data,Statewide,Hospitalizations,2919
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,85976
State Data,Statewide,Deaths,903
State Data,Statewide,Outbreaks,170
State Data,Statewide,"Rate per 100,000",304.94
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
Colorado Case Counts by County,Adams,Cases,1883
Colorado Case Counts by County,Alamosa,Cases,14
Colorado Case Counts by County,Arapahoe,Cases,2883
Colorado Case Counts by County,Archuleta,Cases,8
Colorado Case Counts by County,Baca,Cases,12
Colorado Case Counts by County,Bent,Cases,0
Colorado Case Counts by County,Boulder,Cases,685
Colorado Case Counts by County,Broomfield,Cases,178
Colorado Case Counts by County,Chaffee,Cases,68
Colorado Case Counts by County,Cheyenne,Cases,0
Colorado Case Counts by County,Clear Creek,Cases,13
Colorado Case Counts by County,Conejos,Cases,0
Colorado Case Counts by County,Costilla,Cases,3
Colorado Case Counts by County,Crowley,Cases,4
Colorado Case Counts by County,Custer,Cases,2
Colorado Case Counts by County,Delta,Cases,52
Colorado Case Counts by County,Denver,Cases,3546
Colorado Case Counts by County,Dolores,Cases,0
Colorado Case Counts by County,Douglas,Cases,543
Colorado Case Counts by County,Eagle,Cases,547
Colorado Case Counts by County,El Paso,Cases,1028
Colorado Case Counts by County,Elbert,Cases,36
Colorado Case Counts by County,Fremont,Cases,22
Colorado Case Counts by County,Garfield,Cases,99
Colorado Case Counts by County,Gilpin,Cases,1
Colorado Case Counts by County,Grand,Cases,5
Colorado Case Counts by County,Gunnison,Cases,168
Colorado Case Counts by County,Hinsdale,Cases,3
Colorado Case Counts by County,Huerfano,Cases,2
Colorado Case Counts by County,Jackson,Cases,0
Colorado Case Counts by County,Jefferson,Cases,1466
Colorado Case Counts by County,Kiowa,Cases,0
Colorado Case Counts by County,Kit Carson,Cases,22
Colorado Case Counts by County,La Plata,Cases,63
Colorado Case Counts by County,Lake,Cases,21
Colorado Case Counts by County,Larimer,Cases,409
Colorado Case Counts by County,Las Animas,Cases,4
Colorado Case Counts by County,Lincoln,Cases,3
Colorado Case Counts by County,Logan,Cases,292
Colorado Case Counts by County,Mesa,Cases,46
Colorado Case Counts by County,Mineral,Cases,2
Colorado Case Counts by County,Moffat,Cases,6
Colorado Case Counts by County,Montezuma,Cases,18
Colorado Case Counts by County,Montrose,Cases,107
Colorado Case Counts by County,Morgan,Cases,422
Colorado Case Counts by County,Otero,Cases,10
Colorado Case Counts by County,Ouray,Cases,5
Colorado Case Counts by County,Park,Cases,14
Colorado Case Counts by County,Phillips,Cases,5
Colorado Case Counts by County,Pitkin,Cases,52
Colorado Case Counts by County,Prowers,Cases,3
Colorado Case Counts by County,Pueblo,Cases,158
Colorado Case Counts by County,Rio Blanco,Cases,1
Colorado Case Counts by County,Rio Grande,Cases,7
Colorado Case Counts by County,Routt,Cases,58
Colorado Case Counts by County,Saguache,Cases,3
Colorado Case Counts by County,San Juan,Cases,0
Colorado Case Counts by County,San Miguel,Cases,20
Colorado Case Counts by County,Sedgwick,Cases,0
Colorado Case Counts by County,Summit,Cases,151
Colorado Case Counts by County,Teller,Cases,29
Colorado Case Counts by County,Unknown Or Pending,Cases,189
Colorado Case Counts by County,Washington,Cases,9
Colorado Case Counts by County,Weld,Cases,1955
Colorado Case Counts by County,Yuma,Cases,9
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,1.48
COVID-19 in Colorado by Age Group,19-Oct,Percent of Cases,3.26
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,14.59
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,16.84
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,17.04
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,16.89
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,12.75
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,8.24
COVID-19 in Colorado by Age Group,80+,Percent of Cases,8.6
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.3
COVID-19 in Colorado by Age Group,19-Oct,Percent of Deaths,0.11
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.55
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.66
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.55
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,5.2
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.96
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.81
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,54.15
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.85
COVID-19 in Colorado by Age Group,19-Oct,Percent of Colorado Population,13.11
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.61
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.56
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,13.04
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.67
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,10.91
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.12
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.13
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.49
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,2.72
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,7.61
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,38.29
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.39
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.54
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,48
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.96
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.36
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,3.58
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,7.03
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,18
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,0.95
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.6
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,68.89
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.6
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Colorado Population,0.12
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Colorado Population,67.76
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Colorado Population,0.19
COVID-19 in Colorado by Race & Ethnicity,Note,Percent of cases and deaths by race and ethnicity compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,Cases with an unknown race or ethnicity are excluded from the above calculations.,NA
COVID-19 in Colorado by Race & Ethnicity,Note,"Population Data: U.S. Census Bureau, 2018 American Community Survey 1-Year Estimates",NA
COVID-19 in Colorado by Sex,Female,Percent of Cases,51.02
COVID-19 in Colorado by Sex,Male,Percent of Cases,47.73
COVID-19 in Colorado by Sex,Male to Female,Percent of Cases,0.01
COVID-19 in Colorado by Sex,Unknown,Percent of Cases,1.24
COVID-19 in Colorado by Sex,Female,Percent of Deaths,42.97
COVID-19 in Colorado by Sex,Male,Percent of Deaths,56.04
COVID-19 in Colorado by Sex,Unknown,Percent of Deaths,1
Case Status for Cases & Deaths,Confirmed,Number of Cases,15600
Case Status for Cases & Deaths,Confirmed,Percent of Cases,0.9
Case Status for Cases & Deaths,Confirmed,Number of Deaths,762
Case Status for Cases & Deaths,Confirmed,Percent of Deaths,0.84
Case Status for Cases & Deaths,Probable,Number of Cases,1717
Case Status for Cases & Deaths,Probable,Percent of Cases,0.1
Case Status for Cases & Deaths,Probable,Number of Deaths,141
Case Status for Cases & Deaths,Probable,Percent of Deaths,0.16
Case Status for Cases & Deaths,Unknown,Number of Cases,47
Case Status for Cases & Deaths,Unknown,Percent of Cases,0
Case Status for Cases & Deaths,Unknown,Number of Deaths,NA
Case Status for Cases & Deaths,Unknown,Percent of Deaths,NA
Cases of COVID-19 in Colorado by Date Reported to the State,3/7/20,Three-Day Moving Average Of Cases,2.67
Cases of COVID-19 in Colorado by Date Reported to the State,3/8/20,Three-Day Moving Average Of Cases,0
Cases of COVID-19 in Colorado by Date Reported to the State,3/9/20,Three-Day Moving Average Of Cases,1.67
Cases of COVID-19 in Colorado by Date Reported to the State,3/10/20,Three-Day Moving Average Of Cases,3.67
Cases of COVID-19 in Colorado by Date Reported to the State,3/11/20,Three-Day Moving Average Of Cases,10
Cases of COVID-19 in Colorado by Date Reported to the State,3/12/20,Three-Day Moving Average Of Cases,11.67
