description,attribute,metric,value
State Data,Statewide,Cases,362825
State Data,Statewide,Hospitalizations,20015
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2247455
State Data,Statewide,Test Encounters,4798163
State Data,Statewide,Deaths Among Cases,5213
State Data,Statewide,Deaths Due to COVID-19,4183
State Data,Statewide,Outbreaks,3187
State Data,Statewide,Rate Per 100000,6294.7
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,42903
Colorado Case Counts by County,Alamosa County,Cases,1009
Colorado Case Counts by County,Arapahoe County,Cases,41314
Colorado Case Counts by County,Archuleta County,Cases,543
Colorado Case Counts by County,Baca County,Cases,206
Colorado Case Counts by County,Bent County,Cases,1232
Colorado Case Counts by County,Boulder County,Cases,15792
Colorado Case Counts by County,Broomfield County,Cases,3050
Colorado Case Counts by County,Chaffee County,Cases,1173
Colorado Case Counts by County,Cheyenne County,Cases,105
Colorado Case Counts by County,Clear Creek County,Cases,318
Colorado Case Counts by County,Conejos County,Cases,340
Colorado Case Counts by County,Costilla County,Cases,170
Colorado Case Counts by County,Crowley County,Cases,1685
Colorado Case Counts by County,Custer County,Cases,154
Colorado Case Counts by County,Delta County,Cases,1927
Colorado Case Counts by County,Denver County,Cases,51825
Colorado Case Counts by County,Dolores County,Cases,55
Colorado Case Counts by County,Douglas County,Cases,17134
Colorado Case Counts by County,Eagle County,Cases,3704
Colorado Case Counts by County,El Paso County,Cases,44372
Colorado Case Counts by County,Elbert County,Cases,1069
Colorado Case Counts by County,Fremont County,Cases,4915
Colorado Case Counts by County,Garfield County,Cases,4319
Colorado Case Counts by County,Gilpin County,Cases,134
Colorado Case Counts by County,Grand County,Cases,760
Colorado Case Counts by County,Gunnison County,Cases,792
Colorado Case Counts by County,Hinsdale County,Cases,15
Colorado Case Counts by County,Huerfano County,Cases,284
Colorado Case Counts by County,International,Cases,27
Colorado Case Counts by County,Jackson County,Cases,44
Colorado Case Counts by County,Jefferson County,Cases,31837
Colorado Case Counts by County,Kiowa County,Cases,78
Colorado Case Counts by County,Kit Carson County,Cases,458
Colorado Case Counts by County,La Plata County,Cases,2472
Colorado Case Counts by County,Lake County,Cases,461
Colorado Case Counts by County,Larimer County,Cases,16275
