description,attribute,metric,value
State Data,Statewide,Cases,32511
State Data,Statewide,Hospitalizations,5442
State Data,Statewide,Counties,61
State Data,Statewide,People Tested,320997
State Data,Statewide,Deaths Among Cases,1682
State Data,Statewide,Deaths Due to COVID-19,1508
State Data,Statewide,Outbreaks,353
State Data,Statewide,Rate Per 100000,570.94
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,4170
Colorado Case Counts by County,Alamosa County,Cases,188
Colorado Case Counts by County,Arapahoe County,Cases,5172
Colorado Case Counts by County,Archuleta County,Cases,8
Colorado Case Counts by County,Baca County,Cases,14
Colorado Case Counts by County,Bent County,Cases,4
Colorado Case Counts by County,Boulder County,Cases,1367
Colorado Case Counts by County,Broomfield County,Cases,297
Colorado Case Counts by County,Chaffee County,Cases,78
Colorado Case Counts by County,Cheyenne County,Cases,5
Colorado Case Counts by County,Clear Creek County,Cases,18
Colorado Case Counts by County,Conejos County,Cases,13
Colorado Case Counts by County,Costilla County,Cases,20
Colorado Case Counts by County,Crowley County,Cases,70
Colorado Case Counts by County,Custer County,Cases,2
Colorado Case Counts by County,Delta County,Cases,82
Colorado Case Counts by County,Denver County,Cases,7065
Colorado Case Counts by County,Dolores County,Cases,0
Colorado Case Counts by County,Douglas County,Cases,946
Colorado Case Counts by County,Eagle County,Cases,688
Colorado Case Counts by County,El Paso County,Cases,2360
Colorado Case Counts by County,Elbert County,Cases,56
Colorado Case Counts by County,Fremont County,Cases,36
Colorado Case Counts by County,Garfield County,Cases,277
Colorado Case Counts by County,Gilpin County,Cases,7
Colorado Case Counts by County,Grand County,Cases,21
Colorado Case Counts by County,Gunnison County,Cases,186
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,4
Colorado Case Counts by County,International,Cases,17
Colorado Case Counts by County,Jackson County,Cases,1
Colorado Case Counts by County,Jefferson County,Cases,2671
Colorado Case Counts by County,Kiowa County,Cases,0
Colorado Case Counts by County,Kit Carson County,Cases,31
Colorado Case Counts by County,La Plata County,Cases,106
Colorado Case Counts by County,Lake County,Cases,51
Colorado Case Counts by County,Larimer County,Cases,723
Colorado Case Counts by County,Las Animas County,Cases,7
Colorado Case Counts by County,Lincoln County,Cases,4
Colorado Case Counts by County,Logan County,Cases,637
Colorado Case Counts by County,Mesa County,Cases,95
Colorado Case Counts by County,Mineral County,Cases,5
Colorado Case Counts by County,Moffat County,Cases,10
Colorado Case Counts by County,Montezuma County,Cases,71
Colorado Case Counts by County,Montrose County,Cases,205
Colorado Case Counts by County,Morgan County,Cases,652
Colorado Case Counts by County,Otero County,Cases,22
Colorado Case Counts by County,Ouray County,Cases,10
Colorado Case Counts by County,Park County,Cases,27
Colorado Case Counts by County,Phillips County,Cases,16
Colorado Case Counts by County,Pitkin County,Cases,94
Colorado Case Counts by County,Prowers County,Cases,20
Colorado Case Counts by County,Pueblo County,Cases,385
Colorado Case Counts by County,Rio Blanco County,Cases,3
Colorado Case Counts by County,Rio Grande County,Cases,74
Colorado Case Counts by County,Routt County,Cases,73
Colorado Case Counts by County,Saguache County,Cases,102
Colorado Case Counts by County,San Juan County,Cases,1
