description,attribute,metric,value
State Data,Statewide,Cases,21633
State Data,Statewide,Hospitalizations,3866
State Data,Statewide,Counties,60
State Data,Statewide,People Tested,123422
State Data,Statewide,Deaths Among Cases,1192
State Data,Statewide,Deaths Due to COVID-19,878
State Data,Statewide,Outbreaks,222
State Data,Statewide,"Rate per 100,000",379.91
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams,Cases,2575
Colorado Case Counts by County,Alamosa,Cases,39
Colorado Case Counts by County,Arapahoe,Cases,3652
Colorado Case Counts by County,Archuleta,Cases,8
Colorado Case Counts by County,Baca,Cases,12
Colorado Case Counts by County,Bent,Cases,1
Colorado Case Counts by County,Boulder,Cases,835
Colorado Case Counts by County,Broomfield,Cases,209
Colorado Case Counts by County,Chaffee,Cases,69
Colorado Case Counts by County,Cheyenne,Cases,5
Colorado Case Counts by County,Clear Creek,Cases,16
Colorado Case Counts by County,Conejos,Cases,1
Colorado Case Counts by County,Costilla,Cases,4
Colorado Case Counts by County,Crowley,Cases,39
Colorado Case Counts by County,Custer,Cases,2
Colorado Case Counts by County,Delta,Cases,55
Colorado Case Counts by County,Denver,Cases,4548
Colorado Case Counts by County,Dolores,Cases,0
Colorado Case Counts by County,Douglas,Cases,637
Colorado Case Counts by County,Eagle,Cases,570
Colorado Case Counts by County,El Paso,Cases,1291
Colorado Case Counts by County,Elbert,Cases,44
Colorado Case Counts by County,Fremont,Cases,25
Colorado Case Counts by County,Garfield,Cases,113
Colorado Case Counts by County,Gilpin,Cases,4
Colorado Case Counts by County,Grand,Cases,5
Colorado Case Counts by County,Gunnison,Cases,182
Colorado Case Counts by County,Hinsdale,Cases,3
Colorado Case Counts by County,Huerfano,Cases,3
Colorado Case Counts by County,Jackson,Cases,0
Colorado Case Counts by County,Jefferson,Cases,1800
Colorado Case Counts by County,Kiowa,Cases,0
Colorado Case Counts by County,Kit Carson,Cases,26
Colorado Case Counts by County,La Plata,Cases,68
Colorado Case Counts by County,Lake,Cases,26
Colorado Case Counts by County,Larimer,Cases,485
Colorado Case Counts by County,Las Animas,Cases,4
