description,attribute,metric,value
State Data,Statewide,Cases,14316
State Data,Statewide,Hospitalizations,2571
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,67094
State Data,Statewide,Deaths,736
State Data,Statewide,Outbreaks,149
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR. Serology tests previously counted have been removed retroactively.,NA
Colorado Case Counts by County,Adams,Cases,1430
Colorado Case Counts by County,Alamosa,Cases,10
Colorado Case Counts by County,Arapahoe,Cases,2312
Colorado Case Counts by County,Archuleta,Cases,8
Colorado Case Counts by County,Baca,Cases,10
Colorado Case Counts by County,Bent,Cases,0
Colorado Case Counts by County,Boulder,Cases,543
Colorado Case Counts by County,Broomfield,Cases,145
Colorado Case Counts by County,Chaffee,Cases,66
Colorado Case Counts by County,Cheyenne,Cases,0
Colorado Case Counts by County,Clear Creek,Cases,13
Colorado Case Counts by County,Conejos,Cases,0
Colorado Case Counts by County,Costilla,Cases,3
Colorado Case Counts by County,Crowley,Cases,2
Colorado Case Counts by County,Custer,Cases,2
Colorado Case Counts by County,Delta,Cases,34
Colorado Case Counts by County,Denver,Cases,2791
Colorado Case Counts by County,Dolores,Cases,0
Colorado Case Counts by County,Douglas,Cases,453
Colorado Case Counts by County,Eagle,Cases,540
Colorado Case Counts by County,El Paso,Cases,884
Colorado Case Counts by County,Elbert,Cases,27
Colorado Case Counts by County,Fremont,Cases,22
Colorado Case Counts by County,Garfield,Cases,89
Colorado Case Counts by County,Gilpin,Cases,1
Colorado Case Counts by County,Grand,Cases,5
Colorado Case Counts by County,Gunnison,Cases,161
Colorado Case Counts by County,Hinsdale,Cases,3
Colorado Case Counts by County,Huerfano,Cases,2
Colorado Case Counts by County,Jackson,Cases,0
Colorado Case Counts by County,Jefferson,Cases,1298
Colorado Case Counts by County,Kiowa,Cases,0
Colorado Case Counts by County,Kit Carson,Cases,20
Colorado Case Counts by County,La Plata,Cases,59
Colorado Case Counts by County,Lake,Cases,17
Colorado Case Counts by County,Larimer,Cases,334
Colorado Case Counts by County,Las Animas,Cases,3
Colorado Case Counts by County,Lincoln,Cases,3
Colorado Case Counts by County,Logan,Cases,266
Colorado Case Counts by County,Mesa,Cases,42
Colorado Case Counts by County,Mineral,Cases,2
Colorado Case Counts by County,Moffat,Cases,6
Colorado Case Counts by County,Montezuma,Cases,15
Colorado Case Counts by County,Montrose,Cases,94
Colorado Case Counts by County,Morgan,Cases,344
Colorado Case Counts by County,Otero,Cases,8
Colorado Case Counts by County,Ouray,Cases,5
Colorado Case Counts by County,Park,Cases,11
Colorado Case Counts by County,Phillips,Cases,6
Colorado Case Counts by County,Pitkin,Cases,61
Colorado Case Counts by County,Prowers,Cases,1
Colorado Case Counts by County,Pueblo,Cases,136
Colorado Case Counts by County,Rio Blanco,Cases,1
Colorado Case Counts by County,Rio Grande,Cases,7
