description,attribute,metric,value
State Data,Statewide,Cases,72555
State Data,Statewide,Hospitalizations,7666
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,942339
State Data,Statewide,Test Encounters,1414336
State Data,Statewide,Deaths Among Cases,2060
State Data,Statewide,Deaths Due to COVID-19,1968
State Data,Statewide,Outbreaks,797
State Data,Statewide,Rate Per 100000,1258.77
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,9725
Colorado Case Counts by County,Alamosa County,Cases,250
Colorado Case Counts by County,Arapahoe County,Cases,9635
Colorado Case Counts by County,Archuleta County,Cases,55
Colorado Case Counts by County,Baca County,Cases,18
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,4569
Colorado Case Counts by County,Broomfield County,Cases,684
Colorado Case Counts by County,Chaffee County,Cases,336
Colorado Case Counts by County,Cheyenne County,Cases,14
Colorado Case Counts by County,Clear Creek County,Cases,47
Colorado Case Counts by County,Conejos County,Cases,37
Colorado Case Counts by County,Costilla County,Cases,32
Colorado Case Counts by County,Crowley County,Cases,74
Colorado Case Counts by County,Custer County,Cases,18
Colorado Case Counts by County,Delta County,Cases,192
Colorado Case Counts by County,Denver County,Cases,13711
Colorado Case Counts by County,Dolores County,Cases,3
Colorado Case Counts by County,Douglas County,Cases,2761
Colorado Case Counts by County,Eagle County,Cases,1274
Colorado Case Counts by County,El Paso County,Cases,7138
Colorado Case Counts by County,Elbert County,Cases,167
Colorado Case Counts by County,Fremont County,Cases,178
Colorado Case Counts by County,Garfield County,Cases,965
Colorado Case Counts by County,Gilpin County,Cases,19
Colorado Case Counts by County,Grand County,Cases,83
Colorado Case Counts by County,Gunnison County,Cases,296
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,25
Colorado Case Counts by County,International,Cases,22
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,6014
Colorado Case Counts by County,Kiowa County,Cases,1
Colorado Case Counts by County,Kit Carson County,Cases,81
Colorado Case Counts by County,La Plata County,Cases,268
Colorado Case Counts by County,Lake County,Cases,99
Colorado Case Counts by County,Larimer County,Cases,2731
Colorado Case Counts by County,Las Animas County,Cases,25
Colorado Case Counts by County,Lincoln County,Cases,16
Colorado Case Counts by County,Logan County,Cases,922
Colorado Case Counts by County,Mesa County,Cases,696
Colorado Case Counts by County,Mineral County,Cases,20
Colorado Case Counts by County,Moffat County,Cases,43
Colorado Case Counts by County,Montezuma County,Cases,146
Colorado Case Counts by County,Montrose County,Cases,386
Colorado Case Counts by County,Morgan County,Cases,760
Colorado Case Counts by County,Otero County,Cases,106
Colorado Case Counts by County,Ouray County,Cases,28
Colorado Case Counts by County,Park County,Cases,59
Colorado Case Counts by County,Phillips County,Cases,33
Colorado Case Counts by County,Pitkin County,Cases,226
Colorado Case Counts by County,Prowers County,Cases,94
Colorado Case Counts by County,Pueblo County,Cases,1176
Colorado Case Counts by County,Rio Blanco County,Cases,26
Colorado Case Counts by County,Rio Grande County,Cases,98
Colorado Case Counts by County,Routt County,Cases,161
Colorado Case Counts by County,Saguache County,Cases,111
Colorado Case Counts by County,San Juan County,Cases,6
Colorado Case Counts by County,San Miguel County,Cases,94
Colorado Case Counts by County,Sedgwick County,Cases,15
Colorado Case Counts by County,Summit County,Cases,479
Colorado Case Counts by County,Teller County,Cases,178
Colorado Case Counts by County,Washington County,Cases,67
Colorado Case Counts by County,Weld County,Cases,4909
Colorado Case Counts by County,Yuma County,Cases,130
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.54
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.31
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.36
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.51
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.41
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.38
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.44
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.79
COVID-19 in Colorado by Age Group,80+,Percent of Cases,4.18
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.09
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.15
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.73
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.87
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.91
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.7
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.33
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.45
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.86
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.55
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.87
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,4.07
