description,attribute,metric,value
State Data,Statewide,Cases,381210
State Data,Statewide,Hospitalizations,21041
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,2309773
State Data,Statewide,Test Encounters,5057763
State Data,Statewide,Deaths Among Cases,5440
State Data,Statewide,Deaths Due to COVID-19,4708
State Data,Statewide,Outbreaks,3334
State Data,Statewide,Rate Per 100000,6613.66
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,44442
Colorado Case Counts by County,Alamosa County,Cases,1098
Colorado Case Counts by County,Arapahoe County,Cases,43287
Colorado Case Counts by County,Archuleta County,Cases,580
Colorado Case Counts by County,Baca County,Cases,256
Colorado Case Counts by County,Bent County,Cases,1279
Colorado Case Counts by County,Boulder County,Cases,16514
Colorado Case Counts by County,Broomfield County,Cases,3240
Colorado Case Counts by County,Chaffee County,Cases,1239
Colorado Case Counts by County,Cheyenne County,Cases,113
Colorado Case Counts by County,Clear Creek County,Cases,337
Colorado Case Counts by County,Conejos County,Cases,377
Colorado Case Counts by County,Costilla County,Cases,175
Colorado Case Counts by County,Crowley County,Cases,1743
Colorado Case Counts by County,Custer County,Cases,156
Colorado Case Counts by County,Delta County,Cases,2187
Colorado Case Counts by County,Denver County,Cases,53998
Colorado Case Counts by County,Dolores County,Cases,58
Colorado Case Counts by County,Douglas County,Cases,18096
Colorado Case Counts by County,Eagle County,Cases,4121
Colorado Case Counts by County,El Paso County,Cases,46330
Colorado Case Counts by County,Elbert County,Cases,1103
Colorado Case Counts by County,Fremont County,Cases,5012
Colorado Case Counts by County,Garfield County,Cases,4585
Colorado Case Counts by County,Gilpin County,Cases,140
Colorado Case Counts by County,Grand County,Cases,842
Colorado Case Counts by County,Gunnison County,Cases,949
