description,attribute,metric,value
State Data,Statewide,Cases,291104
State Data,Statewide,Hospitalizations,16174
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,1968881
State Data,Statewide,Test Encounters,3809889
State Data,Statewide,Deaths Among Cases,3969
State Data,Statewide,Deaths Due to COVID-19,3086
State Data,Statewide,Outbreaks,2631
State Data,Statewide,Rate Per 100000,5050.4
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,35483
Colorado Case Counts by County,Alamosa County,Cases,801
Colorado Case Counts by County,Arapahoe County,Cases,33292
Colorado Case Counts by County,Archuleta County,Cases,415
Colorado Case Counts by County,Baca County,Cases,156
Colorado Case Counts by County,Bent County,Cases,685
Colorado Case Counts by County,Boulder County,Cases,13057
Colorado Case Counts by County,Broomfield County,Cases,2479
Colorado Case Counts by County,Chaffee County,Cases,833
Colorado Case Counts by County,Cheyenne County,Cases,85
Colorado Case Counts by County,Clear Creek County,Cases,233
Colorado Case Counts by County,Conejos County,Cases,247
Colorado Case Counts by County,Costilla County,Cases,117
Colorado Case Counts by County,Crowley County,Cases,1452
Colorado Case Counts by County,Custer County,Cases,121
Colorado Case Counts by County,Delta County,Cases,1123
Colorado Case Counts by County,Denver County,Cases,42850
Colorado Case Counts by County,Dolores County,Cases,43
Colorado Case Counts by County,Douglas County,Cases,13620
Colorado Case Counts by County,Eagle County,Cases,2904
Colorado Case Counts by County,El Paso County,Cases,35496
Colorado Case Counts by County,Elbert County,Cases,823
Colorado Case Counts by County,Fremont County,Cases,3733
Colorado Case Counts by County,Garfield County,Cases,3047
Colorado Case Counts by County,Gilpin County,Cases,105
Colorado Case Counts by County,Grand County,Cases,529
Colorado Case Counts by County,Gunnison County,Cases,545
Colorado Case Counts by County,Hinsdale County,Cases,12
Colorado Case Counts by County,Huerfano County,Cases,238
Colorado Case Counts by County,International,Cases,25
Colorado Case Counts by County,Jackson County,Cases,28
Colorado Case Counts by County,Jefferson County,Cases,25931
Colorado Case Counts by County,Kiowa County,Cases,53
Colorado Case Counts by County,Kit Carson County,Cases,390
Colorado Case Counts by County,La Plata County,Cases,1907
Colorado Case Counts by County,Lake County,Cases,356
Colorado Case Counts by County,Larimer County,Cases,13158
Colorado Case Counts by County,Las Animas County,Cases,377
Colorado Case Counts by County,Lincoln County,Cases,694
Colorado Case Counts by County,Logan County,Cases,2776
Colorado Case Counts by County,Mesa County,Cases,7654
Colorado Case Counts by County,Mineral County,Cases,37
Colorado Case Counts by County,Moffat County,Cases,451
Colorado Case Counts by County,Montezuma County,Cases,1013
Colorado Case Counts by County,Montrose County,Cases,1667
Colorado Case Counts by County,Morgan County,Cases,1918
Colorado Case Counts by County,Otero County,Cases,1325
Colorado Case Counts by County,Ouray County,Cases,138
Colorado Case Counts by County,Park County,Cases,314
