description,attribute,metric,value
State Data,Statewide,Cases,16225
State Data,Statewide,Hospitalizations,2793
State Data,Statewide,Counties,56
State Data,Statewide,People Tested,78179
State Data,Statewide,Deaths,832
State Data,Statewide,Outbreaks,163
State Data,Statewide,"Rate per 100,000",284.93
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
Colorado Case Counts by County,Adams,Cases,1730
Colorado Case Counts by County,Alamosa,Cases,11
Colorado Case Counts by County,Arapahoe,Cases,2625
Colorado Case Counts by County,Archuleta,Cases,8
Colorado Case Counts by County,Baca,Cases,10
Colorado Case Counts by County,Bent,Cases,0
Colorado Case Counts by County,Boulder,Cases,646
Colorado Case Counts by County,Broomfield,Cases,163
Colorado Case Counts by County,Chaffee,Cases,67
Colorado Case Counts by County,Cheyenne,Cases,0
Colorado Case Counts by County,Clear Creek,Cases,13
Colorado Case Counts by County,Conejos,Cases,0
Colorado Case Counts by County,Costilla,Cases,3
Colorado Case Counts by County,Crowley,Cases,3
Colorado Case Counts by County,Custer,Cases,2
Colorado Case Counts by County,Delta,Cases,48
Colorado Case Counts by County,Denver,Cases,3222
Colorado Case Counts by County,Dolores,Cases,0
Colorado Case Counts by County,Douglas,Cases,518
Colorado Case Counts by County,Eagle,Cases,546
Colorado Case Counts by County,El Paso,Cases,988
Colorado Case Counts by County,Elbert,Cases,31
Colorado Case Counts by County,Fremont,Cases,22
Colorado Case Counts by County,Garfield,Cases,95
Colorado Case Counts by County,Gilpin,Cases,1
Colorado Case Counts by County,Grand,Cases,5
Colorado Case Counts by County,Gunnison,Cases,165
Colorado Case Counts by County,Hinsdale,Cases,3
Colorado Case Counts by County,Huerfano,Cases,2
Colorado Case Counts by County,Jackson,Cases,0
Colorado Case Counts by County,Jefferson,Cases,1384
Colorado Case Counts by County,Kiowa,Cases,0
Colorado Case Counts by County,Kit Carson,Cases,21
Colorado Case Counts by County,La Plata,Cases,63
Colorado Case Counts by County,Lake,Cases,20
Colorado Case Counts by County,Larimer,Cases,384
Colorado Case Counts by County,Las Animas,Cases,3
Colorado Case Counts by County,Lincoln,Cases,3
Colorado Case Counts by County,Logan,Cases,288
Colorado Case Counts by County,Mesa,Cases,47
Colorado Case Counts by County,Mineral,Cases,2
Colorado Case Counts by County,Moffat,Cases,6
Colorado Case Counts by County,Montezuma,Cases,16
Colorado Case Counts by County,Montrose,Cases,102
Colorado Case Counts by County,Morgan,Cases,395
Colorado Case Counts by County,Otero,Cases,10
Colorado Case Counts by County,Ouray,Cases,5
Colorado Case Counts by County,Park,Cases,14
Colorado Case Counts by County,Phillips,Cases,5
Colorado Case Counts by County,Pitkin,Cases,51
Colorado Case Counts by County,Prowers,Cases,1
Colorado Case Counts by County,Pueblo,Cases,150
Colorado Case Counts by County,Rio Blanco,Cases,1
Colorado Case Counts by County,Rio Grande,Cases,7
Colorado Case Counts by County,Routt,Cases,56
Colorado Case Counts by County,Saguache,Cases,3
Colorado Case Counts by County,San Juan,Cases,0
Colorado Case Counts by County,San Miguel,Cases,19
Colorado Case Counts by County,Sedgwick,Cases,0
Colorado Case Counts by County,Summit,Cases,136
Colorado Case Counts by County,Teller,Cases,28
Colorado Case Counts by County,Unknown Or Pending,Cases,226
Colorado Case Counts by County,Washington,Cases,8
Colorado Case Counts by County,Weld,Cases,1836
Colorado Case Counts by County,Yuma,Cases,8
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,1.39
COVID-19 in Colorado by Age Group,19-Oct,Percent of Cases,3.16
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,14.35
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,16.69
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,16.84
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,17.08
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,12.96
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,8.44
COVID-19 in Colorado by Age Group,80+,Percent of Cases,8.73
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.36
COVID-19 in Colorado by Age Group,19-Oct,Percent of Deaths,0.12
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.6
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.48
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.52
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,4.93
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.98
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,24.16
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,54.21
