description,attribute,metric,value
State Data,Statewide,Cases,74191
State Data,Statewide,Hospitalizations,7721
State Data,Statewide,Counties,64
State Data,Statewide,People Tested,965449
State Data,Statewide,Test Encounters,1459332
State Data,Statewide,Deaths Among Cases,2081
State Data,Statewide,Deaths Due to COVID-19,1983
State Data,Statewide,Outbreaks,817
State Data,Statewide,Rate Per 100000,1287.15
State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA
State Data,Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,NA
State Data,Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,NA
State Data,Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,NA
State Data,Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),NA
Colorado Case Counts by County,Adams County,Cases,10001
Colorado Case Counts by County,Alamosa County,Cases,254
Colorado Case Counts by County,Arapahoe County,Cases,9851
Colorado Case Counts by County,Archuleta County,Cases,54
Colorado Case Counts by County,Baca County,Cases,18
Colorado Case Counts by County,Bent County,Cases,11
Colorado Case Counts by County,Boulder County,Cases,4628
Colorado Case Counts by County,Broomfield County,Cases,701
Colorado Case Counts by County,Chaffee County,Cases,340
Colorado Case Counts by County,Cheyenne County,Cases,14
Colorado Case Counts by County,Clear Creek County,Cases,47
Colorado Case Counts by County,Conejos County,Cases,36
Colorado Case Counts by County,Costilla County,Cases,33
Colorado Case Counts by County,Crowley County,Cases,74
Colorado Case Counts by County,Custer County,Cases,18
Colorado Case Counts by County,Delta County,Cases,191
Colorado Case Counts by County,Denver County,Cases,14024
Colorado Case Counts by County,Dolores County,Cases,3
Colorado Case Counts by County,Douglas County,Cases,2845
Colorado Case Counts by County,Eagle County,Cases,1281
Colorado Case Counts by County,El Paso County,Cases,7284
Colorado Case Counts by County,Elbert County,Cases,170
Colorado Case Counts by County,Fremont County,Cases,189
Colorado Case Counts by County,Garfield County,Cases,982
Colorado Case Counts by County,Gilpin County,Cases,19
Colorado Case Counts by County,Grand County,Cases,100
Colorado Case Counts by County,Gunnison County,Cases,297
Colorado Case Counts by County,Hinsdale County,Cases,3
Colorado Case Counts by County,Huerfano County,Cases,25
Colorado Case Counts by County,International,Cases,22
Colorado Case Counts by County,Jackson County,Cases,9
Colorado Case Counts by County,Jefferson County,Cases,6158
Colorado Case Counts by County,Kiowa County,Cases,1
Colorado Case Counts by County,Kit Carson County,Cases,81
Colorado Case Counts by County,La Plata County,Cases,269
Colorado Case Counts by County,Lake County,Cases,99
Colorado Case Counts by County,Larimer County,Cases,2815
Colorado Case Counts by County,Las Animas County,Cases,25
Colorado Case Counts by County,Lincoln County,Cases,21
Colorado Case Counts by County,Logan County,Cases,958
Colorado Case Counts by County,Mesa County,Cases,716
Colorado Case Counts by County,Mineral County,Cases,20
Colorado Case Counts by County,Moffat County,Cases,45
Colorado Case Counts by County,Montezuma County,Cases,150
Colorado Case Counts by County,Montrose County,Cases,388
Colorado Case Counts by County,Morgan County,Cases,765
Colorado Case Counts by County,Otero County,Cases,107
Colorado Case Counts by County,Ouray County,Cases,29
Colorado Case Counts by County,Park County,Cases,59
Colorado Case Counts by County,Phillips County,Cases,33
Colorado Case Counts by County,Pitkin County,Cases,229
Colorado Case Counts by County,Prowers County,Cases,95
Colorado Case Counts by County,Pueblo County,Cases,1217
Colorado Case Counts by County,Rio Blanco County,Cases,26
Colorado Case Counts by County,Rio Grande County,Cases,99
Colorado Case Counts by County,Routt County,Cases,164
Colorado Case Counts by County,Saguache County,Cases,112
Colorado Case Counts by County,San Juan County,Cases,6
Colorado Case Counts by County,San Miguel County,Cases,95
Colorado Case Counts by County,Sedgwick County,Cases,15
Colorado Case Counts by County,Summit County,Cases,492
Colorado Case Counts by County,Teller County,Cases,179
Colorado Case Counts by County,Washington County,Cases,69
Colorado Case Counts by County,Weld County,Cases,4987
Colorado Case Counts by County,Yuma County,Cases,143
Colorado Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA
COVID-19 in Colorado by Age Group,0-9,Percent of Cases,3.57
COVID-19 in Colorado by Age Group,10-19,Percent of Cases,10.39
COVID-19 in Colorado by Age Group,20-29,Percent of Cases,22.33
COVID-19 in Colorado by Age Group,30-39,Percent of Cases,17.47
COVID-19 in Colorado by Age Group,40-49,Percent of Cases,15.43
COVID-19 in Colorado by Age Group,50-59,Percent of Cases,13.38
COVID-19 in Colorado by Age Group,60-69,Percent of Cases,8.42
COVID-19 in Colorado by Age Group,70-79,Percent of Cases,4.78
COVID-19 in Colorado by Age Group,80+,Percent of Cases,4.14
COVID-19 in Colorado by Age Group,Unknown,Percent of Cases,0.08
COVID-19 in Colorado by Age Group,10-19,Percent of Deaths,0.14
COVID-19 in Colorado by Age Group,20-29,Percent of Deaths,0.72
COVID-19 in Colorado by Age Group,30-39,Percent of Deaths,0.86
COVID-19 in Colorado by Age Group,40-49,Percent of Deaths,2.88
COVID-19 in Colorado by Age Group,50-59,Percent of Deaths,6.73
COVID-19 in Colorado by Age Group,60-69,Percent of Deaths,12.4
COVID-19 in Colorado by Age Group,70-79,Percent of Deaths,23.5
COVID-19 in Colorado by Age Group,80+,Percent of Deaths,52.76
COVID-19 in Colorado by Age Group,0-9,Percent of Colorado Population,11.61
COVID-19 in Colorado by Age Group,10-19,Percent of Colorado Population,13.01
COVID-19 in Colorado by Age Group,20-29,Percent of Colorado Population,14.66
COVID-19 in Colorado by Age Group,30-39,Percent of Colorado Population,14.6
COVID-19 in Colorado by Age Group,40-49,Percent of Colorado Population,12.98
COVID-19 in Colorado by Age Group,50-59,Percent of Colorado Population,12.48
COVID-19 in Colorado by Age Group,60-69,Percent of Colorado Population,11.04
COVID-19 in Colorado by Age Group,70-79,Percent of Colorado Population,6.44
COVID-19 in Colorado by Age Group,80+,Percent of Colorado Population,3.2
COVID-19 in Colorado by Age Group,Unknown,Percent of Colorado Population,0
COVID-19 in Colorado by Age Group,Note,Percent of cases and deaths by age group compared to percent of total Colorado (CO) population.,NA
COVID-19 in Colorado by Age Group,Note,"Population Data: Colorado Department of Local Affairs State Demography Office, 2018 Regional Estimates",NA
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Cases,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Cases,1.92
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Cases,4.09
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Cases,37.11
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Cases,1.4
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Cases,0.38
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Cases,38.35
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Cases,0.77
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Cases,15.42
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Deaths,0.67
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Deaths,3.17
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Deaths,6.3
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Deaths,23.11
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Deaths,1.49
COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,Percent of Deaths,0.34
COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,Percent of Deaths,62.66
COVID-19 in Colorado by Race & Ethnicity,Other,Percent of Deaths,0.48
COVID-19 in Colorado by Race & Ethnicity,Unknown/Not Provided,Percent of Deaths,1.78
COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,Percent of Colorado Population,0.56
COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,Percent of Colorado Population,3.12
COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,Percent of Colorado Population,3.92
COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",Percent of Colorado Population,21.69
COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,Percent of Colorado Population,2.65
